Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US12725,12725, 12725,146,146,10,6.8,12,8.2,19,13,13,8.9,9,6.2,18,12.3,31,21.2,60.5,(X),138,138,57,57,146,146,0,0,146,100,0,0,146,146,131,89.7,0,0,0,0,7,4.8,0,0,8,5.5,146,146,10,6.8,0,0,10,6.8,0,0,0,0,136,93.2,298,(X),131,131
8600000US12726,12726, 12726,1204,1204,53,4.4,112,9.3,113,9.4,215,17.9,102,8.5,101,8.4,184,15.3,49.4,(X),967,967,263,263,1204,1204,29,2.4,1175,97.6,29,2.4,1204,1204,1121,93.1,37,3.1,35,2.9,5,0.4,0,0,35,2.9,1204,1204,85,7.1,0,0,36,3,0,0,49,4.1,1119,92.9,918,(X),931,931
8600000US12729,12729, 12729,2348,2348,90,3.8,248,10.6,170,7.2,483,20.6,198,8.4,163,6.9,265,11.3,47.2,(X),1780,1780,401,401,2348,2348,161,6.9,2187,93.1,161,6.9,2348,2348,2239,95.4,156,6.6,17,0.7,30,1.3,0,0,67,2.9,2348,2348,73,3.1,6,0.3,67,2.9,0,0,0,0,2275,96.9,945,(X),1743,1743
8600000US12732,12732, 12732,700,700,20,2.9,5,0.7,107,15.3,128,18.3,63,9,95,13.6,99,14.1,50.4,(X),566,566,139,139,700,700,0,0,700,100,0,0,700,700,677,96.7,0,0,0,0,18,2.6,0,0,5,0.7,700,700,5,0.7,0,0,5,0.7,0,0,0,0,695,99.3,697,(X),560,560
8600000US12733,12733, 12733,1784,1784,83,4.7,209,11.7,235,13.2,286,16,70,3.9,66,3.7,83,4.7,30.4,(X),1153,1153,142,142,1784,1784,109,6.1,1675,93.9,109,6.1,1784,1784,1259,70.6,327,18.3,67,3.8,26,1.5,0,0,214,12,1784,1784,399,22.4,0,0,172,9.6,0,0,227,12.7,1385,77.6,1182,(X),1017,1017
8600000US12734,12734, 12734,984,984,62,6.3,195,19.8,54,5.5,100,10.2,50,5.1,101,10.3,99,10.1,34.6,(X),726,726,159,159,984,984,11,1.1,973,98.9,11,1.1,984,984,948,96.3,0,0,0,0,0,0,0,0,47,4.8,984,984,316,32.1,47,4.8,0,0,0,0,269,27.3,668,67.9,660,(X),690,690
8600000US12736,12736, 12736,56,56,0,0,0,0,7,12.5,34,60.7,0,0,0,0,6,10.7,49.5,(X),53,53,12,12,56,56,0,0,56,100,0,0,56,56,56,100,0,0,0,0,0,0,0,0,0,0,56,56,9,16.1,6,10.7,3,5.4,0,0,0,0,47,83.9,130,(X),47,47
8600000US12737,12737, 12737,1826,1826,113,6.2,127,7,251,13.7,346,18.9,70,3.8,103,5.6,191,10.5,41.2,(X),1337,1337,316,316,1826,1826,25,1.4,1801,98.6,25,1.4,1826,1826,1660,90.9,43,2.4,0,0,118,6.5,0,0,39,2.1,1826,1826,236,12.9,5,0.3,184,10.1,0,0,47,2.6,1590,87.1,1289,(X),1293,1293
8600000US12738,12738, 12738,431,431,0,0,113,26.2,60,13.9,13,3,77,17.9,22,5.1,36,8.4,35.2,(X),335,335,50,50,431,431,0,0,431,100,0,0,431,431,431,100,0,0,0,0,0,0,0,0,0,0,431,431,154,35.7,48,11.1,0,0,0,0,106,24.6,277,64.3,259,(X),335,335
8600000US12740,12740, 12740,1659,1659,51,3.1,177,10.7,177,10.7,248,14.9,143,8.6,101,6.1,162,9.8,45.5,(X),1299,1299,348,348,1659,1659,34,2,1625,98,34,2,1659,1659,1515,91.3,57,3.4,19,1.1,11,0.7,0,0,113,6.8,1659,1659,206,12.4,107,6.4,92,5.5,0,0,7,0.4,1453,87.6,1064,(X),1243,1243
8600000US12741,12741, 12741,247,247,19,7.7,26,10.5,11,4.5,49,19.8,17,6.9,15,6.1,35,14.2,47,(X),188,188,51,51,247,247,0,0,247,100,0,0,247,247,243,98.4,4,1.6,0,0,0,0,0,0,0,0,247,247,7,2.8,0,0,7,2.8,0,0,0,0,240,97.2,261,(X),188,188
8600000US12742,12742, 12742,68,68,0,0,12,17.6,0,0,0,0,10,14.7,6,8.8,18,26.5,62.7,(X),60,60,32,32,68,68,0,0,68,100,0,0,68,68,68,100,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,68,100,101,(X),47,47
8600000US12743,12743, 12743,389,389,0,0,34,8.7,9,2.3,86,22.1,52,13.4,19,4.9,37,9.5,50.9,(X),307,307,92,92,389,389,0,0,389,100,0,0,389,389,384,98.7,0,0,0,0,5,1.3,0,0,0,0,389,389,10,2.6,0,0,10,2.6,0,0,0,0,379,97.4,329,(X),287,287
8600000US12745,12745, 12745,155,155,20,12.9,19,12.3,11,7.1,32,20.6,15,9.7,0,0,36,23.2,50.4,(X),147,147,50,50,155,155,0,0,155,100,0,0,155,155,155,100,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,155,100,133,(X),147,147
8600000US12746,12746, 12746,1216,1216,146,12,220,18.1,176,14.5,127,10.4,47,3.9,70,5.8,132,10.9,33.3,(X),958,958,147,147,1216,1216,0,0,1216,100,0,0,1216,1216,1216,100,0,0,0,0,0,0,0,0,0,0,1216,1216,0,0,0,0,0,0,0,0,0,0,1216,100,521,(X),958,958
8600000US12747,12747, 12747,1857,1857,202,10.9,111,6,232,12.5,315,17,118,6.4,133,7.2,259,13.9,47.6,(X),1546,1546,418,418,1857,1857,48,2.6,1809,97.4,48,2.6,1857,1857,1393,75,307,16.5,4,0.2,188,10.1,4,0.2,13,0.7,1857,1857,217,11.7,10,0.5,96,5.2,0,0,111,6,1640,88.3,973,(X),1462,1462
8600000US12748,12748, 12748,1960,1960,132,6.7,147,7.5,136,6.9,429,21.9,151,7.7,178,9.1,248,12.7,49.1,(X),1652,1652,375,375,1960,1960,4,0.2,1956,99.8,4,0.2,1960,1960,1857,94.7,29,1.5,0,0,38,1.9,0,0,40,2,1960,1960,219,11.2,0,0,182,9.3,11,0.6,26,1.3,1741,88.8,1272,(X),1623,1623
8600000US12749,12749, 12749,340,340,45,13.2,73,21.5,0,0,23,6.8,48,14.1,44,12.9,19,5.6,55.5,(X),322,322,89,89,340,340,0,0,340,100,0,0,340,340,340,100,0,0,0,0,0,0,0,0,0,0,340,340,0,0,0,0,0,0,0,0,0,0,340,100,445,(X),299,299
8600000US12750,12750, 12750,274,274,24,8.8,32,11.7,40,14.6,41,15,48,17.5,6,2.2,24,8.8,39.1,(X),219,219,24,24,274,274,0,0,274,100,0,0,274,274,236,86.1,33,12,5,1.8,0,0,0,0,0,0,274,274,0,0,0,0,0,0,0,0,0,0,274,100,100,(X),213,213
8600000US12751,12751, 12751,1206,1206,48,4,189,15.7,176,14.6,85,7,28,2.3,39,3.2,28,2.3,17.5,(X),603,603,33,33,1206,1206,50,4.1,1156,95.9,50,4.1,1206,1206,924,76.6,259,21.5,28,2.3,18,1.5,0,0,27,2.2,1206,1206,147,12.2,0,0,27,2.2,11,0.9,109,9,1059,87.8,503,(X),539,539
8600000US12752,12752, 12752,262,262,20,7.6,53,20.2,34,13,33,12.6,27,10.3,18,6.9,29,11.1,38.5,(X),216,216,31,31,262,262,0,0,262,100,0,0,262,262,256,97.7,6,2.3,0,0,0,0,0,0,0,0,262,262,14,5.3,0,0,14,5.3,0,0,0,0,248,94.7,262,(X),214,214
8600000US12754,12754, 12754,6724,6724,413,6.1,778,11.6,880,13.1,919,13.7,565,8.4,513,7.6,663,9.9,42.4,(X),5375,5375,1092,1092,6724,6724,144,2.1,6580,97.9,144,2.1,6724,6724,5720,85.1,591,8.8,68,1,93,1.4,0,0,396,5.9,6724,6724,1393,20.7,178,2.6,668,9.9,35,0.5,512,7.6,5331,79.3,3330,(X),4997,4997
8600000US12758,12758, 12758,4378,4378,340,7.8,459,10.5,417,9.5,726,16.6,361,8.2,276,6.3,505,11.5,42.6,(X),3371,3371,713,713,4378,4378,171,3.9,4207,96.1,171,3.9,4378,4378,3814,87.1,331,7.6,76,1.7,43,1,0,0,304,6.9,4378,4378,258,5.9,0,0,108,2.5,5,0.1,145,3.3,4120,94.1,3084,(X),3311,3311
8600000US12759,12759, 12759,1917,1917,147,7.7,287,15,208,10.9,155,8.1,212,11.1,88,4.6,157,8.2,33.4,(X),1594,1594,272,272,1917,1917,25,1.3,1892,98.7,25,1.3,1917,1917,1450,75.6,130,6.8,0,0,21,1.1,0,0,341,17.8,1917,1917,454,23.7,0,0,291,15.2,0,0,163,8.5,1463,76.3,1349,(X),1512,1512
8600000US12760,12760, 12760,405,405,5,1.2,0,0,11,2.7,32,7.9,58,14.3,74,18.3,151,37.3,64.9,(X),379,379,199,199,405,405,5,1.2,400,98.8,5,1.2,405,405,401,99,9,2.2,0,0,0,0,0,0,0,0,405,405,7,1.7,0,0,0,0,0,0,7,1.7,398,98.3,507,(X),360,360
8600000US12762,12762, 12762,596,596,0,0,105,17.6,96,16.1,36,6,0,0,7,1.2,37,6.2,33.1,(X),397,397,128,128,596,596,0,0,596,100,0,0,596,596,581,97.5,0,0,0,0,0,0,0,0,15,2.5,596,596,100,16.8,0,0,78,13.1,0,0,22,3.7,496,83.2,416,(X),397,397
8600000US12763,12763, 12763,664,664,93,14,45,6.8,31,4.7,115,17.3,33,5,35,5.3,66,9.9,35.3,(X),486,486,120,120,664,664,9,1.4,655,98.6,9,1.4,664,664,622,93.7,28,4.2,0,0,9,1.4,9,1.4,14,2.1,664,664,148,22.3,0,0,134,20.2,0,0,14,2.1,516,77.7,562,(X),475,475
8600000US12764,12764, 12764,1584,1584,77,4.9,148,9.3,126,8,293,18.5,164,10.4,104,6.6,299,18.9,51.9,(X),1373,1373,452,452,1584,1584,9,0.6,1575,99.4,9,0.6,1584,1584,1436,90.7,84,5.3,29,1.8,31,2,0,0,13,0.8,1584,1584,36,2.3,0,0,29,1.8,0,0,7,0.4,1548,97.7,1415,(X),1350,1350
8600000US12765,12765, 12765,1144,1144,67,5.9,72,6.3,160,14,138,12.1,124,10.8,59,5.2,57,5,39.3,(X),796,796,115,115,1144,1144,74,6.5,1070,93.5,74,6.5,1144,1144,1102,96.3,116,10.1,0,0,0,0,0,0,0,0,1144,1144,0,0,0,0,0,0,0,0,0,0,1144,100,446,(X),751,751
8600000US12766,12766, 12766,350,350,0,0,30,8.6,44,12.6,10,2.9,23,6.6,0,0,77,22,51.1,(X),250,250,143,143,350,350,0,0,350,100,0,0,350,350,350,100,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,350,100,252,(X),250,250
8600000US12767,12767, 12767,108,108,5,4.6,10,9.3,7,6.5,29,26.9,2,1.9,3,2.8,9,8.3,34.8,(X),82,82,12,12,108,108,0,0,108,100,0,0,108,108,108,100,0,0,0,0,0,0,0,0,0,0,108,108,15,13.9,0,0,4,3.7,0,0,11,10.2,93,86.1,91,(X),82,82
8600000US12768,12768, 12768,781,781,65,8.3,134,17.2,9,1.2,149,19.1,97,12.4,82,10.5,83,10.6,49.2,(X),671,671,135,135,781,781,0,0,781,100,0,0,781,781,772,98.8,0,0,9,1.2,0,0,0,0,0,0,781,781,246,31.5,0,0,237,30.3,0,0,9,1.2,535,68.5,1028,(X),671,671
8600000US12769,12769, 12769,195,195,0,0,43,22.1,0,0,39,20,44,22.6,33,16.9,12,6.2,53.6,(X),171,171,12,12,195,195,0,0,195,100,0,0,195,195,195,100,0,0,0,0,0,0,0,0,0,0,195,195,7,3.6,0,0,7,3.6,0,0,0,0,188,96.4,180,(X),171,171
8600000US12770,12770, 12770,295,295,38,12.9,21,7.1,16,5.4,58,19.7,49,16.6,40,13.6,19,6.4,53.9,(X),270,270,48,48,295,295,0,0,295,100,0,0,295,295,271,91.9,0,0,0,0,0,0,0,0,24,8.1,295,295,62,21,0,0,0,0,62,21,0,0,233,79,199,(X),270,270
8600000US12771,12771, 12771,14201,14201,759,5.3,1489,10.5,1656,11.7,2068,14.6,882,6.2,1204,8.5,1593,11.2,42.8,(X),10843,10843,2428,2428,14201,14201,664,4.7,13537,95.3,664,4.7,14201,14201,11832,83.3,1683,11.9,296,2.1,467,3.3,8,0.1,683,4.8,14201,14201,1187,8.4,41,0.3,859,6,0,0,287,2,13014,91.6,6334,(X),10593,10593
8600000US12775,12775, 12775,2018,2018,109,5.4,210,10.4,304,15.1,228,11.3,102,5.1,170,8.4,310,15.4,44.2,(X),1646,1646,459,459,2018,2018,50,2.5,1968,97.5,50,2.5,2018,2018,1705,84.5,163,8.1,26,1.3,108,5.4,0,0,66,3.3,2018,2018,187,9.3,12,0.6,94,4.7,0,0,81,4,1831,90.7,1529,(X),1553,1553
8600000US12776,12776, 12776,2174,2174,41,1.9,138,6.3,190,8.7,434,20,200,9.2,131,6,229,10.5,48.2,(X),1691,1691,545,545,2174,2174,50,2.3,2124,97.7,50,2.3,2174,2174,2114,97.2,36,1.7,61,2.8,5,0.2,0,0,8,0.4,2174,2174,103,4.7,0,0,35,1.6,38,1.7,30,1.4,2071,95.3,2104,(X),1640,1640
8600000US12777,12777, 12777,945,945,29,3.1,64,6.8,99,10.5,193,20.4,100,10.6,96,10.2,141,14.9,52.9,(X),815,815,228,228,945,945,2,0.2,943,99.8,2,0.2,945,945,910,96.3,9,1,4,0.4,24,2.5,0,0,0,0,945,945,25,2.6,3,0.3,10,1.1,0,0,12,1.3,920,97.4,598,(X),789,789
8600000US12778,12778, 12778,701,701,59,8.4,70,10,29,4.1,207,29.5,30,4.3,86,12.3,27,3.9,47.8,(X),589,589,60,60,701,701,12,1.7,689,98.3,12,1.7,701,701,664,94.7,0,0,0,0,37,5.3,0,0,12,1.7,701,701,29,4.1,0,0,0,0,0,0,29,4.1,672,95.9,1143,(X),582,582
8600000US12779,12779, 12779,1637,1637,39,2.4,100,6.1,269,16.4,93,5.7,134,8.2,51,3.1,336,20.5,44.3,(X),1203,1203,517,517,1637,1637,13,0.8,1624,99.2,13,0.8,1637,1637,950,58,243,14.8,13,0.8,0,0,0,0,444,27.1,1637,1637,597,36.5,113,6.9,104,6.4,0,0,380,23.2,1040,63.5,1605,(X),1047,1047
8600000US12780,12780, 12780,2036,2036,13,0.6,198,9.7,304,14.9,255,12.5,254,12.5,154,7.6,171,8.4,42,(X),1568,1568,312,312,2036,2036,34,1.7,2002,98.3,34,1.7,2036,2036,1920,94.3,59,2.9,0,0,0,0,0,0,91,4.5,2036,2036,149,7.3,0,0,89,4.4,40,2,20,1,1887,92.7,1063,(X),1568,1568
8600000US12781,12781, 12781,142,142,0,0,0,0,42,29.6,11,7.7,0,0,18,12.7,32,22.5,44.4,(X),103,103,32,32,142,142,0,0,142,100,0,0,142,142,76,53.5,50,35.2,0,0,0,0,0,0,16,11.3,142,142,84,59.2,0,0,11,7.7,0,0,73,51.4,58,40.8,121,(X),103,103
8600000US12783,12783, 12783,1820,1820,154,8.5,259,14.2,234,12.9,188,10.3,179,9.8,147,8.1,183,10.1,40,(X),1455,1455,279,279,1820,1820,26,1.4,1794,98.6,26,1.4,1820,1820,1614,88.7,147,8.1,45,2.5,25,1.4,0,0,15,0.8,1820,1820,282,15.5,0,0,179,9.8,27,1.5,76,4.2,1538,84.5,1147,(X),1426,1426
8600000US12784,12784, 12784,47,47,0,0,0,0,0,0,0,0,0,0,5,10.6,0,0,14.6,(X),18,18,13,13,47,47,0,0,47,100,0,0,47,47,13,27.7,34,72.3,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,47,100,62,(X),11,11
8600000US12785,12785, 12785,855,855,16,1.9,42,4.9,154,18,110,12.9,62,7.3,57,6.7,154,18,48.6,(X),688,688,236,236,855,855,24,2.8,831,97.2,24,2.8,855,855,797,93.2,58,6.8,0,0,24,2.8,0,0,0,0,855,855,104,12.2,0,0,104,12.2,0,0,0,0,751,87.8,488,(X),688,688
8600000US12786,12786, 12786,322,322,0,0,73,22.7,17,5.3,0,0,22,6.8,47,14.6,117,36.3,68.1,(X),322,322,163,163,322,322,0,0,322,100,0,0,322,322,295,91.6,0,0,27,8.4,0,0,0,0,0,0,322,322,0,0,0,0,0,0,0,0,0,0,322,100,817,(X),322,322
8600000US12787,12787, 12787,297,297,27,9.1,38,12.8,9,3,41,13.8,10,3.4,51,17.2,52,17.5,50.6,(X),249,249,73,73,297,297,0,0,297,100,0,0,297,297,290,97.6,0,0,0,0,7,2.4,0,0,0,0,297,297,33,11.1,0,0,33,11.1,0,0,0,0,264,88.9,203,(X),249,249
8600000US12788,12788, 12788,2926,2926,202,6.9,442,15.1,498,17,718,24.5,236,8.1,98,3.3,239,8.2,44.2,(X),2575,2575,337,337,2926,2926,186,6.4,2740,93.6,186,6.4,2926,2926,2169,74.1,713,24.4,89,3,13,0.4,0,0,140,4.8,2926,2926,491,16.8,0,0,248,8.5,0,0,243,8.3,2435,83.2,1431,(X),2355,2355
8600000US12789,12789, 12789,2174,2174,90,4.1,368,16.9,207,9.5,312,14.4,211,9.7,150,6.9,226,10.4,39.9,(X),1657,1657,298,298,2174,2174,182,8.4,1992,91.6,182,8.4,2174,2174,1909,87.8,311,14.3,48,2.2,47,2.2,0,0,43,2,2174,2174,498,22.9,0,0,163,7.5,17,0.8,318,14.6,1676,77.1,1808,(X),1467,1467
8600000US12790,12790, 12790,4578,4578,238,5.2,467,10.2,582,12.7,989,21.6,248,5.4,338,7.4,540,11.8,45.6,(X),3736,3736,769,769,4578,4578,62,1.4,4516,98.6,62,1.4,4578,4578,4114,89.9,201,4.4,36,0.8,120,2.6,0,0,169,3.7,4578,4578,578,12.6,35,0.8,392,8.6,71,1.6,80,1.7,4000,87.4,2919,(X),3651,3651
8600000US12791,12791, 12791,619,619,10,1.6,77,12.4,48,7.8,120,19.4,53,8.6,20,3.2,53,8.6,36.8,(X),432,432,91,91,619,619,44,7.1,575,92.9,44,7.1,619,619,560,90.5,48,7.8,9,1.5,46,7.4,0,0,0,0,619,619,0,0,0,0,0,0,0,0,0,0,619,100,433,(X),432,432
8600000US12792,12792, 12792,180,180,0,0,37,20.6,21,11.7,0,0,20,11.1,22,12.2,14,7.8,34.3,(X),124,124,24,24,180,180,0,0,180,100,0,0,180,180,178,98.9,0,0,0,0,2,1.1,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,180,100,164,(X),122,122
8600000US12801,12801, 12801,14450,14450,755,5.2,2511,17.4,2026,14,2269,15.7,927,6.4,799,5.5,1315,9.1,38.3,(X),11516,11516,2023,2023,14450,14450,435,3,14015,97,435,3,14450,14450,13778,95.3,543,3.8,85,0.6,348,2.4,43,0.3,88,0.6,14450,14450,617,4.3,220,1.5,223,1.5,0,0,174,1.2,13833,95.7,7157,(X),11242,11242
8600000US12803,12803, 12803,8350,8350,346,4.1,1103,13.2,810,9.7,1606,19.2,551,6.6,516,6.2,918,11,44.5,(X),6513,6513,1457,1457,8350,8350,106,1.3,8244,98.7,106,1.3,8350,8350,8049,96.4,186,2.2,24,0.3,56,0.7,26,0.3,115,1.4,8350,8350,201,2.4,35,0.4,145,1.7,0,0,21,0.3,8149,97.6,3821,(X),6432,6432
8600000US12804,12804, 12804,26381,26381,1869,7.1,2554,9.7,2544,9.6,4197,15.9,2249,8.5,1710,6.5,2781,10.5,46.2,(X),21029,21029,5378,5378,26381,26381,144,0.5,26237,99.5,144,0.5,26381,26381,25610,97.1,405,1.5,188,0.7,302,1.1,0,0,63,0.2,26381,26381,413,1.6,22,0.1,296,1.1,13,0,82,0.3,25968,98.4,12195,(X),20621,20621
8600000US12808,12808, 12808,408,408,0,0,13,3.2,35,8.6,81,19.9,33,8.1,32,7.8,106,26,60.2,(X),370,370,173,173,408,408,16,3.9,392,96.1,16,3.9,408,408,408,100,0,0,16,3.9,0,0,0,0,0,0,408,408,0,0,0,0,0,0,0,0,0,0,408,100,669,(X),370,370
8600000US12809,12809, 12809,3409,3409,225,6.6,297,8.7,377,11.1,616,18.1,300,8.8,289,8.5,333,9.8,47.1,(X),2798,2798,641,641,3409,3409,30,0.9,3379,99.1,30,0.9,3409,3409,3399,99.7,28,0.8,9,0.3,0,0,0,0,3,0.1,3409,3409,20,0.6,1,0,14,0.4,0,0,5,0.1,3389,99.4,1909,(X),2787,2787
8600000US12810,12810, 12810,737,737,35,4.7,80,10.9,87,11.8,128,17.4,87,11.8,65,8.8,91,12.3,47.1,(X),594,594,110,110,737,737,2,0.3,735,99.7,2,0.3,737,737,733,99.5,0,0,2,0.3,0,0,0,0,4,0.5,737,737,23,3.1,0,0,7,0.9,0,0,16,2.2,714,96.9,399,(X),589,589
8600000US12811,12811, 12811,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3,16.7,-,(X),18,18,18,18,18,18,3,16.7,15,83.3,3,16.7,18,18,18,100,0,0,3,16.7,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,18,100,75,(X),18,18
8600000US12812,12812, 12812,89,89,0,0,4,4.5,8,9,15,16.9,12,13.5,0,0,10,11.2,36.1,(X),49,49,10,10,89,89,0,0,89,100,0,0,89,89,89,100,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,89,100,299,(X),49,49
8600000US12814,12814, 12814,1286,1286,67,5.2,224,17.4,47,3.7,235,18.3,55,4.3,116,9,274,21.3,49.4,(X),1131,1131,353,353,1286,1286,0,0,1286,100,0,0,1286,1286,1127,87.6,80,6.2,0,0,0,0,0,0,79,6.1,1286,1286,48,3.7,0,0,22,1.7,0,0,26,2,1238,96.3,1720,(X),1079,1079
8600000US12815,12815, 12815,986,986,35,3.5,93,9.4,79,8,156,15.8,95,9.6,108,11,128,13,54.4,(X),852,852,268,268,986,986,37,3.8,949,96.2,37,3.8,986,986,986,100,3,0.3,34,3.4,0,0,0,0,0,0,986,986,6,0.6,0,0,0,0,6,0.6,0,0,980,99.4,1171,(X),845,845
8600000US12816,12816, 12816,4190,4190,209,5,365,8.7,425,10.1,630,15,410,9.8,371,8.9,556,13.3,50.4,(X),3469,3469,998,998,4190,4190,44,1.1,4146,98.9,44,1.1,4190,4190,4091,97.6,62,1.5,41,1,29,0.7,0,0,11,0.3,4190,4190,46,1.1,0,0,19,0.5,0,0,27,0.6,4144,98.9,2553,(X),3448,3448
8600000US12817,12817, 12817,2210,2210,82,3.7,162,7.3,203,9.2,371,16.8,205,9.3,268,12.1,333,15.1,53,(X),1885,1885,546,546,2210,2210,0,0,2210,100,0,0,2210,2210,2208,99.9,2,0.1,0,0,0,0,0,0,0,0,2210,2210,14,0.6,0,0,12,0.5,0,0,2,0.1,2196,99.4,2204,(X),1885,1885
8600000US12819,12819, 12819,346,346,7,2,17,4.9,49,14.2,53,15.3,34,9.8,35,10.1,48,13.9,49.3,(X),287,287,76,76,346,346,5,1.4,341,98.6,5,1.4,346,346,346,100,0,0,5,1.4,0,0,0,0,0,0,346,346,2,0.6,0,0,0,0,0,0,2,0.6,344,99.4,277,(X),285,285
8600000US12821,12821, 12821,2845,2845,525,18.5,677,23.8,515,18.1,519,18.2,194,6.8,76,2.7,111,3.9,35.4,(X),2771,2771,133,133,2845,2845,122,4.3,2723,95.7,122,4.3,2845,2845,1143,40.2,1544,54.3,36,1.3,20,0.7,0,0,248,8.7,2845,2845,670,23.6,0,0,403,14.2,5,0.2,262,9.2,2175,76.4,153,(X),2637,2637
8600000US12822,12822, 12822,6257,6257,255,4.1,604,9.7,938,15,875,14,386,6.2,477,7.6,583,9.3,41.2,(X),4777,4777,1045,1045,6257,6257,131,2.1,6126,97.9,131,2.1,6257,6257,6203,99.1,145,2.3,39,0.6,1,0,0,0,0,0,6257,6257,210,3.4,125,2,0,0,0,0,85,1.4,6047,96.6,2945,(X),4741,4741
8600000US12823,12823, 12823,420,420,0,0,53,12.6,0,0,135,32.1,132,31.4,11,2.6,16,3.8,52.9,(X),368,368,16,16,420,420,0,0,420,100,0,0,420,420,420,100,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0,0,0,0,0,0,420,100,189,(X),368,368
8600000US12824,12824, 12824,1032,1032,38,3.7,106,10.3,66,6.4,136,13.2,157,15.2,160,15.5,241,23.4,57.9,(X),986,986,302,302,1032,1032,0,0,1032,100,0,0,1032,1032,1032,100,0,0,0,0,0,0,0,0,0,0,1032,1032,28,2.7,0,0,28,2.7,0,0,0,0,1004,97.3,996,(X),986,986
