GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than high school graduate,Margin of Error; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Margin of Error; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Margin of Error; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Margin of Error; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Margin of Error; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Margin of Error; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Margin of Error; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Margin of Error; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Margin of Error; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Margin of Error; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Margin of Error; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Margin of Error; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Margin of Error; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Margin of Error; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Margin of Error; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Margin of Error; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Margin of Error; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Margin of Error; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Margin of Error; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Margin of Error; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Margin of Error; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Margin of Error; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Margin of Error; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Margin of Error; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Margin of Error; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Margin of Error; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Margin of Error; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Margin of Error; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Margin of Error; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Margin of Error; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree,Margin of Error; Total: - Moved from abroad: - Graduate or professional degree
8600000US06390,06390,ZCTA5 06390,179,110,6,8,73,79,6,5,34,26,60,59,179,110,6,8,73,79,6,5,34,26,60,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US07421,07421,ZCTA5 07421,5173,381,439,181,2058,249,1171,197,1021,191,484,165,4881,364,396,180,1936,241,1140,192,975,179,434,157,168,98,29,34,103,71,0,17,36,43,0,17,59,59,14,22,11,18,24,26,0,17,10,16,65,57,0,17,8,15,7,11,10,17,40,40,0,17,0,17,0,17,0,17,0,17,0,17
8600000US10001,10001,ZCTA5 10001,17839,957,1094,319,2151,514,2062,385,6963,703,5569,515,14781,887,872,265,2024,508,1771,368,5650,623,4464,418,1255,369,53,49,5,14,135,85,614,304,448,185,620,368,108,147,122,161,26,27,140,77,224,125,704,198,32,37,0,21,28,30,340,145,304,117,479,178,29,38,0,21,102,80,219,88,129,102
8600000US10002,10002,ZCTA5 10002,60938,1715,20252,1665,12247,1098,8250,708,13236,983,6953,596,56700,1707,19620,1662,11610,1052,7672,693,11687,1012,6111,525,2008,370,263,107,285,125,137,84,868,268,455,168,1127,289,228,94,155,90,325,177,249,130,170,93,677,255,108,163,79,58,80,84,255,122,155,103,426,213,33,32,118,129,36,35,177,168,62,38
8600000US10003,10003,ZCTA5 10003,39339,1349,1377,387,2074,436,4269,586,17264,1059,14355,856,33225,1452,1202,354,1717,403,3861,578,14000,962,12445,844,3513,529,135,100,233,148,218,152,2067,408,860,239,761,246,21,24,53,44,49,35,357,157,281,165,1129,309,19,22,0,27,106,88,542,202,462,185,711,394,0,27,71,112,35,25,298,158,307,317
8600000US10004,10004,ZCTA5 10004,2409,385,34,30,49,37,146,96,1227,329,953,180,1996,353,23,26,45,36,144,95,1054,318,730,163,208,81,10,16,4,6,0,11,102,51,92,57,4,6,1,2,0,11,0,11,3,5,0,11,111,80,0,11,0,11,2,3,16,22,93,75,90,75,0,11,0,11,0,11,52,59,38,44
8600000US10005,10005,ZCTA5 10005,6403,815,45,56,340,216,353,196,2869,549,2796,606,4881,739,44,55,314,213,259,159,1981,446,2283,550,795,366,1,3,1,3,80,120,517,270,196,134,115,89,0,16,2,4,10,15,71,77,32,47,402,206,0,16,23,36,0,16,117,107,262,146,210,145,0,16,0,16,4,6,183,138,23,25
8600000US10006,10006,ZCTA5 10006,2657,370,17,27,32,37,132,84,1363,267,1113,280,2124,362,17,27,32,37,103,72,1074,268,898,263,352,150,0,11,0,11,0,11,229,123,123,85,0,11,0,11,0,11,0,11,0,11,0,11,115,79,0,11,0,11,22,35,26,43,67,57,66,57,0,11,0,11,7,18,34,33,25,32
8600000US10007,10007,ZCTA5 10007,5336,586,367,140,490,174,382,136,1980,430,2117,311,4420,533,312,124,360,140,301,122,1646,413,1801,295,525,213,1,2,46,55,52,66,273,126,153,130,154,108,40,35,69,58,13,25,32,39,0,16,41,48,0,16,0,16,0,16,0,16,41,48,196,110,14,25,15,27,16,25,29,47,122,80
8600000US10009,10009,ZCTA5 10009,46930,1272,5844,827,6676,818,6837,779,17355,1385,10218,1024,40877,1224,5416,776,6354,795,6275,716,14842,1237,7990,870,3358,661,333,272,114,91,417,315,1369,373,1125,408,1087,349,95,62,172,99,98,76,517,306,205,123,1112,458,0,27,15,22,47,55,522,251,528,263,496,248,0,27,21,38,0,27,105,85,370,216
8600000US10010,10010,ZCTA5 10010,25360,1533,1062,392,1921,577,2587,589,9830,951,9960,933,19529,1466,895,365,1474,487,1854,423,7415,827,7891,924,3250,975,111,58,299,202,355,433,1432,549,1053,288,989,439,44,37,72,69,142,106,95,66,636,404,1130,311,12,22,68,109,53,65,751,244,246,127,462,201,0,24,8,12,183,107,137,101,134,83
8600000US10011,10011,ZCTA5 10011,42433,1405,2031,515,2972,621,4192,620,16953,1184,16285,1269,36461,1477,1927,493,2780,611,3782,596,14207,1160,13765,1263,3380,589,83,99,143,103,240,152,1698,435,1216,354,777,267,8,13,40,38,81,63,443,231,205,116,1133,384,13,16,0,27,89,104,444,213,587,286,682,270,0,27,9,14,0,27,161,123,512,228
8600000US10012,10012,ZCTA5 10012,19317,1065,1114,294,1482,336,1351,276,8278,803,7092,638,15667,949,1000,286,1334,341,1040,211,6244,691,6049,522,1923,417,63,50,108,75,229,166,1092,284,431,139,601,253,28,41,40,43,60,63,226,125,247,209,821,283,23,41,0,21,22,25,482,202,294,160,305,170,0,21,0,21,0,21,234,169,71,44
8600000US10013,10013,ZCTA5 10013,22432,1081,4328,617,2013,418,2230,439,8136,706,5725,569,19534,1094,3878,609,1748,388,2080,428,6832,707,4996,560,1348,399,289,268,105,72,51,49,525,219,378,153,535,198,161,69,113,53,56,43,197,174,8,15,680,350,0,21,25,15,0,21,414,231,241,149,335,133,0,21,22,34,43,51,168,98,102,73
8600000US10014,10014,ZCTA5 10014,27412,1109,250,112,1485,394,2356,420,13259,868,10062,757,22478,1073,247,111,1393,385,2145,402,10484,847,8209,716,2614,468,2,4,70,70,106,150,1627,348,809,210,453,178,0,24,1,2,43,63,205,108,204,109,1209,305,1,2,1,2,43,48,612,201,552,226,658,246,0,24,20,32,19,29,331,168,288,131
8600000US10016,10016,ZCTA5 10016,40947,1697,1741,553,2852,606,4461,773,18266,1380,13627,1299,34523,1697,1569,522,2295,545,4172,782,15167,1272,11320,1223,3584,734,41,22,351,253,249,149,1801,466,1142,394,757,252,92,129,103,104,40,37,314,128,208,112,1323,502,29,48,33,38,0,27,732,437,529,215,760,365,10,15,70,94,0,27,252,161,428,284
8600000US10017,10017,ZCTA5 10017,14041,1045,321,235,643,297,1493,399,6356,685,5228,640,12305,1053,265,206,612,286,1370,392,5676,726,4382,634,825,320,46,61,10,22,34,55,409,234,326,186,403,249,0,18,21,36,32,52,58,60,292,233,389,194,10,17,0,18,54,61,161,118,164,112,119,119,0,18,0,18,3,7,52,58,64,65
8600000US10018,10018,ZCTA5 10018,7932,526,605,249,605,202,1006,215,3071,443,2645,370,6210,538,548,235,547,200,858,199,2306,413,1951,334,809,266,13,21,50,50,34,29,428,194,284,127,231,114,6,13,0,16,58,64,59,86,108,70,398,147,38,73,8,16,53,68,111,58,188,84,284,148,0,16,0,16,3,4,167,122,114,62
8600000US10019,10019,ZCTA5 10019,36002,1548,1723,346,3450,611,4846,602,13322,1305,12661,1041,28763,1511,1472,314,2926,550,4476,591,10114,1134,9775,923,3657,630,167,115,132,86,152,134,1635,415,1571,412,859,240,72,50,142,139,21,28,379,201,245,132,1954,461,0,24,144,130,105,80,851,292,854,268,769,306,12,20,106,162,92,85,343,165,216,123
8600000US10020,10020,ZCTA5 10020,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10021,10021,ZCTA5 10021,36738,1795,431,146,1845,537,4032,772,14868,1458,15562,1476,31293,1871,399,155,1714,527,3760,738,12586,1430,12834,1311,3210,929,16,24,113,94,173,190,1233,444,1675,715,533,223,5,12,2,4,15,24,234,143,277,170,1054,361,0,24,0,24,69,73,505,251,480,237,648,383,11,18,16,26,15,29,310,300,296,193
8600000US10022,10022,ZCTA5 10022,26753,1189,646,246,1202,331,2921,519,11168,945,10816,934,22783,1282,561,235,1146,323,2572,468,9214,877,9290,837,2319,510,31,46,27,15,112,107,1451,406,698,277,649,270,35,40,29,41,147,145,108,90,330,196,748,410,0,24,0,24,37,43,345,233,366,257,254,121,19,30,0,24,53,60,50,41,132,78
8600000US10023,10023,ZCTA5 10023,49741,1832,1507,605,3339,657,4485,720,15870,1243,24540,1305,42811,1782,1277,517,2981,615,4073,723,13491,1015,20989,1353,3428,715,67,86,199,167,189,91,1412,438,1561,487,847,302,121,182,73,88,72,82,133,94,448,192,1754,495,42,55,2,4,91,77,549,283,1070,423,901,264,0,27,84,87,60,49,285,143,472,161
8600000US10024,10024,ZCTA5 10024,47189,1708,2287,535,2953,519,4275,604,16081,1206,21593,1318,39443,1593,2202,535,2839,509,3317,553,12592,1155,18493,1174,4632,672,53,46,91,83,678,264,2169,421,1641,449,857,411,27,37,5,9,267,186,290,238,268,235,1837,551,5,7,18,29,13,22,957,370,844,307,420,225,0,27,0,27,0,27,73,61,347,214
8600000US10025,10025,ZCTA5 10025,72403,2108,7017,996,7123,926,9388,1078,21437,1603,27438,1723,61737,2142,6231,964,6375,921,8744,1015,17261,1433,23126,1519,5385,844,420,198,461,222,412,222,1864,475,2228,495,1487,550,92,127,147,119,48,49,385,242,815,473,2143,608,92,111,0,27,54,51,1405,522,592,220,1651,535,182,202,140,117,130,132,522,221,677,295
8600000US10026,10026,ZCTA5 10026,28689,1070,4782,661,6073,725,5287,627,6487,628,6060,565,25879,1154,4369,674,5692,728,4772,617,5902,617,5144,527,1550,345,188,92,196,110,271,105,355,137,540,215,543,175,189,136,122,77,88,62,70,85,74,48,493,173,26,44,16,24,71,55,160,88,220,114,224,120,10,16,47,40,85,78,0,24,82,70
8600000US10027,10027,ZCTA5 10027,41531,1591,6938,758,8205,787,6723,733,9297,957,10368,794,37305,1497,6454,761,7886,779,6364,732,7891,822,8710,720,1827,330,256,131,157,82,117,74,481,146,816,237,806,259,147,108,19,25,92,56,297,126,251,151,763,209,60,57,70,68,83,74,319,134,231,100,830,227,21,32,73,68,67,76,309,142,360,137
8600000US10028,10028,ZCTA5 10028,41611,1963,1071,357,1727,459,4225,659,17011,1781,17577,1363,34748,1992,1024,360,1447,398,3617,509,13726,1778,14934,1276,3997,856,31,43,14,16,233,166,2142,587,1577,443,742,284,0,27,35,55,78,78,362,226,267,143,1735,578,16,32,170,229,231,313,723,371,595,261,389,204,0,27,61,72,66,110,58,48,204,121
8600000US10029,10029,ZCTA5 10029,55179,1856,13409,1134,12991,1074,10493,840,10986,782,7300,641,50097,1789,12814,1136,12126,1070,9541,813,9692,789,5924,640,2206,434,344,177,335,221,440,187,520,200,567,171,1547,375,224,104,397,181,345,166,328,140,253,129,812,203,27,32,60,80,58,52,333,127,334,137,517,173,0,27,73,61,109,85,113,79,222,90
8600000US10030,10030,ZCTA5 10030,21152,1199,4765,787,5094,583,4743,537,3993,562,2557,418,18693,1143,4081,641,4868,596,4114,490,3388,515,2242,411,1075,354,245,116,84,63,183,117,427,234,136,99,889,301,308,226,142,117,325,181,89,68,25,44,209,108,6,10,0,24,31,34,60,45,112,95,286,188,125,145,0,24,90,91,29,33,42,48
8600000US10031,10031,ZCTA5 10031,44784,1661,12496,994,9387,1071,7769,846,8535,893,6597,729,39330,1652,11668,946,8720,1077,7114,828,6460,860,5368,678,2667,561,569,244,283,169,398,166,856,266,561,218,900,302,195,135,148,155,107,84,297,170,153,115,1455,372,34,37,141,138,94,75,769,259,417,187,432,168,30,28,95,83,56,72,153,101,98,71
8600000US10032,10032,ZCTA5 10032,46610,1840,14134,1162,9160,1153,8998,1062,9241,1081,5077,708,41715,1902,13374,1137,8543,1130,8163,982,7922,993,3713,614,2246,512,489,243,302,262,359,163,466,187,630,253,1111,275,170,104,277,156,140,99,291,119,233,128,899,316,38,61,21,28,73,99,460,186,307,166,639,264,63,46,17,19,263,226,102,87,194,118
8600000US10033,10033,ZCTA5 10033,43720,1407,13285,1253,6986,727,7972,955,9206,986,6271,557,39424,1512,12829,1224,6525,696,7064,917,7518,848,5488,484,2136,481,259,157,236,159,419,224,851,305,371,139,676,288,92,95,118,131,168,140,197,142,101,82,816,273,0,27,61,64,91,69,395,170,269,165,668,347,105,101,46,54,230,177,245,183,42,38
8600000US10034,10034,ZCTA5 10034,31358,1162,8442,839,6479,812,6525,617,5688,534,4224,412,28675,1200,8145,831,6034,812,6024,641,4877,488,3595,408,1573,411,198,149,320,189,335,131,388,179,332,127,617,182,19,29,48,55,162,74,303,138,85,53,360,133,13,20,60,56,4,7,104,59,179,114,133,101,67,89,17,27,0,24,16,24,33,32
8600000US10035,10035,ZCTA5 10035,25171,1108,7972,722,5733,608,5272,532,3633,573,2561,365,22470,964,7110,699,5084,546,4682,470,3310,552,2284,365,1415,379,521,213,363,114,273,137,165,80,93,61,788,211,265,141,216,104,126,70,70,54,111,82,357,168,16,25,34,45,156,117,78,79,73,66,141,90,60,60,36,44,35,48,10,16,0,24
8600000US10036,10036,ZCTA5 10036,22308,1119,1581,393,1571,432,2651,432,9440,957,7065,788,18071,1147,1475,380,1407,421,2341,392,7507,880,5341,753,2142,436,50,51,96,68,149,140,1094,294,753,223,339,154,44,57,34,44,35,39,101,84,125,84,1217,287,12,27,18,20,108,85,570,197,509,193,539,191,0,21,16,27,18,33,168,75,337,167
8600000US10037,10037,ZCTA5 10037,14611,820,2084,436,3642,530,3261,434,3184,413,2440,381,13021,775,1888,399,3115,468,3051,432,2829,413,2138,383,973,283,165,182,344,203,90,75,179,90,195,84,447,204,31,39,162,146,60,62,146,113,48,39,109,80,0,21,0,21,60,69,30,29,19,21,61,55,0,21,21,34,0,21,0,21,40,45
8600000US10038,10038,ZCTA5 10038,17026,874,2942,468,2284,369,1884,344,5797,644,4119,549,14328,892,2774,465,2222,377,1644,321,4416,635,3272,549,1448,396,108,142,37,43,138,109,768,261,397,178,388,165,32,33,25,39,56,54,191,111,84,78,624,316,13,21,0,21,32,35,362,232,217,137,238,232,15,24,0,21,14,23,60,43,149,205
8600000US10039,10039,ZCTA5 10039,17583,788,3481,532,4425,628,4664,442,3184,440,1829,343,15893,735,3261,530,3975,535,4364,415,2767,434,1526,307,1036,285,187,124,220,143,196,120,244,136,189,104,428,173,21,32,136,105,56,68,139,76,76,80,174,114,12,25,56,84,34,37,34,31,38,44,52,63,0,21,38,57,14,23,0,21,0,21
8600000US10040,10040,ZCTA5 10040,33173,1324,9499,981,5203,718,6790,665,6892,649,4789,506,28897,1250,8715,967,4715,693,6112,620,5637,567,3718,432,2422,430,301,139,303,135,568,226,590,171,660,226,486,188,104,103,2,5,29,30,248,140,103,75,595,184,23,28,90,99,69,55,106,74,307,139,773,404,356,227,93,105,12,19,311,289,1,2
8600000US10044,10044,ZCTA5 10044,9621,904,998,397,1397,329,1134,342,2302,459,3790,597,7760,789,771,314,1213,293,981,306,1838,432,2957,528,844,285,196,237,46,52,64,61,272,160,266,160,208,112,0,18,62,61,58,51,21,35,67,64,275,154,0,18,40,67,0,18,57,79,178,107,534,234,31,65,36,73,31,38,114,83,322,176
8600000US10065,10065,ZCTA5 10065,23872,1284,307,184,1616,408,2378,453,9630,860,9941,909,19892,1106,176,134,1520,403,2209,429,7601,729,8386,814,1916,466,28,46,14,23,92,75,1139,364,643,267,516,299,15,23,0,21,2,4,264,251,235,118,1086,355,34,57,45,51,48,54,553,275,406,146,462,198,54,64,37,60,27,44,73,71,271,147
8600000US10069,10069,ZCTA5 10069,3852,727,35,63,223,184,317,221,1381,389,1896,481,2719,622,35,63,200,181,253,217,971,316,1260,377,691,328,0,16,23,38,27,45,227,178,414,239,0,16,0,16,0,16,0,16,0,16,0,16,300,233,0,16,0,16,25,40,65,74,210,211,142,171,0,16,0,16,12,20,118,166,12,20
8600000US10075,10075,ZCTA5 10075,17822,1686,457,292,928,325,2447,712,6906,988,7084,1152,14684,1439,424,283,846,324,2082,686,5720,916,5612,894,1620,803,30,53,58,48,318,317,606,324,608,422,285,294,3,6,24,39,0,21,83,119,175,212,843,549,0,21,0,21,47,77,368,266,428,316,390,335,0,21,0,21,0,21,129,117,261,249
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10128,10128,ZCTA5 10128,49870,1665,1421,423,3336,676,4114,595,19402,1419,21597,1324,41393,1725,1376,421,3035,654,3657,542,16138,1431,17187,1182,4156,609,15,20,69,62,107,57,2000,447,1965,473,1706,513,20,36,148,135,89,108,648,246,801,376,1748,591,10,16,84,103,103,95,481,214,1070,533,867,425,0,27,0,27,158,168,135,116,574,319
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10162,10162,ZCTA5 10162,955,350,0,11,0,11,98,156,383,249,474,204,763,380,0,11,0,11,98,156,267,242,398,229,114,141,0,11,0,11,0,11,77,91,37,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,78,132,0,11,0,11,0,11,39,66,39,66
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
