GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
8600000US13845,13845,ZCTA5 13845,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13846,13846,ZCTA5 13846,259,86,17,18,76,32,83,42,54,37,29,22,241,83,17,18,66,30,75,39,54,37,29,22,10,13,0,11,10,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,0,11,0,11,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13847,13847,ZCTA5 13847,40,40,0,11,0,11,26,28,14,17,0,11,40,40,0,11,0,11,26,28,14,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13849,13849,ZCTA5 13849,3021,289,448,163,1102,199,977,173,329,105,165,66,2847,295,412,160,1044,199,944,172,295,104,152,65,91,57,16,18,37,38,18,21,20,17,0,11,76,46,20,30,21,22,15,15,14,16,6,8,0,11,0,11,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,7,11
8600000US13850,13850,ZCTA5 13850,14691,450,644,181,3394,324,4139,363,3071,334,3443,310,13311,503,596,179,3247,318,3598,335,2894,316,2976,280,872,256,28,24,121,69,361,159,76,65,286,102,111,99,0,21,26,29,58,81,0,21,27,43,243,129,20,35,0,21,60,53,43,43,120,72,154,103,0,21,0,21,62,54,58,57,34,43
8600000US13856,13856,ZCTA5 13856,4196,270,549,174,2036,277,882,240,448,199,281,104,3781,370,386,124,1846,292,856,241,417,196,276,105,268,137,86,73,120,105,26,37,31,42,5,11,29,34,5,8,24,32,0,16,0,16,0,16,118,168,72,101,46,67,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13859,13859,ZCTA5 13859,159,80,23,36,116,52,20,32,0,11,0,11,136,92,23,36,93,57,20,32,0,11,0,11,23,37,0,11,23,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13860,13860,ZCTA5 13860,41,39,0,11,19,28,12,13,10,15,0,11,25,30,0,11,19,28,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,0,11,0,11,6,10,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13861,13861,ZCTA5 13861,226,84,24,25,40,29,69,67,50,33,43,55,210,81,24,25,34,29,64,67,45,31,43,55,0,11,0,11,0,11,0,11,0,11,0,11,6,9,0,11,6,9,0,11,0,11,0,11,10,15,0,11,0,11,5,8,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13862,13862,ZCTA5 13862,3017,168,270,65,1287,148,885,119,332,79,243,58,2891,182,250,61,1243,153,838,111,332,79,228,55,107,56,14,17,37,34,47,30,0,11,9,15,19,17,6,8,7,10,0,11,0,11,6,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13863,13863,ZCTA5 13863,400,85,29,14,238,68,112,30,19,11,2,3,387,84,29,14,234,67,107,30,15,10,2,3,4,5,0,11,2,3,2,3,0,11,0,11,2,3,0,11,0,11,0,11,2,3,0,11,7,6,0,11,2,3,3,5,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13864,13864,ZCTA5 13864,795,178,147,116,339,131,133,67,126,88,50,45,739,167,147,116,339,131,133,67,105,81,15,24,0,11,0,11,0,11,0,11,0,11,0,11,14,21,0,11,0,11,0,11,0,11,14,21,42,68,0,11,0,11,0,11,21,34,21,33,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13865,13865,ZCTA5 13865,4289,281,362,117,1639,219,1445,205,441,125,402,140,4034,307,362,117,1565,224,1372,202,418,122,317,123,160,79,0,16,69,48,45,42,17,22,29,28,28,22,0,16,4,5,16,20,6,6,2,3,67,77,0,16,1,3,12,20,0,16,54,73,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13901,13901,ZCTA5 13901,12906,450,1314,210,4109,345,4160,293,2023,259,1300,170,11279,528,1126,204,3483,306,3584,307,1846,231,1240,161,1314,257,153,71,533,194,443,104,147,108,38,28,199,91,28,29,65,40,80,64,14,12,12,12,89,76,0,18,21,31,53,50,6,9,9,14,25,27,7,12,7,10,0,18,10,16,1,2
8600000US13902,13902,ZCTA5 13902,99,50,0,16,0,16,68,39,0,16,31,35,90,48,0,16,0,16,59,36,0,16,31,35,0,16,0,16,0,16,0,16,0,16,0,16,9,13,0,16,0,16,9,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US13903,13903,ZCTA5 13903,12762,429,1273,225,3923,349,4004,360,1820,246,1742,232,11384,466,1063,181,3535,345,3642,323,1530,199,1614,209,1021,322,195,111,317,191,322,150,131,70,56,65,178,109,8,16,71,57,14,16,83,92,2,3,169,75,7,10,0,18,26,22,76,45,60,60,10,16,0,18,0,18,0,18,0,18,10,16
8600000US13904,13904,ZCTA5 13904,6630,444,788,176,2517,310,2005,300,866,196,454,123,5916,442,683,163,2276,292,1774,287,761,189,422,104,451,164,91,60,179,89,103,59,68,46,10,19,144,86,8,16,41,41,95,70,0,16,0,16,72,88,0,16,0,16,28,54,22,35,22,34,47,39,6,10,21,26,5,8,15,24,0,16
8600000US13905,13905,ZCTA5 13905,17616,626,2472,355,5293,562,4914,407,2684,315,2253,327,14854,676,1766,289,4518,491,4218,407,2369,310,1983,312,1829,364,432,149,591,171,499,185,180,88,127,67,531,200,183,99,136,65,112,67,57,49,43,35,284,158,42,40,38,61,73,59,78,86,53,75,118,93,49,56,10,17,12,24,0,21,47,46
8600000US14001,14001,ZCTA5 14001,7044,297,582,168,2520,319,2218,281,1013,217,711,173,6400,329,541,157,2424,311,1985,302,833,199,617,158,287,123,41,62,42,49,106,90,79,47,19,20,291,170,0,16,40,47,103,90,87,78,61,54,66,60,0,16,14,23,24,28,14,24,14,24,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14004,14004,ZCTA5 14004,9322,423,844,152,3161,351,3026,277,1551,238,740,161,8012,473,627,155,2665,346,2719,277,1368,256,633,139,862,190,134,59,344,133,199,65,98,56,87,57,347,119,70,57,147,90,69,52,41,48,20,27,88,68,0,18,5,7,39,41,44,55,0,18,13,17,13,17,0,18,0,18,0,18,0,18
8600000US14005,14005,ZCTA5 14005,1273,128,60,39,540,98,487,70,122,40,64,23,1202,126,56,39,506,94,464,73,114,37,62,23,43,25,2,3,21,18,18,12,0,11,2,3,14,11,2,3,3,4,5,7,4,7,0,11,14,16,0,11,10,14,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14006,14006,ZCTA5 14006,7307,308,487,120,2776,247,2520,216,874,168,650,156,6919,345,478,121,2643,244,2390,229,844,168,564,116,250,140,0,16,70,52,81,48,30,22,69,91,46,38,0,16,39,38,7,11,0,16,0,16,74,81,0,16,24,35,42,44,0,16,8,12,18,21,9,14,0,16,0,16,0,16,9,14
8600000US14008,14008,ZCTA5 14008,1002,223,87,48,518,139,303,116,77,50,17,19,978,219,85,48,515,139,301,116,77,50,0,11,16,18,2,5,3,6,2,5,0,11,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,11,0,11,0,11,0,11,0,11,8,11
8600000US14009,14009,ZCTA5 14009,3698,206,392,85,1541,174,1255,177,331,89,179,65,3457,213,347,74,1480,174,1182,177,273,67,175,64,72,37,5,7,21,15,31,20,11,16,4,6,127,75,34,32,32,26,42,30,19,23,0,16,42,35,6,10,8,13,0,16,28,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14011,14011,ZCTA5 14011,7067,264,1211,170,3002,216,1949,150,561,132,344,85,5624,251,740,133,2393,225,1732,134,474,121,285,75,194,78,29,35,83,49,53,35,29,29,0,16,1205,166,442,124,516,93,155,56,58,37,34,29,40,34,0,16,6,10,9,16,0,16,25,32,4,6,0,16,4,6,0,16,0,16,0,16
8600000US14012,14012,ZCTA5 14012,1710,150,158,68,750,110,522,101,201,69,79,31,1655,145,153,67,739,107,496,99,192,67,75,31,31,20,5,5,4,7,14,13,6,9,2,5,9,10,0,11,0,11,4,5,3,5,2,3,12,15,0,11,7,8,5,7,0,11,0,11,3,7,0,11,0,11,3,7,0,11,0,11
8600000US14013,14013,ZCTA5 14013,1238,152,125,35,490,94,491,89,79,28,53,24,1232,152,125,35,490,94,485,89,79,28,53,24,3,4,0,11,0,11,3,4,0,11,0,11,3,5,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14020,14020,ZCTA5 14020,16129,354,1549,225,5313,376,5452,449,2122,258,1693,251,14333,430,1373,211,4739,371,4748,428,1895,246,1578,241,1210,251,107,64,417,131,490,158,148,75,48,34,455,178,47,35,148,96,131,76,71,50,58,52,131,84,22,26,9,14,83,60,8,13,9,12,0,21,0,21,0,21,0,21,0,21,0,21
8600000US14024,14024,ZCTA5 14024,1133,108,120,45,466,68,388,78,117,32,42,24,1071,110,103,46,451,67,371,75,104,29,42,24,21,17,14,13,0,11,7,10,0,11,0,11,37,22,3,5,13,9,8,7,13,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,5,0,11,2,3,2,3,0,11,0,11
8600000US14025,14025,ZCTA5 14025,2227,256,96,56,690,213,879,181,253,122,309,119,2091,253,96,56,597,189,854,181,244,122,300,120,118,107,0,11,93,104,7,11,9,14,9,14,18,29,0,11,0,11,18,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14026,14026,ZCTA5 14026,572,152,13,20,249,121,221,98,69,40,20,24,555,150,13,20,241,119,212,97,69,40,20,24,17,20,0,11,8,13,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14028,14028,ZCTA5 14028,1167,229,64,43,413,124,375,125,228,120,87,43,1158,228,64,43,413,124,366,123,228,120,87,43,0,11,0,11,0,11,0,11,0,11,0,11,9,16,0,11,0,11,9,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14030,14030,ZCTA5 14030,1323,192,129,56,526,126,524,126,109,54,35,24,1246,190,125,54,521,127,456,113,109,54,35,24,41,33,4,10,5,11,32,32,0,11,0,11,30,33,0,11,0,11,30,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,0,11,0,11,6,10,0,11,0,11
8600000US14031,14031,ZCTA5 14031,7156,465,239,88,1612,254,1934,326,1662,292,1709,341,6127,467,203,85,1428,229,1526,301,1447,275,1523,335,667,239,36,33,86,52,289,197,151,75,105,69,221,250,0,18,38,62,100,110,48,76,35,58,115,143,0,18,60,73,9,14,0,18,46,72,26,31,0,18,0,18,10,16,16,27,0,18
8600000US14032,14032,ZCTA5 14032,5394,375,189,93,1023,238,1528,295,1359,233,1295,231,5051,383,178,82,965,230,1371,259,1313,231,1224,247,270,140,11,15,58,49,124,116,25,25,52,58,0,16,0,16,0,16,0,16,0,16,0,16,73,62,0,16,0,16,33,31,21,26,19,17,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14033,14033,ZCTA5 14033,1556,236,112,89,318,112,485,152,399,116,242,122,1475,237,84,77,318,112,461,150,370,110,242,122,52,53,28,45,0,11,24,27,0,11,0,11,29,46,0,11,0,11,0,11,29,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14034,14034,ZCTA5 14034,2343,195,376,96,1009,150,675,96,193,59,90,40,1990,205,311,88,840,151,569,102,189,59,81,37,37,26,0,11,22,19,15,15,0,11,0,11,305,73,63,35,147,46,91,45,4,7,0,11,11,15,2,5,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14035,14035,ZCTA5 14035,63,59,0,11,24,29,28,30,5,9,6,9,44,35,0,11,5,8,28,30,5,9,6,9,19,29,0,11,19,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14036,14036,ZCTA5 14036,3805,259,331,126,1453,231,1182,158,601,139,238,87,3617,253,331,126,1386,223,1129,160,552,138,219,86,58,49,0,16,5,6,39,45,14,18,0,16,123,74,0,16,59,61,10,15,35,26,19,17,3,4,0,16,3,4,0,16,0,16,0,16,4,6,0,16,0,16,4,6,0,16,0,16
8600000US14037,14037,ZCTA5 14037,784,139,32,37,308,97,285,78,85,42,74,53,709,133,20,31,276,91,263,72,76,40,74,53,9,15,0,11,9,15,0,11,0,11,0,11,42,41,12,20,23,35,7,11,0,11,0,11,15,23,0,11,0,11,15,23,0,11,0,11,9,14,0,11,0,11,0,11,9,14,0,11
8600000US14039,14039,ZCTA5 14039,62,20,3,4,29,14,20,13,10,8,0,11,59,21,3,4,26,15,20,13,10,8,0,11,3,4,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14040,14040,ZCTA5 14040,1478,150,106,49,648,125,527,79,83,42,114,64,1409,148,105,48,638,126,517,81,74,39,75,35,60,56,1,3,10,11,10,16,0,11,39,53,9,10,0,11,0,11,0,11,9,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14041,14041,ZCTA5 14041,80,37,17,20,27,19,23,26,6,10,7,7,80,37,17,20,27,19,23,26,6,10,7,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14042,14042,ZCTA5 14042,2669,212,478,107,1111,143,733,98,216,69,131,70,2518,219,426,103,1089,141,668,98,204,67,131,70,90,47,52,35,16,14,22,23,0,11,0,11,21,19,0,11,3,5,6,7,12,15,0,11,35,48,0,11,3,7,32,48,0,11,0,11,5,7,0,11,0,11,5,7,0,11,0,11
8600000US14043,14043,ZCTA5 14043,18637,574,1176,188,7142,446,5791,362,2947,297,1581,222,17119,620,1123,180,6660,447,5418,371,2483,276,1435,219,1255,221,38,32,444,128,317,109,347,120,109,73,196,123,4,9,31,22,29,22,117,109,15,16,59,45,10,16,0,21,27,30,0,21,22,25,8,10,1,3,7,10,0,21,0,21,0,21
8600000US14047,14047,ZCTA5 14047,4641,345,364,146,1681,364,1426,227,695,177,475,195,4016,296,253,108,1406,249,1355,221,626,163,376,150,593,285,103,102,264,256,58,43,69,64,99,100,32,30,8,13,11,16,13,21,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14048,14048,ZCTA5 14048,10163,343,1454,280,3875,350,3139,298,924,156,771,153,8973,383,1163,221,3400,337,2859,308,878,154,673,127,980,245,262,185,384,128,211,98,36,28,87,64,49,48,11,19,35,43,3,6,0,18,0,18,125,73,0,18,38,51,66,48,10,16,11,13,36,25,18,15,18,20,0,18,0,18,0,18
8600000US14051,14051,ZCTA5 14051,14028,541,538,187,1776,210,2993,447,3847,352,4874,419,13179,523,452,167,1713,210,2896,445,3617,336,4501,408,387,155,22,28,29,37,55,44,38,37,243,128,104,97,48,76,0,18,15,24,15,23,26,29,257,126,0,18,20,29,27,31,120,84,90,68,101,78,16,25,14,24,0,18,57,55,14,25
8600000US14052,14052,ZCTA5 14052,12092,486,628,246,2937,354,3478,363,2966,347,2083,280,10932,483,444,180,2781,329,3270,332,2608,306,1829,255,806,206,93,97,88,87,146,93,261,130,218,104,157,107,79,87,0,18,45,48,25,38,8,12,157,87,12,18,68,52,17,19,48,34,12,18,40,46,0,18,0,18,0,18,24,39,16,25
8600000US14054,14054,ZCTA5 14054,922,88,50,34,363,67,319,77,104,29,86,36,891,88,50,34,348,68,306,75,101,28,86,36,17,12,0,11,7,7,10,10,0,11,0,11,14,13,0,11,8,11,3,5,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14055,14055,ZCTA5 14055,1045,170,81,42,406,121,348,94,111,47,99,55,1005,174,71,39,406,121,333,93,96,43,99,55,30,48,0,11,0,11,15,25,15,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,14,10,14,0,11,0,11,0,11,0,11
8600000US14057,14057,ZCTA5 14057,6240,255,315,123,2172,222,1925,224,1114,140,714,144,5727,285,278,120,1989,203,1765,217,1039,137,656,141,410,140,16,22,143,81,131,67,75,42,45,35,29,25,0,16,18,20,11,16,0,16,0,16,41,35,4,9,20,22,17,25,0,16,0,16,33,40,17,30,2,4,1,4,0,16,13,21
8600000US14058,14058,ZCTA5 14058,1351,123,132,58,405,74,520,79,191,66,103,37,1329,124,126,57,403,74,506,80,191,66,103,37,15,15,6,8,0,11,9,13,0,11,0,11,7,8,0,11,2,3,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14059,14059,ZCTA5 14059,7295,331,234,110,2051,365,2104,320,1642,273,1264,272,6725,332,234,110,1895,343,2034,318,1350,246,1212,261,465,188,0,16,139,88,36,42,239,163,51,79,49,60,0,16,17,28,16,27,16,26,0,16,56,50,0,16,0,16,18,29,37,42,1,2,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14060,14060,ZCTA5 14060,263,53,63,27,110,25,73,31,9,10,8,8,263,53,63,27,110,25,73,31,9,10,8,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14061,14061,ZCTA5 14061,244,58,28,22,79,30,98,33,23,15,16,16,240,58,26,22,79,30,96,32,23,15,16,16,4,4,2,3,0,11,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14062,14062,ZCTA5 14062,2370,200,318,84,1077,133,677,100,159,46,139,66,2090,194,289,80,947,119,587,91,134,39,133,65,174,107,21,26,99,77,44,26,4,5,6,7,69,41,8,9,13,10,27,25,21,32,0,11,37,28,0,11,18,17,19,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14063,14063,ZCTA5 14063,8165,449,356,126,2404,318,2299,285,1536,304,1570,281,7425,413,326,131,2101,291,2156,266,1320,268,1522,264,578,210,30,27,233,130,117,101,162,92,36,55,79,57,0,18,50,50,8,12,9,14,12,19,63,58,0,18,0,18,18,20,45,49,0,18,20,32,0,18,20,32,0,18,0,18,0,18
8600000US14065,14065,ZCTA5 14065,1290,130,173,50,682,92,279,81,88,28,68,50,1252,133,160,48,666,92,277,81,84,28,65,49,33,22,13,11,14,16,2,3,4,6,0,11,5,7,0,11,2,3,0,11,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14066,14066,ZCTA5 14066,852,107,81,34,355,72,288,73,80,25,48,26,837,111,79,34,354,71,277,73,79,25,48,26,12,12,0,11,0,11,11,10,1,4,0,11,3,6,2,3,1,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14067,14067,ZCTA5 14067,3871,293,411,177,1645,252,1202,186,272,106,341,112,3677,291,398,175,1589,246,1105,186,272,106,313,110,149,86,13,21,54,48,67,57,0,16,15,25,27,37,0,16,2,5,12,19,0,16,13,19,18,29,0,16,0,16,18,29,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14068,14068,ZCTA5 14068,5233,358,359,118,1115,277,1327,215,932,205,1500,242,4599,364,252,90,949,272,1169,191,865,203,1364,242,472,172,65,53,123,72,134,94,67,58,83,67,33,34,0,16,33,34,0,16,0,16,0,16,87,91,0,16,10,15,24,37,0,16,53,61,42,61,42,61,0,16,0,16,0,16,0,16
8600000US14069,14069,ZCTA5 14069,698,155,71,42,220,87,241,90,94,48,72,38,673,155,71,42,220,87,216,83,94,48,72,38,25,29,0,11,0,11,25,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14070,14070,ZCTA5 14070,5221,266,859,162,2228,206,1497,145,380,81,257,63,4154,272,616,139,1854,172,1128,149,327,77,229,58,244,108,94,57,45,29,83,67,11,12,11,12,732,153,128,57,324,97,251,85,24,22,5,7,62,40,21,25,0,16,29,26,0,16,12,19,29,26,0,16,5,9,6,9,18,17,0,16
8600000US14072,14072,ZCTA5 14072,14578,335,623,183,3021,389,4764,444,3241,319,2929,365,13028,403,533,162,2705,386,4198,416,2948,308,2644,346,882,366,48,50,212,127,398,249,122,84,102,77,295,153,42,45,68,75,41,47,61,57,83,96,240,146,0,21,36,40,68,57,58,51,78,65,133,176,0,21,0,21,59,93,52,79,22,32
8600000US14075,14075,ZCTA5 14075,31445,639,1567,287,8571,578,10314,573,6265,586,4728,437,28866,756,1440,301,7997,571,9498,573,5622,552,4309,396,2191,406,104,77,485,163,699,188,565,168,338,146,240,133,20,31,45,37,73,68,35,44,67,55,137,63,0,24,36,35,44,30,43,32,14,15,11,15,3,7,8,14,0,24,0,24,0,24
8600000US14080,14080,ZCTA5 14080,2895,196,183,67,1147,204,957,152,389,119,219,77,2706,199,183,67,1088,205,915,147,322,103,198,78,134,83,0,11,36,28,32,29,45,57,21,23,46,41,0,11,14,18,10,15,22,34,0,11,9,15,0,11,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14081,14081,ZCTA5 14081,2220,205,240,86,937,162,677,124,225,62,141,65,1991,184,218,82,863,157,579,105,199,63,132,64,129,60,22,21,56,31,43,45,8,11,0,11,29,20,0,11,0,11,25,19,0,11,4,6,61,48,0,11,18,21,20,20,18,21,5,8,10,14,0,11,0,11,10,14,0,11,0,11
8600000US14082,14082,ZCTA5 14082,390,96,56,56,172,65,116,53,40,22,6,9,386,97,56,56,172,65,112,53,40,22,6,9,4,6,0,11,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14085,14085,ZCTA5 14085,4936,393,183,101,1447,284,1569,270,969,229,768,207,4486,391,169,98,1357,272,1438,283,874,229,648,177,410,278,14,23,82,91,131,94,63,62,120,102,0,16,0,16,0,16,0,16,0,16,0,16,40,51,0,16,8,13,0,16,32,39,0,16,0,16,0,16,0,16,0,16,0,16,0,16
8600000US14086,14086,ZCTA5 14086,22940,626,1021,202,6488,519,7024,556,4945,450,3462,373,21362,662,943,198,6101,503,6513,517,4484,481,3321,374,1359,304,39,40,299,115,453,167,452,177,116,68,155,81,30,33,69,54,48,58,0,24,8,15,35,33,9,15,0,24,0,24,9,14,17,26,29,25,0,24,19,20,10,15,0,24,0,24
8600000US14091,14091,ZCTA5 14091,723,122,67,27,269,81,265,83,79,37,43,26,715,120,59,28,269,81,265,83,79,37,43,26,8,12,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14092,14092,ZCTA5 14092,8704,333,405,111,2178,329,2658,319,1875,275,1588,258,8092,385,356,104,2012,316,2539,314,1749,282,1436,254,379,109,17,21,148,82,113,50,30,30,71,47,124,92,27,37,9,13,0,18,40,41,48,44,100,94,5,12,0,18,6,10,56,57,33,42,9,14,0,18,9,14,0,18,0,18,0,18
8600000US14094,14094,ZCTA5 14094,35179,679,3169,354,11316,664,12186,675,5176,513,3332,379,32338,774,2839,335,10428,650,11267,681,4724,467,3080,358,1777,322,234,72,624,164,611,169,214,108,94,65,615,174,34,30,137,65,184,74,164,87,96,58,382,145,50,44,127,59,89,69,62,59,54,59,67,40,12,19,0,24,35,32,12,18,8,13
8600000US14098,14098,ZCTA5 14098,2032,147,300,78,764,114,669,96,200,59,99,33,1845,137,289,79,684,104,581,79,194,59,97,33,126,60,11,15,66,53,49,24,0,11,0,11,43,49,0,11,7,11,34,48,0,11,2,3,16,14,0,11,7,10,3,6,6,8,0,11,2,3,0,11,0,11,2,3,0,11,0,11
8600000US14101,14101,ZCTA5 14101,1294,167,131,37,580,125,397,87,94,72,92,44,1225,168,126,39,535,113,383,89,89,71,92,44,59,39,5,7,35,32,14,15,5,10,0,11,10,14,0,11,10,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14102,14102,ZCTA5 14102,956,236,75,83,349,167,259,126,108,53,165,75,956,236,75,83,349,167,259,126,108,53,165,75,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US14103,14103,ZCTA5 14103,7481,245,651,158,2842,228,2647,291,785,129,556,139,6904,266,614,156,2664,215,2391,293,746,126,489,122,393,129,24,21,145,78,155,83,25,35,44,44,161,71,13,14,14,18,97,60,14,15,23,32,23,23,0,18,19,21,4,9,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
8600000US14105,14105,ZCTA5 14105,3141,260,233,78,1208,194,1154,162,308,83,238,117,2928,259,215,75,1128,193,1068,157,282,81,235,117,87,52,12,14,36,25,33,33,3,5,3,5,74,38,3,5,29,25,37,22,5,5,0,11,52,59,3,5,15,25,16,25,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11
