GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC03_VC03,HC01_VC13,HC03_VC13,HC01_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113
8600000US12210,12210,ZCTA5 12210,9372,9372,1225,13.1,2781,29.7,4.7,1070,243,11.4,2.7,1284,273,13.7,3,436,169,4.7,1.8,310,114,3.3,1.3,496,112,5.3,1.2,31.1,1.1,(X),(X),7911,589,7911,(X),763,183,763,(X),9372,780,9372,(X),561,230,6,2.5,8811,802,94,2.5,561,230,6,2.5,9372,780,9372,(X),4486,529,47.9,4.9,4691,681,50.1,4.7,221,163,2.4,1.8,561,225,6,2.5,0,16,0,0.3,74,77,0.8,0.8,9372,780,9372,(X),767,259,8.2,2.7,4,10,0,0.1,526,224,5.6,2.3,0,16,0,0.3,237,143,2.5,1.5,8605,748,91.8,2.7,6455,297,(X),(X),7656,599,7656,(X)
8600000US12211,12211,ZCTA5 12211,11362,11362,913,8,823,7.2,1.9,1292,233,11.4,1.9,1769,334,15.6,2.6,1042,272,9.2,2.4,657,189,5.8,1.7,1342,270,11.8,2.4,48,2.7,(X),(X),9257,714,9257,(X),2636,366,2636,(X),11362,883,11362,(X),428,195,3.8,1.7,10934,862,96.2,1.7,428,195,3.8,1.7,11362,883,11362,(X),9969,858,87.7,4,858,420,7.6,3.6,70,98,0.6,0.9,968,323,8.5,2.8,0,18,0,0.3,13,21,0.1,0.2,11362,883,11362,(X),212,173,1.9,1.5,11,13,0.1,0.1,99,141,0.9,1.3,0,18,0,0.3,102,96,0.9,0.8,11150,907,98.1,1.5,4424,269,(X),(X),9136,706,9136,(X)
8600000US12222,12222,ZCTA5 12222,6261,6261,2260,36.1,26,0.4,0.4,9,18,0.1,0.3,0,16,0,0.5,0,16,0,0.5,0,16,0,0.5,0,16,0,0.5,19.6,0.1,(X),(X),6166,600,6166,(X),0,16,0,(X),6261,606,6261,(X),208,63,3.3,1,6053,598,96.7,1,208,63,3.3,1,6261,606,6261,(X),4187,467,66.9,3.4,1243,246,19.9,3.2,13,19,0.2,0.3,547,126,8.7,1.9,24,23,0.4,0.4,486,121,7.8,2,6261,606,6261,(X),986,176,15.7,2.5,64,42,1,0.7,296,85,4.7,1.3,86,50,1.4,0.8,540,136,8.6,2,5275,547,84.3,2.5,0,16,(X),(X),5978,580,5978,(X)
8600000US12302,12302,ZCTA5 12302,27504,27504,1585,5.8,3363,12.2,1.3,2945,326,10.7,1.2,3682,355,13.4,1.2,2342,296,8.5,1.1,1898,210,6.9,0.8,2939,270,10.7,1,42.4,1.9,(X),(X),21552,394,21552,(X),5248,352,5248,(X),27504,323,27504,(X),484,215,1.8,0.8,27020,382,98.2,0.8,484,215,1.8,0.8,27504,323,27504,(X),26575,449,96.6,1.1,723,304,2.6,1.1,59,40,0.2,0.1,496,194,1.8,0.7,15,27,0.1,0.1,120,99,0.4,0.4,27504,323,27504,(X),815,352,3,1.3,97,78,0.4,0.3,341,218,1.2,0.8,55,50,0.2,0.2,322,208,1.2,0.8,26689,428,97,1.3,12148,441,(X),(X),21391,394,21391,(X)
8600000US12303,12303,ZCTA5 12303,28620,28620,1294,4.5,3642,12.7,1.7,3600,370,12.6,1.2,4288,400,15,1.4,2041,266,7.1,0.9,1910,257,6.7,0.9,2558,321,8.9,1.1,40,2,(X),(X),21836,947,21836,(X),4538,317,4538,(X),28620,1309,28620,(X),908,325,3.2,1.1,27712,1202,96.8,1.1,908,325,3.2,1.1,28620,1309,28620,(X),22633,1179,79.1,2.1,3442,686,12,2.2,544,273,1.9,0.9,1680,357,5.9,1.2,94,92,0.3,0.3,1237,412,4.3,1.5,28620,1309,28620,(X),1948,467,6.8,1.6,262,194,0.9,0.7,1295,445,4.5,1.5,24,35,0.1,0.1,367,230,1.3,0.8,26672,1250,93.2,1.6,13011,275,(X),(X),21079,879,21079,(X)
8600000US12304,12304,ZCTA5 12304,23263,23263,1582,6.8,3324,14.3,2.2,2761,438,11.9,1.8,3240,572,13.9,2.1,1559,280,6.7,1.2,1389,258,6,1.2,1863,304,8,1.3,39.5,2.8,(X),(X),18184,1013,18184,(X),3805,384,3805,(X),23263,1472,23263,(X),1486,491,6.4,2.1,21777,1452,93.6,2.1,1486,491,6.4,2.1,23263,1472,23263,(X),15380,1149,66.1,3.7,4999,871,21.5,3.3,279,139,1.2,0.6,1630,534,7,2.2,166,149,0.7,0.6,2370,631,10.2,2.6,23263,1472,23263,(X),2133,472,9.2,1.9,86,76,0.4,0.3,1249,324,5.4,1.3,248,185,1.1,0.8,550,271,2.4,1.2,21130,1396,90.8,1.9,10074,307,(X),(X),17408,986,17408,(X)
8600000US12305,12305,ZCTA5 12305,4962,4962,850,17.1,939,18.9,3.7,539,143,10.9,2.7,690,187,13.9,3.7,405,130,8.2,2.6,230,69,4.6,1.3,445,115,9,2.3,35.4,3.1,(X),(X),4655,369,4655,(X),655,127,655,(X),4962,414,4962,(X),303,117,6.1,2.4,4659,418,93.9,2.4,303,117,6.1,2.4,4962,414,4962,(X),3531,334,71.2,4.6,1275,275,25.7,4.8,109,70,2.2,1.4,250,88,5,1.7,0,11,0,0.6,127,66,2.6,1.3,4962,414,4962,(X),446,141,9,2.9,12,25,0.2,0.5,253,120,5.1,2.4,0,11,0,0.6,181,97,3.6,2,4516,420,91,2.9,3223,147,(X),(X),4497,361,4497,(X)
8600000US12306,12306,ZCTA5 12306,25666,25666,1458,5.7,3065,11.9,1.3,3003,371,11.7,1.3,4084,473,15.9,1.6,2185,277,8.5,1.1,1574,225,6.1,0.9,2345,257,9.1,1,43.2,2.2,(X),(X),20433,827,20433,(X),4479,314,4479,(X),25666,1043,25666,(X),320,138,1.2,0.5,25346,1035,98.8,0.5,320,138,1.2,0.5,25666,1043,25666,(X),23533,931,91.7,2.1,1111,438,4.3,1.7,76,55,0.3,0.2,712,245,2.8,0.9,29,39,0.1,0.2,549,333,2.1,1.3,25666,1043,25666,(X),1164,379,4.5,1.4,50,52,0.2,0.2,514,232,2,0.9,166,220,0.6,0.9,434,164,1.7,0.6,24502,989,95.5,1.4,11439,288,(X),(X),20076,799,20076,(X)
8600000US12307,12307,ZCTA5 12307,6605,6605,639,9.7,724,11,3.7,815,256,12.3,3.6,941,357,14.2,4.9,305,114,4.6,1.9,348,138,5.3,2.2,268,100,4.1,1.6,28.9,4.4,(X),(X),4513,692,4513,(X),537,171,537,(X),6605,1009,6605,(X),311,171,4.7,2.8,6294,1051,95.3,2.8,311,171,4.7,2.8,6605,1009,6605,(X),2418,695,36.6,9.7,3109,815,47.1,9.1,91,68,1.4,1.1,252,169,3.8,2.7,122,127,1.8,1.9,924,459,14,6.6,6605,1009,6605,(X),931,416,14.1,5.2,91,202,1.4,3,527,290,8,4,99,124,1.5,1.8,214,208,3.2,3.1,5674,817,85.9,5.2,3514,209,(X),(X),4095,680,4095,(X)
8600000US12308,12308,ZCTA5 12308,15649,15649,1469,9.4,2621,16.7,1.8,2042,316,13,1.9,1797,292,11.5,1.8,806,184,5.2,1.2,924,178,5.9,1.1,1107,193,7.1,1.2,33.7,1.7,(X),(X),12615,685,12615,(X),1899,226,1899,(X),15649,881,15649,(X),926,221,5.9,1.4,14723,882,94.1,1.4,926,221,5.9,1.4,15649,881,15649,(X),10638,778,68,3.7,3190,577,20.4,3.3,160,130,1,0.8,1575,366,10.1,2.3,23,42,0.1,0.3,1023,372,6.5,2.3,15649,881,15649,(X),1911,451,12.2,2.7,271,137,1.7,0.9,1133,409,7.2,2.5,24,30,0.2,0.2,483,228,3.1,1.4,13738,823,87.8,2.7,7306,287,(X),(X),11595,633,11595,(X)
8600000US12309,12309,ZCTA5 12309,30077,30077,1805,6,2725,9.1,1.3,3508,366,11.7,1.1,4414,364,14.7,1.2,2218,339,7.4,1.1,2394,279,8,0.9,2910,291,9.7,1,43.7,1.1,(X),(X),23079,706,23079,(X),5439,362,5439,(X),30077,791,30077,(X),734,285,2.4,1,29343,887,97.6,1,734,285,2.4,1,30077,791,30077,(X),25736,801,85.6,1.9,1947,533,6.5,1.7,161,124,0.5,0.4,2647,397,8.8,1.3,0,24,0,0.1,320,204,1.1,0.7,30077,791,30077,(X),851,320,2.8,1.1,83,120,0.3,0.4,156,144,0.5,0.5,14,27,0,0.1,598,295,2,1,29226,864,97.2,1.1,11455,346,(X),(X),21687,711,21687,(X)
8600000US12401,12401,ZCTA5 12401,35258,35258,1786,5.1,5490,15.6,1.5,3856,422,10.9,1.2,5285,415,15,1.1,2489,288,7.1,0.8,2381,323,6.8,0.9,3570,302,10.1,0.8,41.3,2.1,(X),(X),28206,689,28206,(X),6190,419,6190,(X),35258,636,35258,(X),2099,407,6,1.1,33159,698,94,1.1,2099,407,6,1.1,35258,636,35258,(X),28553,823,81,1.8,5836,576,16.6,1.6,717,303,2,0.9,1453,309,4.1,0.9,40,37,0.1,0.1,1030,406,2.9,1.1,35258,636,35258,(X),4188,542,11.9,1.5,669,306,1.9,0.9,1432,403,4.1,1.1,161,124,0.5,0.4,1926,378,5.5,1.1,31070,748,88.1,1.5,16288,477,(X),(X),26677,738,26677,(X)
8600000US12404,12404,ZCTA5 12404,3421,3421,255,7.5,218,6.4,2.9,583,233,17,5.7,672,212,19.6,5.5,272,116,8,3.6,220,145,6.4,4.3,400,180,11.7,5.4,45.9,5.2,(X),(X),2891,401,2891,(X),591,206,591,(X),3421,556,3421,(X),232,155,6.8,4.3,3189,524,93.2,4.3,232,155,6.8,4.3,3421,556,3421,(X),3163,566,92.5,5.4,123,104,3.6,3.2,218,154,6.4,4.3,61,73,1.8,2.1,0,11,0,0.9,109,131,3.2,3.7,3421,556,3421,(X),153,149,4.5,4.2,0,11,0,0.9,139,148,4.1,4.2,0,11,0,0.9,14,14,0.4,0.4,3268,540,95.5,4.2,2236,316,(X),(X),2732,390,2732,(X)
8600000US12405,12405,ZCTA5 12405,529,529,58,11,35,6.6,6.3,17,25,3.2,4,85,87,16.1,10.9,63,65,11.9,10.3,54,38,10.2,7.3,113,79,21.4,14.5,56.1,9.7,(X),(X),487,215,487,(X),169,91,169,(X),529,233,529,(X),0,11,0,5.5,529,233,100,5.5,0,11,0,5.5,529,233,529,(X),498,221,94.1,7.1,0,11,0,5.5,0,11,0,5.5,12,25,2.3,4,0,11,0,5.5,19,34,3.6,6.7,529,233,529,(X),19,34,3.6,6.7,0,11,0,5.5,19,34,3.6,6.7,0,11,0,5.5,0,11,0,5.5,510,234,96.4,6.7,308,83,(X),(X),475,204,475,(X)
8600000US12406,12406,ZCTA5 12406,877,877,88,10,87,9.9,6.5,92,74,10.5,7.6,183,125,20.9,12,80,101,9.1,11.1,62,45,7.1,5.3,94,51,10.7,5.9,47.7,4.6,(X),(X),769,222,769,(X),177,86,177,(X),877,232,877,(X),13,17,1.5,2,864,232,98.5,2,13,17,1.5,2,877,232,877,(X),877,232,100,3.4,5,11,0.6,1.2,13,17,1.5,2,0,11,0,3.4,0,11,0,3.4,0,11,0,3.4,877,232,877,(X),115,99,13.1,11,82,97,9.4,10.8,33,41,3.8,4.8,0,11,0,3.4,0,11,0,3.4,762,229,86.9,11,734,124,(X),(X),723,210,723,(X)
8600000US12407,12407,ZCTA5 12407,195,195,20,10.3,30,15.4,12.5,21,29,10.8,12.8,22,21,11.3,10.5,29,21,14.9,9.9,11,9,5.6,5.4,28,16,14.4,7.7,58,17.4,(X),(X),191,74,191,(X),58,31,58,(X),195,74,195,(X),0,11,0,14.2,195,74,100,14.2,0,11,0,14.2,195,74,195,(X),186,72,95.4,7.4,0,11,0,14.2,0,11,0,14.2,9,15,4.6,7.4,0,11,0,14.2,0,11,0,14.2,195,74,195,(X),11,13,5.6,6.9,0,11,0,14.2,7,9,3.6,4.8,0,11,0,14.2,4,8,2.1,4.5,184,74,94.4,6.9,170,45,(X),(X),189,74,189,(X)
8600000US12409,12409,ZCTA5 12409,672,672,11,1.6,41,6.1,5,44,32,6.5,3.7,84,41,12.5,5.3,89,57,13.2,7.5,90,58,13.4,7.5,150,66,22.3,10.6,58.6,3.9,(X),(X),577,180,577,(X),218,103,218,(X),672,213,672,(X),6,9,0.9,1.4,666,213,99.1,1.4,6,9,0.9,1.4,672,213,672,(X),669,211,99.6,0.9,3,6,0.4,0.9,6,9,0.9,1.4,0,11,0,4.4,0,11,0,4.4,0,11,0,4.4,672,213,672,(X),4,12,0.6,1.7,0,11,0,4.4,0,11,0,4.4,0,11,0,4.4,4,12,0.6,1.7,668,211,99.4,1.7,476,103,(X),(X),548,167,548,(X)
8600000US12410,12410,ZCTA5 12410,571,571,17,3,19,3.3,4.8,79,73,13.8,11.2,65,60,11.4,9.3,96,75,16.8,13,55,49,9.6,8.7,119,58,20.8,9.9,56,12.4,(X),(X),484,145,484,(X),147,66,147,(X),571,181,571,(X),0,11,0,5.1,571,181,100,5.1,0,11,0,5.1,571,181,571,(X),563,179,98.6,2.9,0,11,0,5.1,0,11,0,5.1,0,11,0,5.1,0,11,0,5.1,8,17,1.4,2.9,571,181,571,(X),19,24,3.3,4.8,0,11,0,5.1,13,22,2.3,4.2,0,11,0,5.1,6,10,1.1,1.9,552,187,96.7,4.8,557,114,(X),(X),484,145,484,(X)
8600000US12411,12411,ZCTA5 12411,318,318,0,0,0,0,9,57,49,17.9,11.3,91,52,28.6,10.5,16,25,5,8.4,15,16,4.7,5.8,38,26,11.9,9.1,48.1,8.7,(X),(X),261,97,261,(X),69,49,69,(X),318,129,318,(X),0,11,0,9,318,129,100,9,0,11,0,9,318,129,318,(X),318,129,100,9,0,11,0,9,0,11,0,9,0,11,0,9,0,11,0,9,0,11,0,9,318,129,318,(X),0,11,0,9,0,11,0,9,0,11,0,9,0,11,0,9,0,11,0,9,318,129,100,9,193,73,(X),(X),251,99,251,(X)
8600000US12412,12412,ZCTA5 12412,548,548,8,1.5,69,12.6,13,0,11,0,5.3,110,108,20.1,17.1,44,52,8,8.3,15,25,2.7,4.9,182,164,33.2,25.4,58.5,16.9,(X),(X),490,275,490,(X),235,179,235,(X),548,293,548,(X),20,33,3.6,5.9,528,284,96.4,5.9,20,33,3.6,5.9,548,293,548,(X),469,276,85.6,18.5,0,11,0,5.3,0,11,0,5.3,36,54,6.6,9.6,0,11,0,5.3,63,104,11.5,18.8,548,293,548,(X),63,104,11.5,18.8,0,11,0,5.3,0,11,0,5.3,0,11,0,5.3,63,104,11.5,18.8,485,285,88.5,18.8,424,144,(X),(X),474,275,474,(X)
8600000US12413,12413,ZCTA5 12413,2828,2828,236,8.3,347,12.3,5,381,171,13.5,6.1,318,129,11.2,4.3,362,156,12.8,5.2,309,156,10.9,5.4,226,106,8,3.8,44.8,12.4,(X),(X),2407,384,2407,(X),422,153,422,(X),2828,488,2828,(X),148,108,5.2,3.6,2680,462,94.8,3.6,148,108,5.2,3.6,2828,488,2828,(X),2777,473,98.2,1.3,42,61,1.5,2.2,43,61,1.5,2.2,110,97,3.9,3.2,0,11,0,1.1,42,57,1.5,2,2828,488,2828,(X),143,111,5.1,3.7,0,11,0,1.1,87,88,3.1,3.1,0,11,0,1.1,56,71,2,2.5,2685,471,94.9,3.7,1593,177,(X),(X),2305,369,2305,(X)
8600000US12414,12414,ZCTA5 12414,10355,10355,603,5.8,1180,11.4,2.3,1026,245,9.9,2.3,1445,264,14,2.4,635,147,6.1,1.4,868,183,8.4,1.8,1398,228,13.5,2.3,45.8,1.9,(X),(X),8494,487,8494,(X),2400,271,2400,(X),10355,545,10355,(X),361,225,3.5,2.1,9994,518,96.5,2.1,361,225,3.5,2.1,10355,545,10355,(X),9114,636,88,3,1124,260,10.9,2.6,244,111,2.4,1.1,79,94,0.8,0.9,5,9,0,0.1,154,163,1.5,1.6,10355,545,10355,(X),596,240,5.8,2.3,166,160,1.6,1.5,246,159,2.4,1.5,86,113,0.8,1.1,98,99,0.9,1,9759,555,94.2,2.3,5331,327,(X),(X),8351,526,8351,(X)
8600000US12416,12416,ZCTA5 12416,130,130,11,8.5,0,0,20.4,35,58,26.9,29.2,0,11,0,20.4,10,15,7.7,16,10,15,7.7,15.1,26,44,20,37.7,36.5,39.4,(X),(X),92,76,92,(X),26,44,26,(X),130,122,130,(X),0,11,0,20.4,130,122,100,20.4,0,11,0,20.4,130,122,130,(X),57,64,43.8,56.2,0,11,0,20.4,0,11,0,20.4,0,11,0,20.4,0,11,0,20.4,73,120,56.2,56.2,130,122,130,(X),73,120,56.2,56.2,73,120,56.2,56.2,0,11,0,20.4,0,11,0,20.4,0,11,0,20.4,57,64,43.8,56.2,150,68,(X),(X),57,64,57,(X)
8600000US12417,12417,ZCTA5 12417,479,479,75,15.7,38,7.9,8.9,61,74,12.7,13.8,38,39,7.9,6.1,63,47,13.2,9.8,56,57,11.7,12.2,16,26,3.3,6,35.9,21.2,(X),(X),423,228,423,(X),43,41,43,(X),479,249,479,(X),100,150,20.9,25.7,379,170,79.1,25.7,100,150,20.9,25.7,479,249,479,(X),418,228,87.3,12.9,119,179,24.8,30.7,0,11,0,6.1,0,11,0,6.1,0,11,0,6.1,42,60,8.8,13.4,479,249,479,(X),42,60,8.8,13.4,0,11,0,6.1,42,60,8.8,13.4,0,11,0,6.1,0,11,0,6.1,437,250,91.2,13.4,189,81,(X),(X),423,228,423,(X)
8600000US12418,12418,ZCTA5 12418,400,400,38,9.5,43,10.8,13.7,65,50,16.3,10.2,97,81,24.3,15.7,5,9,1.3,2.6,17,20,4.3,5.5,14,15,3.5,4.2,38.3,10.6,(X),(X),312,120,312,(X),47,26,47,(X),400,175,400,(X),0,11,0,7.2,400,175,100,7.2,0,11,0,7.2,400,175,400,(X),367,169,91.8,10,33,41,8.3,10,0,11,0,7.2,0,11,0,7.2,0,11,0,7.2,0,11,0,7.2,400,175,400,(X),0,11,0,7.2,0,11,0,7.2,0,11,0,7.2,0,11,0,7.2,0,11,0,7.2,400,175,100,7.2,413,89,(X),(X),312,120,312,(X)
8600000US12419,12419,ZCTA5 12419,629,629,36,5.7,142,22.6,14.4,95,68,15.1,9.4,30,27,4.8,3.8,56,48,8.9,8,77,51,12.2,8.8,48,54,7.6,8.1,39.8,14.4,(X),(X),545,166,545,(X),104,69,104,(X),629,197,629,(X),18,18,2.9,2.6,611,190,97.1,2.6,18,18,2.9,2.6,629,197,629,(X),579,206,92.1,9,34,44,5.4,7.4,23,32,3.7,5.2,11,14,1.7,2.1,0,11,0,4.7,0,11,0,4.7,629,197,629,(X),27,42,4.3,6.9,0,11,0,4.7,0,11,0,4.7,0,11,0,4.7,27,42,4.3,6.9,602,199,95.7,6.9,338,88,(X),(X),545,166,545,(X)
8600000US12420,12420,ZCTA5 12420,350,350,21,6,20,5.7,9.5,53,41,15.1,11.6,59,66,16.9,18.5,47,46,13.4,12.3,31,38,8.9,10.6,71,74,20.3,19.5,50.2,16.5,(X),(X),309,135,309,(X),71,74,71,(X),350,157,350,(X),0,11,0,8.2,350,157,100,8.2,0,11,0,8.2,350,157,350,(X),326,147,93.1,10.1,0,11,0,8.2,0,11,0,8.2,0,11,0,8.2,0,11,0,8.2,24,37,6.9,10.1,350,157,350,(X),24,37,6.9,10.1,0,11,0,8.2,0,11,0,8.2,0,11,0,8.2,24,37,6.9,10.1,326,147,93.1,10.1,271,87,(X),(X),287,121,287,(X)
8600000US12421,12421,ZCTA5 12421,268,268,0,0,40,14.9,16.9,33,31,12.3,11.5,7,10,2.6,4.1,44,40,16.4,14,36,30,13.4,11.1,69,38,25.7,10.9,61.6,4.6,(X),(X),268,108,268,(X),108,49,108,(X),268,108,268,(X),0,11,0,10.6,268,108,100,10.6,0,11,0,10.6,268,108,268,(X),261,106,97.4,4.6,0,11,0,10.6,0,11,0,10.6,7,12,2.6,4.6,0,11,0,10.6,0,11,0,10.6,268,108,268,(X),6,9,2.2,3.6,0,11,0,10.6,6,9,2.2,3.6,0,11,0,10.6,0,11,0,10.6,262,107,97.8,3.6,728,113,(X),(X),256,106,256,(X)
8600000US12422,12422,ZCTA5 12422,423,423,34,8,29,6.9,8.5,51,53,12.1,10.5,66,35,15.6,7,39,30,9.2,6.5,38,41,9,9.4,20,15,4.7,3.6,45.5,16.1,(X),(X),339,124,339,(X),75,36,75,(X),423,162,423,(X),0,11,0,6.8,423,162,100,6.8,0,11,0,6.8,423,162,423,(X),423,162,100,6.8,0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,423,162,423,(X),0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,0,11,0,6.8,423,162,100,6.8,264,88,(X),(X),339,124,339,(X)
8600000US12423,12423,ZCTA5 12423,1108,1108,71,6.4,83,7.5,3.7,136,62,12.3,4.5,139,63,12.5,5.5,85,51,7.7,4.6,94,52,8.5,4.6,140,55,12.6,5,44.6,2.5,(X),(X),852,156,852,(X),212,69,212,(X),1108,203,1108,(X),0,11,0,2.7,1108,203,100,2.7,0,11,0,2.7,1108,203,1108,(X),1032,200,93.1,5,32,46,2.9,4,0,11,0,2.7,38,29,3.4,2.8,0,11,0,2.7,6,9,0.5,0.8,1108,203,1108,(X),15,16,1.4,1.4,6,9,0.5,0.8,0,11,0,2.7,9,13,0.8,1.1,0,11,0,2.7,1093,200,98.6,1.4,700,96,(X),(X),846,156,846,(X)
8600000US12424,12424,ZCTA5 12424,226,226,9,4,8,3.5,4.5,0,11,0,12.4,11,10,4.9,4.1,46,42,20.4,17.3,39,27,17.3,11.7,73,48,32.3,17.2,65,3,(X),(X),226,85,226,(X),113,62,113,(X),226,85,226,(X),0,11,0,12.4,226,85,100,12.4,0,11,0,12.4,226,85,226,(X),226,85,100,12.4,0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,226,85,226,(X),0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,0,11,0,12.4,226,85,100,12.4,397,68,(X),(X),226,85,226,(X)
8600000US12427,12427,ZCTA5 12427,532,532,16,3,127,23.9,11.6,63,78,11.8,11.1,54,41,10.2,9.3,0,11,0,5.5,40,35,7.5,7.7,71,70,13.3,13.9,34.9,17.9,(X),(X),408,179,408,(X),108,80,108,(X),532,258,532,(X),0,11,0,5.5,532,258,100,5.5,0,11,0,5.5,532,258,532,(X),505,263,94.9,6.4,0,11,0,5.5,0,11,0,5.5,19,30,3.6,6.5,0,11,0,5.5,8,18,1.5,3.3,532,258,532,(X),8,18,1.5,3.3,0,11,0,5.5,0,11,0,5.5,0,11,0,5.5,8,18,1.5,3.3,524,254,98.5,3.3,438,130,(X),(X),394,180,394,(X)
8600000US12428,12428,ZCTA5 12428,6987,6987,561,8,806,11.5,4,766,171,11,2.3,1055,253,15.1,3.7,547,189,7.8,2.5,362,141,5.2,2,526,141,7.5,2,38.9,3,(X),(X),5367,460,5367,(X),1032,162,1032,(X),6987,436,6987,(X),683,260,9.8,3.7,6304,464,90.2,3.7,683,260,9.8,3.7,6987,436,6987,(X),5721,633,81.9,6.4,853,316,12.2,4.3,252,215,3.6,3.1,243,240,3.5,3.5,0,16,0,0.4,756,417,10.8,6.1,6987,436,6987,(X),1481,395,21.2,5.6,169,202,2.4,2.9,846,407,12.1,5.8,30,47,0.4,0.7,436,171,6.2,2.4,5506,542,78.8,5.6,3315,273,(X),(X),5086,490,5086,(X)
8600000US12429,12429,ZCTA5 12429,272,272,25,9.2,18,6.6,12.5,10,15,3.7,7.3,17,28,6.3,6.6,74,70,27.2,20.1,9,18,3.3,7,8,18,2.9,6.9,49.1,42.3,(X),(X),209,170,209,(X),38,52,38,(X),272,242,272,(X),0,11,0,10.4,272,242,100,10.4,0,11,0,10.4,272,242,272,(X),272,242,100,10.4,0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,272,242,272,(X),0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,0,11,0,10.4,272,242,100,10.4,102,74,(X),(X),209,170,209,(X)
8600000US12430,12430,ZCTA5 12430,1145,1145,12,1,43,3.8,3.1,115,45,10,3.7,202,67,17.6,4.4,86,50,7.5,4.3,228,99,19.9,7,126,64,11,5.1,56.6,10.4,(X),(X),962,204,962,(X),276,109,276,(X),1145,249,1145,(X),45,44,3.9,3.9,1100,252,96.1,3.9,45,44,3.9,3.9,1145,249,1145,(X),1109,243,96.9,3.1,3,5,0.3,0.4,39,35,3.4,3.1,18,31,1.6,2.8,0,11,0,2.6,43,47,3.8,4.1,1145,249,1145,(X),149,86,13,7.4,52,54,4.5,4.6,8,14,0.7,1.2,5,7,0.4,0.7,84,67,7.3,5.9,996,242,87,7.4,1181,136,(X),(X),870,197,870,(X)
8600000US12431,12431,ZCTA5 12431,1088,1088,26,2.4,103,9.5,7.5,245,162,22.5,11.8,73,40,6.7,3.8,50,36,4.6,3.5,106,59,9.7,5.8,123,69,11.3,6.2,39.8,9.4,(X),(X),841,230,841,(X),227,95,227,(X),1088,309,1088,(X),0,11,0,2.7,1088,309,100,2.7,0,11,0,2.7,1088,309,1088,(X),1088,309,100,2.7,0,11,0,2.7,0,11,0,2.7,0,11,0,2.7,0,11,0,2.7,0,11,0,2.7,1088,309,1088,(X),35,55,3.2,5.2,0,11,0,2.7,0,11,0,2.7,35,55,3.2,5.2,0,11,0,2.7,1053,311,96.8,5.2,752,140,(X),(X),832,230,832,(X)
8600000US12432,12432,ZCTA5 12432,480,480,0,0,36,7.5,10.4,82,64,17.1,11.1,74,68,15.4,12.3,9,13,1.9,3.1,18,19,3.8,3.9,42,34,8.8,8.3,45.3,9.3,(X),(X),386,161,386,(X),157,97,157,(X),480,198,480,(X),7,15,1.5,3.2,473,198,98.5,3.2,7,15,1.5,3.2,480,198,480,(X),480,198,100,6.1,0,11,0,6.1,0,11,0,6.1,7,15,1.5,3.2,0,11,0,6.1,0,11,0,6.1,480,198,480,(X),17,26,3.5,5.2,0,11,0,6.1,0,11,0,6.1,10,22,2.1,4.4,7,15,1.5,3.2,463,196,96.5,5.2,237,70,(X),(X),386,161,386,(X)
