GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC03_VC03,HC01_VC13,HC03_VC13,HC01_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113
8600000US10590,10590,ZCTA5 10590,7047,7047,324,4.6,542,7.7,2.4,711,173,10.1,2.4,1462,301,20.7,3.7,570,145,8.1,2.1,463,152,6.6,2.2,612,147,8.7,2.1,45.2,1.5,(X),(X),5396,439,5396,(X),1075,194,1075,(X),7047,575,7047,(X),34,41,0.5,0.6,7013,573,99.5,0.6,34,41,0.5,0.6,7047,575,7047,(X),6441,668,91.4,4.6,313,189,4.4,2.7,27,40,0.4,0.6,202,131,2.9,1.9,0,16,0,0.4,98,95,1.4,1.4,7047,575,7047,(X),454,203,6.4,2.9,51,55,0.7,0.8,119,114,1.7,1.6,0,16,0,0.4,284,174,4,2.5,6593,606,93.6,2.9,2844,194,(X),(X),5237,453,5237,(X)
8600000US10591,10591,ZCTA5 10591,23363,23363,1364,5.8,3329,14.2,2.4,3043,370,13,1.6,3467,360,14.8,1.6,1831,287,7.8,1.2,1192,280,5.1,1.2,1817,266,7.8,1.2,39.4,2.7,(X),(X),18408,554,18408,(X),3642,383,3642,(X),23363,413,23363,(X),624,326,2.7,1.4,22739,498,97.3,1.4,624,326,2.7,1.4,23363,413,23363,(X),16273,997,69.7,4,1559,585,6.7,2.5,259,245,1.1,1,1103,324,4.7,1.4,0,21,0,0.1,4870,944,20.8,4,23363,413,23363,(X),9201,912,39.4,3.8,777,453,3.3,1.9,1467,545,6.3,2.4,148,120,0.6,0.5,6809,1008,29.1,4.2,14162,928,60.6,3.8,9357,419,(X),(X),14549,728,14549,(X)
8600000US10594,10594,ZCTA5 10594,5107,5107,441,8.6,490,9.6,3.1,606,140,11.9,2.7,705,138,13.8,2.4,464,113,9.1,2.5,358,94,7,1.7,362,108,7.1,2.2,41,4.4,(X),(X),3995,359,3995,(X),824,136,824,(X),5107,450,5107,(X),68,63,1.3,1.2,5039,442,98.7,1.2,68,63,1.3,1.2,5107,450,5107,(X),4642,467,90.9,3.8,193,91,3.8,1.8,38,60,0.7,1.2,91,96,1.8,1.9,0,16,0,0.6,211,170,4.1,3.2,5107,450,5107,(X),665,385,13,7,245,310,4.8,5.9,211,145,4.1,2.8,2,4,0,0.1,207,130,4.1,2.5,4442,410,87,7,1669,105,(X),(X),3764,295,3764,(X)
8600000US10595,10595,ZCTA5 10595,8366,8366,948,11.3,1382,16.5,2.5,1064,236,12.7,2.4,1135,145,13.6,1.7,637,125,7.6,1.5,402,114,4.8,1.4,537,104,6.4,1.3,38.1,2.6,(X),(X),6953,404,6953,(X),1210,170,1210,(X),8366,541,8366,(X),183,97,2.2,1.2,8183,549,97.8,1.2,183,97,2.2,1.2,8366,541,8366,(X),6655,493,79.5,3.4,867,215,10.4,2.4,49,72,0.6,0.9,736,249,8.8,3,1,2,0,0.1,241,133,2.9,1.6,8366,541,8366,(X),1139,346,13.6,3.9,170,103,2,1.2,309,95,3.7,1.1,18,20,0.2,0.2,642,329,7.7,3.8,7227,531,86.4,3.9,2417,98,(X),(X),6315,376,6315,(X)
8600000US10596,10596,ZCTA5 10596,1462,1462,118,8.1,138,9.4,4.9,138,67,9.4,4.2,342,118,23.4,7.5,119,66,8.1,4.2,88,55,6,4.2,47,37,3.2,2.5,36.7,10.3,(X),(X),1093,212,1093,(X),105,65,105,(X),1462,292,1462,(X),34,31,2.3,2.2,1428,288,97.7,2.2,34,31,2.3,2.2,1462,292,1462,(X),1302,264,89.1,11.1,25,38,1.7,2.6,0,11,0,2,58,61,4,4.3,0,11,0,2,121,167,8.3,10.8,1462,292,1462,(X),295,225,20.2,14.2,0,11,0,2,87,125,6,8.4,9,15,0.6,1.1,199,192,13.6,12.6,1167,277,79.8,14.2,627,85,(X),(X),1032,204,1032,(X)
8600000US10597,10597,ZCTA5 10597,919,919,0,0,0,0,3.2,103,77,11.2,7,213,99,23.2,8.1,62,61,6.7,7.1,70,48,7.6,6,200,131,21.8,12.7,52.1,8.8,(X),(X),726,211,726,(X),255,146,255,(X),919,257,919,(X),0,11,0,3.2,919,257,100,3.2,0,11,0,3.2,919,257,919,(X),919,257,100,3.2,0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,919,257,919,(X),0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,0,11,0,3.2,919,257,100,3.2,432,108,(X),(X),726,211,726,(X)
8600000US10598,10598,ZCTA5 10598,29789,29789,1695,5.7,2193,7.4,1.1,3766,404,12.6,1.3,4511,467,15.1,1.5,2309,255,7.8,0.8,2335,293,7.8,1,2757,314,9.3,1.1,44.3,1.2,(X),(X),22707,728,22707,(X),5486,383,5486,(X),29789,882,29789,(X),529,225,1.8,0.8,29260,878,98.2,0.8,529,225,1.8,0.8,29789,882,29789,(X),26339,902,88.4,1.8,1314,394,4.4,1.3,223,220,0.7,0.7,1825,312,6.1,1,10,17,0,0.1,652,282,2.2,0.9,29789,882,29789,(X),3346,496,11.2,1.6,210,120,0.7,0.4,1569,400,5.3,1.3,56,48,0.2,0.2,1511,413,5.1,1.4,26443,899,88.8,1.6,11215,302,(X),(X),21624,755,21624,(X)
8600000US10601,10601,ZCTA5 10601,11826,11826,705,6,2167,18.3,2.9,1707,295,14.4,2.2,1433,276,12.1,2.4,640,204,5.4,1.8,670,200,5.7,1.7,901,198,7.6,1.9,37,2.3,(X),(X),9568,633,9568,(X),1927,246,1927,(X),11826,957,11826,(X),263,150,2.2,1.2,11563,933,97.8,1.2,263,150,2.2,1.2,11826,957,11826,(X),6293,650,53.2,6.5,2555,778,21.6,5.8,41,67,0.3,0.6,1403,326,11.9,2.8,42,53,0.4,0.4,1778,675,15,5.1,11826,957,11826,(X),3174,672,26.8,4.9,1396,518,11.8,4,214,95,1.8,0.8,29,38,0.2,0.3,1535,420,13,3.5,8652,840,73.2,4.9,5794,286,(X),(X),7426,517,7426,(X)
8600000US10603,10603,ZCTA5 10603,17981,17981,1358,7.6,2820,15.7,2.2,2045,302,11.4,1.5,2544,340,14.1,1.8,1460,290,8.1,1.6,1387,269,7.7,1.5,1277,221,7.1,1.2,38.9,1.7,(X),(X),14329,801,14329,(X),2453,274,2453,(X),17981,961,17981,(X),412,209,2.3,1.2,17569,1003,97.7,1.2,412,209,2.3,1.2,17981,961,17981,(X),9954,777,55.4,3.8,5245,621,29.2,3.1,227,173,1.3,1,1372,292,7.6,1.7,6,9,0,0.1,1620,463,9,2.4,17981,961,17981,(X),4171,614,23.2,3,973,343,5.4,1.8,891,341,5,1.9,109,141,0.6,0.8,2198,454,12.2,2.5,13810,822,76.8,3,7135,258,(X),(X),12596,755,12596,(X)
8600000US10604,10604,ZCTA5 10604,11153,11153,697,6.2,1556,14,2.6,1236,257,11.1,2.2,1885,352,16.9,2.9,701,168,6.3,1.4,663,179,5.9,1.6,785,224,7,2.1,40.4,3.1,(X),(X),8707,514,8707,(X),1674,314,1674,(X),11153,625,11153,(X),264,178,2.4,1.6,10889,637,97.6,1.6,264,178,2.4,1.6,11153,625,11153,(X),8920,636,80,4.8,757,182,6.8,1.7,53,49,0.5,0.4,712,291,6.4,2.5,29,45,0.3,0.4,953,499,8.5,4.3,11153,625,11153,(X),2545,576,22.8,4.8,162,162,1.5,1.5,428,241,3.8,2.2,9,17,0.1,0.2,1946,589,17.4,5,8608,679,77.2,4.8,4230,157,(X),(X),7306,513,7306,(X)
8600000US10605,10605,ZCTA5 10605,18001,18001,834,4.6,2227,12.4,1.7,2314,249,12.9,1.2,2232,253,12.4,1.4,1500,238,8.3,1.2,1316,234,7.3,1.2,1740,239,9.7,1.4,43,2,(X),(X),14113,679,14113,(X),3518,294,3518,(X),18001,892,18001,(X),548,237,3,1.3,17453,838,97,1.3,548,237,3,1.3,18001,892,18001,(X),14376,785,79.9,3,1243,338,6.9,1.9,84,73,0.5,0.4,832,273,4.6,1.5,18,29,0.1,0.2,2015,598,11.2,3.1,18001,892,18001,(X),3840,671,21.3,3.2,1435,500,8,2.7,307,125,1.7,0.7,84,55,0.5,0.3,2014,581,11.2,3,14161,686,78.7,3.2,7284,250,(X),(X),12294,575,12294,(X)
8600000US10606,10606,ZCTA5 10606,17356,17356,1319,7.6,3120,18,2.4,2516,273,14.5,1.5,2241,356,12.9,2,893,176,5.1,1,937,234,5.4,1.3,1002,167,5.8,1,35.4,1.1,(X),(X),13690,674,13690,(X),2248,235,2248,(X),17356,915,17356,(X),391,189,2.3,1.1,16965,913,97.7,1.1,391,189,2.3,1.1,17356,915,17356,(X),8394,1053,48.4,5.5,2524,404,14.5,2.3,270,230,1.6,1.3,1600,473,9.2,2.7,0,18,0,0.2,4974,966,28.7,5.1,17356,915,17356,(X),8499,895,49,3.7,3027,862,17.4,4.6,745,361,4.3,2.1,61,98,0.4,0.6,4666,863,26.9,4.8,8857,651,51,3.7,5850,246,(X),(X),9321,637,9321,(X)
8600000US10607,10607,ZCTA5 10607,6828,6828,388,5.7,839,12.3,2.9,859,218,12.6,2.6,1079,236,15.8,3.1,472,139,6.9,2,583,160,8.5,2.5,759,164,11.1,2.5,43.7,3.4,(X),(X),5566,550,5566,(X),1181,187,1181,(X),6828,706,6828,(X),265,121,3.9,1.7,6563,687,96.1,1.7,265,121,3.9,1.7,6828,706,6828,(X),3567,550,52.2,6,1925,519,28.2,6.8,138,127,2,1.8,1209,289,17.7,4.1,0,16,0,0.4,297,158,4.3,2.3,6828,706,6828,(X),1446,371,21.2,4.6,156,210,2.3,3.1,407,204,6,3,23,38,0.3,0.6,860,393,12.6,5.3,5382,584,78.8,4.6,2355,219,(X),(X),4811,546,4811,(X)
8600000US10701,10701,ZCTA5 10701,59101,59101,3921,6.6,8766,14.8,1.3,7844,631,13.3,1,6841,597,11.6,0.9,3721,395,6.3,0.7,3395,373,5.7,0.6,4746,509,8,0.9,36.2,1.3,(X),(X),44906,1462,44906,(X),8822,595,8822,(X),59101,1940,59101,(X),1811,536,3.1,0.9,57290,1962,96.9,0.9,1811,536,3.1,0.9,59101,1940,59101,(X),30883,1803,52.3,2.5,16659,1483,28.2,2.3,801,330,1.4,0.6,3188,706,5.4,1.2,76,58,0.1,0.1,9492,1198,16.1,2,59101,1940,59101,(X),24356,1664,41.2,2.3,5134,1042,8.7,1.7,7553,996,12.8,1.6,564,263,1,0.4,11105,1173,18.8,1.9,34745,1631,58.8,2.3,26328,505,(X),(X),36773,1386,36773,(X)
8600000US10703,10703,ZCTA5 10703,21348,21348,1374,6.4,2879,13.5,2.1,2865,456,13.4,1.9,2675,374,12.5,1.7,1414,321,6.6,1.5,870,235,4.1,1.1,2104,347,9.9,1.9,37.8,1.7,(X),(X),16456,873,16456,(X),3717,365,3717,(X),21348,1219,21348,(X),883,401,4.1,1.8,20465,1120,95.9,1.8,883,401,4.1,1.8,21348,1219,21348,(X),11038,988,51.7,4.9,3959,923,18.5,4,80,72,0.4,0.3,1940,504,9.1,2.2,100,140,0.5,0.7,5242,1176,24.6,5,21348,1219,21348,(X),8757,1223,41,4.9,825,494,3.9,2.3,2678,619,12.5,2.9,117,94,0.5,0.4,5137,1080,24.1,4.6,12591,1196,59,4.9,7950,248,(X),(X),13891,813,13891,(X)
8600000US10704,10704,ZCTA5 10704,32733,32733,1973,6,4532,13.8,1.4,4543,458,13.9,1.3,5124,565,15.7,1.6,2206,371,6.7,1.1,1551,271,4.7,0.9,3117,332,9.5,1,41,1.3,(X),(X),26509,1015,26509,(X),5778,373,5778,(X),32733,1246,32733,(X),1012,328,3.1,1,31721,1253,96.9,1,1012,328,3.1,1,32733,1246,32733,(X),23148,1051,70.7,2.7,4404,812,13.5,2.4,119,97,0.4,0.3,2273,519,6.9,1.6,21,33,0.1,0.1,3780,838,11.5,2.4,32733,1246,32733,(X),8672,985,26.5,2.8,1114,575,3.4,1.7,2344,440,7.2,1.3,116,86,0.4,0.3,5098,801,15.6,2.3,24061,1235,73.5,2.8,13200,266,(X),(X),22885,973,22885,(X)
8600000US10705,10705,ZCTA5 10705,41588,41588,3424,8.2,6230,15,1.7,5217,654,12.5,1.5,6838,628,16.4,1.5,1964,401,4.7,1,1734,327,4.2,0.8,2855,448,6.9,1.1,34.8,1.3,(X),(X),31593,1218,31593,(X),4922,510,4922,(X),41588,1599,41588,(X),1840,579,4.4,1.4,39748,1607,95.6,1.4,1840,579,4.4,1.4,41588,1599,41588,(X),20194,1696,48.6,3.9,9317,1441,22.4,3.4,530,341,1.3,0.8,3340,771,8,1.8,127,111,0.3,0.3,10101,1534,24.3,3.3,41588,1599,41588,(X),21944,1692,52.8,2.9,3561,1073,8.6,2.5,5239,1097,12.6,2.6,129,101,0.3,0.2,13015,1548,31.3,3.4,19644,1220,47.2,2.9,15294,316,(X),(X),24174,1028,24174,(X)
8600000US10706,10706,ZCTA5 10706,8903,8903,398,4.5,757,8.5,1.8,1014,158,11.4,1.8,1370,189,15.4,2.1,604,129,6.8,1.4,743,127,8.3,1.5,890,160,10,1.7,45.3,1.6,(X),(X),6777,261,6777,(X),1788,228,1788,(X),8903,242,8903,(X),215,106,2.4,1.2,8688,229,97.6,1.2,215,106,2.4,1.2,8903,242,8903,(X),8075,323,90.7,2.6,353,125,4,1.4,0,16,0,0.3,564,178,6.3,1.9,9,14,0.1,0.2,128,96,1.4,1.1,8903,242,8903,(X),613,207,6.9,2.3,8,14,0.1,0.2,143,93,1.6,1,45,42,0.5,0.5,417,175,4.7,1.9,8290,267,93.1,2.3,3508,184,(X),(X),6416,280,6416,(X)
8600000US10707,10707,ZCTA5 10707,10453,10453,580,5.5,1089,10.4,2.8,1584,318,15.2,3,1586,272,15.2,2.4,773,209,7.4,2,519,166,5,1.6,990,255,9.5,2.4,40.5,1.9,(X),(X),8338,320,8338,(X),1815,287,1815,(X),10453,348,10453,(X),450,233,4.3,2.2,10003,350,95.7,2.2,450,233,4.3,2.2,10453,348,10453,(X),8598,518,82.3,4.5,851,330,8.1,3.1,197,160,1.9,1.5,755,272,7.2,2.6,0,18,0,0.3,502,293,4.8,2.8,10453,348,10453,(X),1349,346,12.9,3.2,226,183,2.2,1.8,593,261,5.7,2.4,25,33,0.2,0.3,505,299,4.8,2.9,9104,387,87.1,3.2,4178,221,(X),(X),7678,404,7678,(X)
8600000US10708,10708,ZCTA5 10708,22130,22130,1367,6.2,1923,8.7,1.1,2944,359,13.3,1.5,3388,320,15.3,1.4,1469,229,6.6,1.1,1513,245,6.8,1.1,2463,315,11.1,1.5,43.8,1.3,(X),(X),17827,578,17827,(X),4337,351,4337,(X),22130,674,22130,(X),985,445,4.5,2,21145,759,95.5,2,985,445,4.5,2,22130,674,22130,(X),18871,650,85.3,2.3,1479,339,6.7,1.5,216,112,1,0.5,1605,467,7.3,2.1,47,53,0.2,0.2,978,411,4.4,1.8,22130,674,22130,(X),3079,438,13.9,1.9,76,62,0.3,0.3,1098,298,5,1.3,144,85,0.7,0.4,1761,363,8,1.6,19051,665,86.1,1.9,9820,239,(X),(X),16564,541,16564,(X)
8600000US10709,10709,ZCTA5 10709,9506,9506,560,5.9,1027,10.8,2.3,1134,186,11.9,1.9,1372,192,14.4,1.9,907,163,9.5,1.7,539,147,5.7,1.5,818,169,8.6,1.8,43.7,1.9,(X),(X),7400,399,7400,(X),1732,244,1732,(X),9506,477,9506,(X),28,29,0.3,0.3,9478,480,99.7,0.3,28,29,0.3,0.3,9506,477,9506,(X),8679,525,91.3,2.4,100,102,1.1,1.1,13,20,0.1,0.2,676,229,7.1,2.4,0,16,0,0.3,66,88,0.7,0.9,9506,477,9506,(X),434,269,4.6,2.8,23,35,0.2,0.4,106,81,1.1,0.9,0,16,0,0.3,305,275,3.2,2.9,9072,522,95.4,2.8,3922,171,(X),(X),6785,405,6785,(X)
8600000US10710,10710,ZCTA5 10710,27022,27022,1516,5.6,3291,12.2,1.3,3610,360,13.4,1.3,3903,381,14.4,1.2,1759,213,6.5,0.8,1702,289,6.3,1.1,2990,296,11.1,1.1,43.4,1.1,(X),(X),21912,771,21912,(X),5432,394,5432,(X),27022,976,27022,(X),1146,302,4.2,1.1,25876,988,95.8,1.1,1146,302,4.2,1.1,27022,976,27022,(X),17315,1025,64.1,2.8,4056,474,15,1.7,184,143,0.7,0.5,4072,535,15.1,1.9,65,74,0.2,0.3,2644,558,9.8,2,27022,976,27022,(X),5976,745,22.1,2.7,206,130,0.8,0.5,2411,478,8.9,1.7,277,111,1,0.4,3082,638,11.4,2.3,21046,1100,77.9,2.7,10833,288,(X),(X),19898,827,19898,(X)
8600000US10801,10801,ZCTA5 10801,41773,41773,3578,8.6,5764,13.8,1.4,5265,443,12.6,1,5803,482,13.9,1.2,2827,353,6.8,0.8,1930,263,4.6,0.6,2877,286,6.9,0.7,36,0.9,(X),(X),33169,850,33169,(X),5868,390,5868,(X),41773,887,41773,(X),1863,500,4.5,1.2,39910,1003,95.5,1.2,1863,500,4.5,1.2,41773,887,41773,(X),22631,1303,54.2,2.7,11355,845,27.2,2.1,209,114,0.5,0.3,2344,416,5.6,1,114,104,0.3,0.2,7084,1053,17,2.5,41773,887,41773,(X),14696,1197,35.2,2.7,6789,1026,16.3,2.4,1352,488,3.2,1.2,47,42,0.1,0.1,6508,1090,15.6,2.6,27077,1240,64.8,2.7,15479,446,(X),(X),25242,948,25242,(X)
8600000US10803,10803,ZCTA5 10803,12650,12650,811,6.4,1012,8,1.6,1711,169,13.5,1.3,2131,201,16.8,1.6,938,195,7.4,1.5,511,95,4,0.8,899,163,7.1,1.3,39.7,1.4,(X),(X),9053,183,9053,(X),1739,167,1739,(X),12650,28,12650,(X),620,175,4.9,1.4,12030,179,95.1,1.4,620,175,4.9,1.4,12650,28,12650,(X),10499,369,83,2.9,1261,385,10,3,27,41,0.2,0.3,1045,203,8.3,1.6,7,10,0.1,0.1,458,210,3.6,1.7,12650,28,12650,(X),1458,230,11.5,1.8,405,198,3.2,1.6,380,162,3,1.3,46,73,0.4,0.6,627,214,5,1.7,11192,228,88.5,1.8,4307,186,(X),(X),8426,215,8426,(X)
8600000US10804,10804,ZCTA5 10804,14466,14466,665,4.6,876,6.1,1.5,1726,241,11.9,1.5,2194,374,15.2,2.4,1066,231,7.4,1.6,1136,208,7.9,1.4,1692,252,11.7,1.9,46.2,1.8,(X),(X),11087,594,11087,(X),3135,261,3135,(X),14466,757,14466,(X),327,167,2.3,1.2,14139,781,97.7,1.2,327,167,2.3,1.2,14466,757,14466,(X),12333,726,85.3,2.9,1234,310,8.5,2.1,42,59,0.3,0.4,692,216,4.8,1.4,37,60,0.3,0.4,463,322,3.2,2.2,14466,757,14466,(X),1130,377,7.8,2.6,93,92,0.6,0.6,280,175,1.9,1.2,53,56,0.4,0.4,704,330,4.9,2.2,13336,802,92.2,2.6,5236,173,(X),(X),10488,601,10488,(X)
8600000US10805,10805,ZCTA5 10805,19681,19681,1850,9.4,2494,12.7,2.2,2707,385,13.8,1.8,2826,335,14.4,1.7,1007,227,5.1,1.1,1276,285,6.5,1.5,1448,245,7.4,1.2,41.5,2.4,(X),(X),16224,636,16224,(X),3518,301,3518,(X),19681,773,19681,(X),545,236,2.8,1.2,19136,838,97.2,1.2,545,236,2.8,1.2,19681,773,19681,(X),11388,822,57.9,3.7,4263,585,21.7,2.9,88,71,0.4,0.4,1007,306,5.1,1.6,15,22,0.1,0.1,3474,683,17.7,3.3,19681,773,19681,(X),7464,705,37.9,3.3,2137,599,10.9,3,1883,453,9.6,2.3,104,99,0.5,0.5,3340,711,17,3.6,12217,825,62.1,3.3,8077,270,(X),(X),13190,598,13190,(X)
8600000US10901,10901,ZCTA5 10901,23948,23948,1458,6.1,2751,11.5,1.8,2471,313,10.3,1.2,3617,340,15.1,1.4,1723,238,7.2,1,1337,229,5.6,0.9,2601,288,10.9,1.2,43.7,2,(X),(X),18633,650,18633,(X),4900,375,4900,(X),23948,912,23948,(X),557,209,2.3,0.9,23391,937,97.7,0.9,557,209,2.3,0.9,23948,912,23948,(X),19586,1028,81.8,3.1,1305,401,5.4,1.7,95,53,0.4,0.2,1916,382,8,1.6,37,40,0.2,0.2,1607,651,6.7,2.7,23948,912,23948,(X),3208,588,13.4,2.4,669,476,2.8,2,709,224,3,0.9,435,279,1.8,1.1,1395,503,5.8,2.1,20740,927,86.6,2.4,9148,360,(X),(X),17045,674,17045,(X)
8600000US10910,10910,ZCTA5 10910,25,25,0,0,0,0,57,0,11,0,57,0,11,0,57,25,39,100,57,0,11,0,57,0,11,0,57,-,**,(X),(X),25,39,25,(X),0,11,0,(X),25,39,25,(X),0,11,0,57,25,39,100,57,0,11,0,57,25,39,25,(X),25,39,100,57,0,11,0,57,0,11,0,57,0,11,0,57,0,11,0,57,0,11,0,57,25,39,25,(X),0,11,0,57,0,11,0,57,0,11,0,57,0,11,0,57,0,11,0,57,25,39,100,57,25,39,(X),(X),25,39,25,(X)
8600000US10911,10911,ZCTA5 10911,0,0,0,-,0,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,-,**,(X),(X),0,11,0,(X),0,11,0,(X),0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,(X),(X),0,11,0,(X)
8600000US10913,10913,ZCTA5 10913,5686,5686,622,10.9,385,6.8,1.9,642,142,11.3,2.2,879,134,15.5,2.1,336,97,5.9,1.5,323,95,5.7,1.8,465,126,8.2,2.3,37.8,2.8,(X),(X),4323,347,4323,(X),917,153,917,(X),5686,446,5686,(X),124,69,2.2,1.2,5562,434,97.8,1.2,124,69,2.2,1.2,5686,446,5686,(X),5110,436,89.9,2.3,175,94,3.1,1.6,23,23,0.4,0.4,372,131,6.5,2.2,0,16,0,0.5,134,58,2.4,1,5686,446,5686,(X),621,119,10.9,2,0,16,0,0.5,140,81,2.5,1.4,50,44,0.9,0.8,431,161,7.6,2.8,5065,431,89.1,2,1645,105,(X),(X),4193,343,4193,(X)
8600000US10914,10914,ZCTA5 10914,415,415,18,4.3,39,9.4,9.4,24,42,5.8,9,44,50,10.6,12.2,51,58,12.3,11.8,88,87,21.2,17.3,63,82,15.2,17.6,58.9,13.4,(X),(X),379,203,379,(X),103,107,103,(X),415,202,415,(X),0,11,0,7,415,202,100,7,0,11,0,7,415,202,415,(X),334,194,80.5,28.3,81,123,19.5,28.3,0,11,0,7,0,11,0,7,0,11,0,7,0,11,0,7,415,202,415,(X),0,11,0,7,0,11,0,7,0,11,0,7,0,11,0,7,0,11,0,7,415,202,100,7,183,92,(X),(X),379,203,379,(X)
8600000US10915,10915,ZCTA5 10915,75,75,0,0,0,0,31.7,0,11,0,31.7,30,48,40,19.2,45,61,60,19.2,0,11,0,31.7,0,11,0,31.7,55.2,0.7,(X),(X),75,107,75,(X),0,11,0,(X),75,107,75,(X),0,11,0,31.7,75,107,100,31.7,0,11,0,31.7,75,107,75,(X),75,107,100,31.7,0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,75,107,75,(X),0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,0,11,0,31.7,75,107,100,31.7,57,63,(X),(X),75,107,75,(X)
8600000US10916,10916,ZCTA5 10916,4228,4228,304,7.2,446,10.5,3,475,117,11.2,2.6,704,184,16.7,3.3,298,123,7,2.8,236,103,5.6,2.5,399,85,9.4,2,41.9,1.6,(X),(X),3206,330,3206,(X),676,81,676,(X),4228,413,4228,(X),0,11,0,0.7,4228,413,100,0.7,0,11,0,0.7,4228,413,4228,(X),3938,434,93.1,4.6,30,31,0.7,0.7,0,11,0,0.7,161,155,3.8,3.7,0,11,0,0.7,99,121,2.3,2.8,4228,413,4228,(X),293,115,6.9,2.6,41,61,1,1.4,140,97,3.3,2.3,0,11,0,0.7,112,69,2.6,1.6,3935,395,93.1,2.6,1410,147,(X),(X),3095,325,3095,(X)
8600000US10917,10917,ZCTA5 10917,1862,1862,100,5.4,119,6.4,5.2,284,113,15.3,5.3,313,136,16.8,5.7,128,67,6.9,3.5,95,60,5.1,3.2,134,82,7.2,4.5,40.4,3.1,(X),(X),1398,303,1398,(X),279,89,279,(X),1862,370,1862,(X),95,95,5.1,4.9,1767,349,94.9,4.9,95,95,5.1,4.9,1862,370,1862,(X),1696,340,91.1,8.1,0,11,0,1.6,0,11,0,1.6,98,80,5.3,4.2,0,11,0,1.6,163,188,8.8,9.4,1862,370,1862,(X),457,263,24.5,11.7,16,28,0.9,1.6,26,41,1.4,2.3,105,163,5.6,8.5,310,244,16.6,11.9,1405,287,75.5,11.7,639,109,(X),(X),1286,310,1286,(X)
8600000US10918,10918,ZCTA5 10918,12477,12477,1077,8.6,1466,11.7,2.5,1360,270,10.9,2.1,2295,401,18.4,3,938,187,7.5,1.5,586,172,4.7,1.4,927,254,7.4,1.9,39.1,4.5,(X),(X),9605,647,9605,(X),1464,254,1464,(X),12477,861,12477,(X),279,122,2.2,1,12198,858,97.8,1,279,122,2.2,1,12477,861,12477,(X),9928,880,79.6,4.7,1213,381,9.7,3,97,74,0.8,0.6,644,299,5.2,2.3,7,11,0.1,0.1,897,444,7.2,3.5,12477,861,12477,(X),2473,503,19.8,4,134,152,1.1,1.2,1325,572,10.6,4.5,38,52,0.3,0.4,976,451,7.8,3.7,10004,905,80.2,4,4147,315,(X),(X),9314,673,9314,(X)
