Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US11780,11780, 11780,10985,665,2216,2773,2389,2942,10302,616,2032,2628,2272,2754,484,37,98,106,91,152,141,12,70,25,3,31,52,0,10,14,23,5,6,0,6,0,0,0
8600000US11782,11782, 11782,10524,748,2360,2447,2500,2469,9935,660,2193,2326,2376,2380,443,80,132,107,69,55,83,8,19,14,17,25,49,0,2,0,38,9,14,0,14,0,0,0
8600000US11783,11783, 11783,14719,510,3588,4249,3832,2540,14020,498,3483,4075,3568,2396,454,2,82,127,160,83,159,0,23,40,62,34,58,0,0,7,42,9,28,10,0,0,0,18
8600000US11784,11784, 11784,17403,1570,5707,5874,2646,1606,16092,1454,5455,5517,2305,1361,1120,98,216,252,333,221,89,10,0,79,0,0,60,8,26,8,8,10,42,0,10,18,0,14
8600000US11786,11786, 11786,4259,144,834,1302,826,1153,3800,129,759,1133,683,1096,410,10,75,151,123,51,11,5,0,1,2,3,38,0,0,17,18,3,0,0,0,0,0,0
8600000US11787,11787, 11787,24944,1100,5183,6445,6230,5986,23795,996,4898,6271,5986,5644,682,86,168,102,105,221,334,18,82,50,120,64,116,0,19,21,19,57,17,0,16,1,0,0
8600000US11788,11788, 11788,11393,442,2880,2899,2820,2352,10637,376,2687,2768,2591,2215,356,42,101,75,100,38,138,0,12,32,31,63,171,14,45,8,74,30,91,10,35,16,24,6
8600000US11789,11789, 11789,6038,316,1322,1790,1594,1016,5734,287,1272,1695,1516,964,220,4,25,83,56,52,0,0,0,0,0,0,84,25,25,12,22,0,0,0,0,0,0,0
8600000US11790,11790, 11790,9340,268,846,1854,2619,3753,8801,171,808,1739,2441,3642,244,19,20,29,114,62,112,18,16,33,45,0,82,0,0,22,11,49,101,60,2,31,8,0
8600000US11791,11791, 11791,17399,634,2185,3121,5696,5763,16169,604,2039,2836,5339,5351,558,11,87,181,135,144,330,15,11,51,140,113,158,0,17,17,38,86,184,4,31,36,44,69
8600000US11792,11792, 11792,6424,263,1271,1808,1514,1568,6027,220,1178,1754,1380,1495,257,2,93,18,103,41,58,41,0,17,0,0,63,0,0,0,31,32,19,0,0,19,0,0
8600000US11793,11793, 11793,22338,1083,5688,6080,5459,4028,21441,1045,5468,5749,5324,3855,558,10,181,195,58,114,173,28,39,12,59,35,166,0,0,124,18,24,0,0,0,0,0,0
8600000US11794,11794, 11794,63,0,0,12,46,5,24,0,0,0,19,5,7,0,0,0,7,0,18,0,0,12,6,0,14,0,0,0,14,0,0,0,0,0,0,0
8600000US11795,11795, 11795,17233,910,4857,5021,3420,3025,16291,828,4685,4782,3168,2828,634,63,142,184,139,106,209,0,21,55,72,61,66,0,9,0,41,16,33,19,0,0,0,14
8600000US11796,11796, 11796,2824,259,909,698,525,433,2602,220,839,668,488,387,201,18,70,30,37,46,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11797,11797, 11797,6694,381,1110,819,2073,2311,5910,288,978,755,1721,2168,410,39,61,41,223,46,248,29,51,14,120,34,39,2,20,9,0,8,87,23,0,0,9,55
8600000US11798,11798, 11798,9015,1547,3078,2447,1168,775,8534,1504,2931,2251,1118,730,248,38,60,108,36,6,180,5,65,82,14,14,39,0,8,6,0,25,14,0,14,0,0,0
8600000US11801,11801, 11801,28310,2581,8617,7408,6451,3253,26491,2254,8203,7134,5835,3065,836,268,137,104,244,83,839,42,270,126,321,80,54,0,7,10,37,0,90,17,0,34,14,25
8600000US11803,11803, 11803,20189,851,3155,3601,6614,5968,19055,824,3001,3486,6192,5552,803,0,146,84,330,243,305,27,8,27,82,161,26,0,0,4,10,12,0,0,0,0,0,0
8600000US11804,11804, 11804,3465,137,594,686,1024,1024,3376,137,594,670,991,984,59,0,0,16,26,17,23,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,7,0
8600000US11901,11901, 11901,21187,3710,8082,5519,2211,1665,17395,2641,6440,4809,1902,1603,3349,986,1510,616,183,54,266,74,102,71,19,0,158,0,30,23,97,8,19,9,0,0,10,0
8600000US11930,11930, 11930,809,51,180,186,166,226,778,51,180,171,154,222,23,0,0,11,12,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0
8600000US11931,11931, 11931,38,0,0,38,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11932,11932, 11932,784,65,212,170,232,105,784,65,212,170,232,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11933,11933, 11933,5600,783,1913,1756,658,490,5453,783,1823,1738,638,471,126,0,80,18,20,8,5,0,5,0,0,0,11,0,0,0,0,11,5,0,5,0,0,0
8600000US11934,11934, 11934,5309,321,1618,1714,631,1025,5159,300,1567,1709,583,1000,126,21,51,5,24,25,4,0,0,0,4,0,20,0,0,0,20,0,0,0,0,0,0,0
8600000US11935,11935, 11935,2378,98,409,772,603,496,2315,98,385,772,585,475,0,0,0,0,0,0,32,0,11,0,0,21,31,0,13,0,18,0,0,0,0,0,0,0
8600000US11937,11937, 11937,12361,1047,2939,2769,3056,2550,11664,999,2819,2680,2704,2462,313,48,93,25,129,18,275,0,0,61,163,51,49,0,3,3,24,19,60,0,24,0,36,0
8600000US11939,11939, 11939,752,57,193,216,140,146,722,57,183,207,133,142,22,0,6,9,3,4,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11940,11940, 11940,3634,130,1054,1210,523,717,3427,126,1040,1120,435,706,67,4,7,39,17,0,101,0,7,51,43,0,12,0,0,0,12,0,27,0,0,0,16,11
8600000US11941,11941, 11941,1501,40,430,362,332,337,1415,36,381,362,307,329,72,0,39,0,25,8,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11942,11942, 11942,3377,151,982,932,643,669,3271,138,957,891,632,653,33,0,10,12,3,8,16,0,0,0,8,8,57,13,15,29,0,0,0,0,0,0,0,0
8600000US11944,11944, 11944,3343,443,984,706,619,591,2992,403,900,654,522,513,238,40,54,44,56,44,80,0,30,8,27,15,33,0,0,0,14,19,0,0,0,0,0,0
8600000US11946,11946, 11946,10511,940,3276,2767,2006,1522,10000,922,3196,2611,1896,1375,274,11,48,85,48,82,107,7,32,28,40,0,77,0,0,13,22,42,53,0,0,30,0,23
8600000US11947,11947, 11947,201,14,87,48,52,0,198,11,87,48,52,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11948,11948, 11948,654,0,227,147,53,227,654,0,227,147,53,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11949,11949, 11949,9524,566,2564,2962,1632,1800,8930,564,2468,2752,1446,1700,544,2,96,187,159,100,28,0,0,23,5,0,22,0,0,0,22,0,0,0,0,0,0,0
8600000US11950,11950, 11950,10253,1618,4331,2905,1066,333,9954,1568,4247,2834,1001,304,161,19,49,69,0,24,35,24,0,2,9,0,47,7,35,0,0,5,56,0,0,0,56,0
8600000US11951,11951, 11951,9199,979,4411,2260,978,571,8857,936,4381,2164,861,515,303,34,30,83,117,39,35,9,0,13,0,13,0,0,0,0,0,0,4,0,0,0,0,4
8600000US11952,11952, 11952,3755,229,1165,893,820,648,3578,215,1128,890,755,590,87,14,37,3,33,0,65,0,0,0,32,33,0,0,0,0,0,0,25,0,0,0,0,25
8600000US11953,11953, 11953,9619,640,3291,2928,1445,1315,8856,594,2986,2764,1346,1166,555,42,252,148,61,52,62,2,0,16,3,41,118,2,33,0,35,48,28,0,20,0,0,8
8600000US11954,11954, 11954,3076,179,813,922,827,335,2966,168,795,895,786,322,67,4,18,23,22,0,32,0,0,0,19,13,0,0,0,0,0,0,11,7,0,4,0,0
8600000US11955,11955, 11955,2693,248,517,1085,367,476,2473,248,456,1077,306,386,166,0,27,8,41,90,0,0,0,0,0,0,54,0,34,0,20,0,0,0,0,0,0,0
8600000US11956,11956, 11956,206,6,30,57,74,39,197,6,30,50,72,39,7,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11957,11957, 11957,626,30,187,211,115,83,620,30,187,205,115,83,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11958,11958, 11958,458,27,151,116,40,124,458,27,151,116,40,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11959,11959, 11959,755,9,106,125,261,254,749,9,101,124,261,254,1,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
8600000US11960,11960, 11960,558,0,142,164,101,151,543,0,130,164,101,148,15,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11961,11961, 11961,9853,996,3742,2900,953,1262,8936,931,3505,2647,794,1059,576,2,136,172,127,139,149,3,48,36,19,43,128,16,46,45,0,21,64,44,7,0,13,0
8600000US11962,11962, 11962,217,0,20,17,137,43,214,0,20,17,134,43,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11963,11963, 11963,5108,264,1212,849,1602,1181,4750,264,1166,829,1448,1043,143,0,22,3,53,65,111,0,6,0,74,31,93,0,18,17,16,42,11,0,0,0,11,0
8600000US11964,11964, 11964,1400,15,274,335,474,302,1396,15,274,331,474,302,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11965,11965, 11965,527,0,134,14,155,224,527,0,134,14,155,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11967,11967, 11967,17979,2674,7047,4983,1842,1433,16962,2578,6602,4652,1763,1367,689,96,204,301,52,36,40,0,0,11,14,15,200,0,185,0,0,15,88,0,56,19,13,0
8600000US11968,11968, 11968,8583,486,1803,2108,2600,1586,8069,423,1708,1983,2433,1522,325,26,83,77,92,47,111,26,12,9,47,17,63,9,0,26,28,0,15,2,0,13,0,0
8600000US11970,11970, 11970,104,0,15,71,18,0,104,0,15,71,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11971,11971, 11971,5000,174,1246,1657,1030,893,4717,170,1213,1521,920,893,234,4,0,136,94,0,0,0,0,0,0,0,49,0,33,0,16,0,0,0,0,0,0,0
8600000US11972,11972, 11972,876,46,251,181,267,131,857,46,248,181,267,115,1,0,1,0,0,0,17,0,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0
8600000US11973,11973, 11973,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11975,11975, 11975,199,0,35,51,55,58,194,0,30,51,55,58,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US11976,11976, 11976,1871,55,431,314,577,494,1782,50,412,314,543,463,83,0,19,0,34,30,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8600000US11977,11977, 11977,1624,104,377,386,354,403,1503,88,341,360,338,376,77,16,26,14,12,9,23,0,0,12,4,7,11,0,0,0,0,11,10,0,10,0,0,0
8600000US11978,11978, 11978,2218,75,627,518,532,466,2017,67,573,502,474,401,64,4,20,7,20,13,107,4,26,9,34,34,24,0,8,0,4,12,6,0,0,0,0,6
8600000US11980,11980, 11980,4208,381,1442,1192,670,523,3311,205,1158,969,528,451,690,152,275,140,80,43,131,24,9,48,39,11,76,0,0,35,23,18,0,0,0,0,0,0
8600000US12007,12007, 12007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12008,12008, 12008,347,24,58,71,87,107,294,1,58,66,75,94,4,2,0,2,0,0,49,21,0,3,12,13,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12009,12009, 12009,5429,216,1123,1736,1027,1327,5048,196,1020,1705,900,1227,212,7,58,0,111,36,88,13,24,24,8,19,23,0,2,0,8,13,58,0,19,7,0,32
8600000US12010,12010, 12010,19987,2905,6545,6803,2197,1537,17926,2375,5897,6096,2120,1438,1270,399,388,403,36,44,440,80,140,187,9,24,163,13,46,87,17,0,188,38,74,30,15,31
8600000US12015,12015, 12015,2143,184,808,603,224,324,2019,172,765,547,214,321,50,12,9,18,8,3,69,0,34,35,0,0,5,0,0,3,2,0,0,0,0,0,0,0
8600000US12017,12017, 12017,291,10,102,61,74,44,248,10,102,61,31,44,2,0,0,0,2,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12018,12018, 12018,5270,367,1293,1993,874,743,4887,337,1224,1831,821,674,285,30,69,117,48,21,62,0,0,24,0,38,36,0,0,21,5,10,0,0,0,0,0,0
8600000US12019,12019, 12019,10455,332,2084,2952,2450,2637,9607,279,1922,2670,2288,2448,534,35,86,177,121,115,217,18,58,96,26,19,79,0,0,9,15,55,18,0,18,0,0,0
8600000US12020,12020, 12020,22739,1305,5940,6873,5350,3271,20550,1235,5490,6134,4761,2930,1261,59,251,479,312,160,666,11,156,158,191,150,262,0,43,102,86,31,0,0,0,0,0,0
8600000US12022,12022, 12022,631,55,172,202,51,151,594,55,172,194,51,122,6,0,0,0,0,6,18,0,0,8,0,10,13,0,0,0,0,13,0,0,0,0,0,0
8600000US12023,12023, 12023,1469,134,488,407,238,202,1437,134,478,401,238,186,0,0,0,0,0,0,22,0,6,0,0,16,10,0,4,6,0,0,0,0,0,0,0,0
8600000US12024,12024, 12024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12025,12025, 12025,3906,168,1370,1567,526,275,3604,168,1282,1412,469,273,122,0,47,41,32,2,169,0,41,103,25,0,11,0,0,11,0,0,0,0,0,0,0,0
8600000US12027,12027, 12027,2691,36,503,589,980,583,2579,36,486,563,927,567,25,0,17,8,0,0,30,0,0,18,12,0,21,0,0,0,5,16,36,0,0,0,36,0
8600000US12028,12028, 12028,646,44,302,158,82,60,576,25,251,158,82,60,51,0,51,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12029,12029, 12029,762,100,176,154,131,201,704,100,158,140,110,196,36,0,16,3,14,3,16,0,0,11,3,2,6,0,2,0,4,0,0,0,0,0,0,0
8600000US12031,12031, 12031,141,9,64,37,25,6,133,9,60,33,25,6,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12032,12032, 12032,713,58,275,215,78,87,698,54,264,215,78,87,0,0,0,0,0,0,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12033,12033, 12033,5956,392,1476,2178,1063,847,5180,327,1232,1913,909,799,357,55,170,96,36,0,271,10,71,114,51,25,141,0,0,55,67,19,7,0,3,0,0,4
8600000US12035,12035, 12035,497,87,245,102,31,32,480,87,235,98,28,32,10,0,10,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12036,12036, 12036,205,33,110,28,17,17,172,33,77,28,17,17,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12037,12037, 12037,3282,264,998,931,478,611,3091,261,950,890,448,542,94,3,48,31,6,6,42,0,0,3,12,27,31,0,0,7,12,12,24,0,0,0,0,24
8600000US12040,12040, 12040,92,13,55,16,5,3,82,13,50,16,0,3,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12041,12041, 12041,421,37,232,78,8,66,421,37,232,78,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12042,12042, 12042,187,0,65,83,14,25,187,0,65,83,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12043,12043, 12043,5019,555,1692,1445,788,539,4253,485,1407,1176,672,513,512,43,211,169,89,0,188,14,74,47,27,26,66,13,0,53,0,0,0,0,0,0,0,0
8600000US12045,12045, 12045,347,46,130,159,12,0,347,46,130,159,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12046,12046, 12046,637,58,209,198,145,27,600,58,192,188,135,27,20,0,0,10,10,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12047,12047, 12047,14834,1660,4843,4255,2552,1524,12636,1463,4172,3718,2057,1226,1047,79,355,313,169,131,784,33,258,157,234,102,335,64,58,56,92,65,32,21,0,11,0,0
8600000US12051,12051, 12051,4271,1354,1372,895,389,261,4110,1328,1303,837,381,261,82,23,36,23,0,0,73,3,33,29,8,0,6,0,0,6,0,0,0,0,0,0,0,0
8600000US12052,12052, 12052,1295,67,485,377,232,134,1197,67,462,329,221,118,42,0,23,19,0,0,30,0,0,24,6,0,10,0,0,5,5,0,16,0,0,0,0,16
8600000US12053,12053, 12053,3322,242,1170,1096,461,353,3232,239,1095,1094,455,349,15,3,10,2,0,0,27,0,17,0,6,4,48,0,48,0,0,0,0,0,0,0,0,0
8600000US12054,12054, 12054,11702,305,1207,2273,3464,4453,10509,248,1047,2092,2967,4155,539,0,106,94,227,112,407,3,51,67,166,120,120,0,0,0,67,53,127,54,3,20,37,13
8600000US12056,12056, 12056,1576,95,518,407,332,224,1529,95,484,407,319,224,20,0,20,0,0,0,27,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12057,12057, 12057,1585,118,704,553,144,66,1490,100,697,483,144,66,18,18,0,0,0,0,44,0,0,44,0,0,33,0,7,26,0,0,0,0,0,0,0,0
8600000US12058,12058, 12058,1125,52,456,369,139,109,1105,52,456,366,133,98,0,0,0,0,0,0,3,0,0,3,0,0,17,0,0,0,6,11,0,0,0,0,0,0
8600000US12059,12059, 12059,1239,45,437,358,225,174,1196,40,422,352,219,163,16,0,5,0,0,11,22,5,5,6,6,0,5,0,5,0,0,0,0,0,0,0,0,0
8600000US12060,12060, 12060,1137,26,233,407,183,288,1047,26,209,396,173,243,30,0,24,0,0,6,32,0,0,0,0,32,28,0,0,11,10,7,0,0,0,0,0,0
8600000US12061,12061, 12061,6753,256,1462,1919,1526,1590,6207,249,1291,1708,1438,1521,257,0,41,147,33,36,107,7,40,16,31,13,129,0,71,38,0,20,53,0,19,10,24,0
8600000US12062,12062, 12062,1177,54,527,355,102,139,1120,48,523,326,98,125,36,4,2,14,2,14,12,0,0,10,2,0,9,2,2,5,0,0,0,0,0,0,0,0
8600000US12063,12063, 12063,262,0,38,99,62,63,201,0,38,62,48,53,51,0,0,37,14,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12064,12064, 12064,338,61,158,71,31,17,310,61,146,55,31,17,23,0,12,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12065,12065, 12065,30151,1354,4981,8465,8676,6675,25966,1063,4420,7229,7311,5943,1751,67,289,650,490,255,1280,134,159,312,403,272,783,17,37,274,308,147,371,73,76,0,164,58
8600000US12066,12066, 12066,1341,81,507,536,141,76,1235,79,465,491,124,76,41,0,24,8,9,0,46,2,18,18,8,0,19,0,0,19,0,0,0,0,0,0,0,0
8600000US12067,12067, 12067,1112,31,412,336,137,196,1031,31,349,318,137,196,81,0,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12068,12068, 12068,2060,246,729,692,229,164,1876,154,690,686,182,164,51,35,13,3,0,0,130,57,26,0,47,0,3,0,0,3,0,0,0,0,0,0,0,0
8600000US12069,12069, 12069,85,4,28,47,0,6,85,4,28,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12070,12070, 12070,1123,119,327,411,122,144,1019,100,291,371,113,144,42,9,8,18,7,0,39,0,28,9,2,0,23,10,0,13,0,0,0,0,0,0,0,0
8600000US12071,12071, 12071,235,38,69,96,32,0,232,38,69,93,32,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12072,12072, 12072,1738,282,632,537,204,83,1486,210,561,444,198,73,112,32,53,27,0,0,134,40,18,66,0,10,6,0,0,0,6,0,0,0,0,0,0,0
8600000US12074,12074, 12074,2154,174,658,613,441,268,2043,174,618,572,419,260,44,0,25,13,6,0,64,0,15,25,16,8,3,0,0,3,0,0,0,0,0,0,0,0
8600000US12075,12075, 12075,2358,229,718,683,419,309,2208,204,703,609,390,302,35,0,0,6,29,0,25,4,15,3,0,3,69,0,0,65,0,4,21,21,0,0,0,0
8600000US12076,12076, 12076,1188,115,502,364,98,109,1070,101,450,315,98,106,51,4,23,21,0,3,42,10,16,16,0,0,25,0,13,12,0,0,0,0,0,0,0,0
8600000US12077,12077, 12077,4596,179,835,1092,997,1493,3896,123,628,834,916,1395,198,0,22,112,31,33,308,56,125,99,14,14,194,0,60,47,36,51,0,0,0,0,0,0
8600000US12078,12078, 12078,16674,2662,6065,5447,1237,1263,15089,2290,5553,4894,1197,1155,1050,300,357,365,10,18,442,72,127,161,12,70,75,0,28,27,0,20,18,0,0,0,18,0
8600000US12083,12083, 12083,2647,228,937,890,384,208,2632,227,935,879,384,207,9,0,0,9,0,0,5,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8600000US12084,12084, 12084,3194,68,504,790,810,1022,2612,39,429,703,659,782,367,14,35,83,48,187,21,0,1,4,16,0,102,0,0,0,56,46,92,15,39,0,31,7
8600000US12085,12085, 12085,280,5,91,128,50,6,214,5,55,112,36,6,23,0,23,0,0,0,17,0,5,4,8,0,6,0,0,0,6,0,20,0,8,12,0,0
8600000US12086,12086, 12086,1201,66,333,519,154,129,1183,66,322,519,154,122,11,0,11,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12087,12087, 12087,717,30,405,239,18,25,701,30,397,231,18,25,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12089,12089, 12089,122,8,0,52,62,0,122,8,0,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12090,12090, 12090,4196,233,1613,1421,769,160,3542,146,1295,1223,730,148,414,42,185,164,11,12,122,45,64,0,13,0,113,0,69,29,15,0,5,0,0,5,0,0
8600000US12092,12092, 12092,540,27,306,120,60,27,471,27,279,95,60,10,19,0,12,7,0,0,0,0,0,0,0,0,50,0,15,18,0,17,0,0,0,0,0,0
8600000US12093,12093, 12093,1213,206,434,360,114,99,1174,206,416,352,110,90,4,0,0,4,0,0,30,0,13,4,4,9,0,0,0,0,0,0,5,0,5,0,0,0
8600000US12094,12094, 12094,1610,114,528,578,229,161,1542,114,514,527,229,158,0,0,0,0,0,0,68,0,14,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12095,12095, 12095,8637,1038,2916,2721,1168,794,7265,847,2443,2432,887,656,728,122,238,205,120,43,444,44,213,65,52,70,150,1,4,19,101,25,50,24,18,0,8,0
8600000US12106,12106, 12106,1875,72,468,485,461,389,1688,57,412,416,422,381,126,11,48,42,20,5,32,0,4,25,3,0,29,4,4,2,16,3,0,0,0,0,0,0
8600000US12108,12108, 12108,186,9,57,81,24,15,184,8,56,81,24,15,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12110,12110, 12110,14463,817,3484,4229,3143,2790,12681,594,2974,3744,2805,2564,948,112,365,220,134,117,500,30,121,121,165,63,282,81,24,144,11,22,52,0,0,0,28,24
8600000US12115,12115, 12115,130,0,8,50,42,30,126,0,4,50,42,30,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12116,12116, 12116,1519,140,625,456,183,115,1429,134,579,423,183,110,90,6,46,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12117,12117, 12117,2451,229,830,939,256,197,2304,210,802,881,231,180,98,19,23,36,13,7,40,0,5,13,12,10,9,0,0,9,0,0,0,0,0,0,0,0
8600000US12118,12118, 12118,10779,709,3214,3364,2246,1246,9616,644,2968,2965,1887,1152,588,24,142,243,158,21,433,41,104,97,175,16,101,0,0,49,6,46,41,0,0,10,20,11
8600000US12120,12120, 12120,480,45,237,106,31,61,445,36,225,92,31,61,28,5,9,14,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12121,12121, 12121,1279,55,534,434,151,105,1262,55,524,427,151,105,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0
8600000US12122,12122, 12122,3582,462,1309,1139,383,289,3265,440,1166,1061,319,279,174,13,52,48,61,0,114,9,62,30,3,10,29,0,29,0,0,0,0,0,0,0,0,0
8600000US12123,12123, 12123,3978,236,1408,1278,656,400,3599,184,1205,1179,640,391,313,47,192,61,13,0,66,5,11,38,3,9,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12124,12124, 12124,566,149,179,108,85,45,565,149,178,108,85,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12125,12125, 12125,1126,157,360,282,204,123,1004,141,340,202,198,123,38,0,13,25,0,0,44,0,7,37,0,0,40,16,0,18,6,0,0,0,0,0,0,0
8600000US12130,12130, 12130,600,0,133,254,134,79,600,0,133,254,134,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12131,12131, 12131,80,12,34,22,3,9,65,12,24,17,3,9,12,0,7,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
