GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner-occupied housing units:,Margin of Error; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Margin of Error; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Margin of Error; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Margin of Error; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Margin of Error; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Margin of Error; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Margin of Error; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Margin of Error; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Margin of Error; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher,Margin of Error; Renter-occupied housing units: - Bachelor's degree or higher
8600000US12811,12811,ZCTA5 12811,18,23,15,24,0,11,15,24,0,11,0,11,3,5,0,11,0,11,0,11,3,5
8600000US12812,12812,ZCTA5 12812,37,21,34,21,4,6,9,14,0,11,21,16,3,6,0,11,0,11,2,5,1,2
8600000US12814,12814,ZCTA5 12814,582,108,414,85,20,30,138,54,141,58,115,49,168,80,13,16,27,32,67,51,61,54
8600000US12815,12815,ZCTA5 12815,440,65,400,61,30,14,145,41,96,36,129,32,40,22,0,11,15,17,6,7,19,13
8600000US12816,12816,ZCTA5 12816,1994,148,1485,129,99,55,479,94,366,67,541,87,509,99,92,47,151,67,136,49,130,59
8600000US12817,12817,ZCTA5 12817,1028,171,860,150,20,23,274,80,184,84,382,106,168,90,11,18,96,83,52,52,9,15
8600000US12819,12819,ZCTA5 12819,136,32,118,29,10,7,54,22,35,16,19,12,18,14,6,9,9,11,3,4,0,11
8600000US12821,12821,ZCTA5 12821,141,58,89,39,17,20,28,34,37,25,7,12,52,55,0,11,52,55,0,11,0,11
8600000US12822,12822,ZCTA5 12822,2366,139,1840,146,157,66,663,103,515,100,505,122,526,96,79,39,263,74,136,52,48,30
8600000US12823,12823,ZCTA5 12823,151,107,140,107,54,63,79,79,7,12,0,11,11,17,0,11,11,17,0,11,0,11
8600000US12824,12824,ZCTA5 12824,496,103,438,100,28,40,107,58,101,46,202,66,58,33,0,11,36,29,0,11,22,25
8600000US12827,12827,ZCTA5 12827,1435,174,1152,149,96,34,531,115,264,77,261,80,283,127,57,49,165,102,37,27,24,18
8600000US12828,12828,ZCTA5 12828,3579,273,2679,259,218,108,1043,214,820,212,598,148,900,220,94,80,340,139,424,172,42,41
8600000US12831,12831,ZCTA5 12831,6488,305,4957,263,214,124,1101,229,1604,234,2038,265,1531,273,92,80,568,187,612,164,259,132
8600000US12832,12832,ZCTA5 12832,2698,239,1809,178,232,123,648,130,555,121,374,92,889,194,158,67,308,104,286,113,137,93
8600000US12833,12833,ZCTA5 12833,1715,162,1468,160,164,94,409,117,319,86,576,112,247,81,49,48,29,25,103,65,66,52
8600000US12834,12834,ZCTA5 12834,2547,198,2071,185,137,84,670,117,520,91,744,129,476,104,45,36,227,77,107,42,97,46
8600000US12835,12835,ZCTA5 12835,1040,73,898,75,76,27,328,64,290,50,204,52,142,44,27,23,63,28,47,25,5,5
8600000US12836,12836,ZCTA5 12836,319,47,275,45,17,11,83,24,93,28,82,24,44,20,3,4,21,17,12,15,8,5
8600000US12837,12837,ZCTA5 12837,317,81,259,86,40,27,125,84,55,27,39,35,58,38,2,4,10,8,26,25,20,29
8600000US12838,12838,ZCTA5 12838,225,49,197,41,13,12,72,30,54,32,58,33,28,28,0,11,15,24,8,11,5,8
8600000US12839,12839,ZCTA5 12839,5135,241,2805,262,162,77,945,201,1128,192,570,151,2330,210,316,148,686,173,900,229,428,158
8600000US12841,12841,ZCTA5 12841,67,23,52,22,16,18,2,4,19,12,15,9,15,14,0,11,6,9,0,11,9,10
8600000US12842,12842,ZCTA5 12842,230,61,185,53,16,19,86,35,54,32,29,13,45,30,1,5,12,12,15,16,17,19
8600000US12843,12843,ZCTA5 12843,162,43,127,35,22,19,47,24,32,20,26,21,35,29,0,11,28,27,7,10,0,11
8600000US12844,12844,ZCTA5 12844,99,55,76,49,0,11,33,40,10,15,33,39,23,27,0,11,0,11,12,20,11,19
8600000US12845,12845,ZCTA5 12845,1996,130,1598,129,134,61,308,76,590,102,566,102,398,74,47,35,96,58,147,60,108,43
8600000US12846,12846,ZCTA5 12846,1290,122,1059,147,158,87,411,104,318,104,172,58,231,77,69,61,65,61,62,38,35,29
8600000US12847,12847,ZCTA5 12847,101,26,91,24,5,6,24,11,19,13,43,14,10,7,0,11,3,4,3,4,4,4
8600000US12849,12849,ZCTA5 12849,146,70,146,70,0,11,116,77,30,23,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12850,12850,ZCTA5 12850,1248,136,1018,150,85,40,269,78,241,64,423,112,230,116,0,11,28,22,193,110,9,14
8600000US12851,12851,ZCTA5 12851,135,28,124,28,14,9,44,19,25,13,41,18,11,10,5,9,6,5,0,11,0,11
8600000US12852,12852,ZCTA5 12852,224,31,212,31,22,12,88,26,42,15,60,22,12,10,0,11,3,4,2,4,7,9
8600000US12853,12853,ZCTA5 12853,661,98,530,103,69,44,234,87,108,47,119,56,131,46,13,21,44,29,66,39,8,11
8600000US12855,12855,ZCTA5 12855,116,24,92,22,12,8,32,16,37,13,11,7,24,13,7,10,12,10,1,4,4,4
8600000US12856,12856,ZCTA5 12856,50,33,50,33,0,11,6,8,30,37,14,17,0,11,0,11,0,11,0,11,0,11
8600000US12857,12857,ZCTA5 12857,199,44,160,30,28,15,36,14,54,21,42,14,39,36,7,8,4,5,2,3,26,33
8600000US12858,12858,ZCTA5 12858,41,22,41,22,5,6,7,7,4,5,25,19,0,11,0,11,0,11,0,11,0,11
8600000US12859,12859,ZCTA5 12859,861,112,723,114,68,47,314,95,167,76,174,76,138,81,0,11,114,84,18,20,6,10
8600000US12860,12860,ZCTA5 12860,259,95,218,81,7,8,55,47,86,48,70,66,41,58,0,11,41,58,0,11,0,11
8600000US12861,12861,ZCTA5 12861,296,50,266,44,8,6,94,33,96,24,68,25,30,20,0,11,10,13,20,15,0,11
8600000US12862,12862,ZCTA5 12862,6,8,6,8,0,11,0,11,0,11,6,8,0,11,0,11,0,11,0,11,0,11
8600000US12863,12863,ZCTA5 12863,275,66,233,65,0,11,84,51,63,47,86,40,42,26,0,11,0,11,17,19,25,22
8600000US12864,12864,ZCTA5 12864,26,24,23,24,0,11,0,11,23,24,0,11,3,5,0,11,0,11,0,11,3,5
8600000US12865,12865,ZCTA5 12865,1608,126,1379,133,83,30,446,112,458,74,392,68,229,55,32,20,99,40,38,21,60,29
8600000US12866,12866,ZCTA5 12866,17005,562,10229,548,498,129,1506,236,2241,341,5984,423,6776,447,319,174,1060,283,2145,385,3252,390
8600000US12870,12870,ZCTA5 12870,491,116,389,106,17,18,78,45,137,61,157,83,102,44,12,11,50,33,17,18,23,23
8600000US12871,12871,ZCTA5 12871,1651,135,1267,129,104,53,349,91,367,103,447,107,384,64,61,28,129,45,130,49,64,33
8600000US12872,12872,ZCTA5 12872,17,12,14,14,0,11,10,16,0,11,4,6,3,4,0,11,0,11,3,4,0,11
8600000US12873,12873,ZCTA5 12873,345,57,324,58,14,10,90,38,104,34,116,36,21,16,0,11,9,9,7,11,5,8
8600000US12874,12874,ZCTA5 12874,87,23,85,23,0,11,12,11,14,13,59,17,2,3,0,11,0,11,0,11,2,3
8600000US12878,12878,ZCTA5 12878,280,43,253,39,27,16,96,25,73,25,57,21,27,16,0,11,22,14,3,4,2,4
8600000US12883,12883,ZCTA5 12883,2055,187,1613,199,81,54,377,156,650,143,505,147,442,145,80,59,171,96,159,104,32,37
8600000US12884,12884,ZCTA5 12884,166,39,128,35,32,23,53,24,32,16,11,7,38,20,18,16,10,10,5,5,5,10
8600000US12885,12885,ZCTA5 12885,1829,141,1293,138,120,60,477,99,427,97,269,88,536,143,108,79,196,93,165,86,67,52
8600000US12886,12886,ZCTA5 12886,86,40,66,33,7,11,16,17,30,24,13,15,20,24,0,11,0,11,20,24,0,11
8600000US12887,12887,ZCTA5 12887,1946,123,1362,124,142,60,772,125,256,79,192,59,584,105,93,43,309,90,137,49,45,28
8600000US12901,12901,ZCTA5 12901,13086,422,7087,374,486,132,1898,239,2100,253,2603,235,5999,337,831,250,1916,307,2091,303,1161,219
8600000US12903,12903,ZCTA5 12903,597,87,354,70,12,14,30,25,108,46,204,68,243,74,18,22,42,37,107,62,76,45
8600000US12910,12910,ZCTA5 12910,606,81,501,72,71,38,211,56,137,49,82,36,105,44,28,23,61,37,11,13,5,8
8600000US12911,12911,ZCTA5 12911,4,8,4,8,4,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12912,12912,ZCTA5 12912,866,114,586,99,42,23,228,73,140,51,176,63,280,83,30,28,126,59,82,40,42,41
8600000US12913,12913,ZCTA5 12913,540,82,445,80,15,20,114,46,184,48,132,41,95,37,16,17,48,26,11,9,20,21
8600000US12914,12914,ZCTA5 12914,353,69,262,56,33,20,76,23,115,44,38,20,91,42,14,10,62,41,3,4,12,15
8600000US12916,12916,ZCTA5 12916,804,113,634,107,81,64,305,76,190,53,58,37,170,59,22,18,57,31,58,37,33,30
8600000US12917,12917,ZCTA5 12917,587,58,462,46,71,32,205,38,124,30,62,22,125,39,17,10,46,22,46,24,16,22
8600000US12918,12918,ZCTA5 12918,890,149,796,151,55,41,193,88,208,87,340,149,94,52,0,11,42,35,20,25,32,29
8600000US12919,12919,ZCTA5 12919,1274,129,988,133,199,115,312,108,329,122,148,58,286,77,59,37,122,66,79,37,26,20
8600000US12920,12920,ZCTA5 12920,1016,85,752,83,74,26,347,59,224,53,107,38,264,51,54,25,98,42,87,32,25,18
8600000US12921,12921,ZCTA5 12921,961,116,814,117,37,32,291,107,223,83,263,78,147,65,57,42,53,52,28,29,9,14
8600000US12922,12922,ZCTA5 12922,20,13,18,13,1,2,8,9,6,8,3,3,2,3,0,11,0,11,2,3,0,11
8600000US12923,12923,ZCTA5 12923,256,37,207,37,23,13,111,32,42,16,31,17,49,21,13,14,23,16,10,6,3,5
8600000US12924,12924,ZCTA5 12924,54,34,44,28,12,17,32,24,0,11,0,11,10,17,0,11,0,11,10,17,0,11
8600000US12926,12926,ZCTA5 12926,906,87,719,73,91,25,331,67,213,41,84,34,187,54,57,33,96,41,21,17,13,9
8600000US12927,12927,ZCTA5 12927,103,29,89,25,4,4,30,15,22,14,33,16,14,13,0,11,7,10,3,6,4,4
8600000US12928,12928,ZCTA5 12928,741,61,597,67,48,27,211,54,250,54,88,40,144,50,10,10,59,33,65,41,10,13
8600000US12929,12929,ZCTA5 12929,292,72,211,57,19,21,86,42,73,34,33,21,81,43,16,19,7,11,37,28,21,25
8600000US12930,12930,ZCTA5 12930,285,59,236,47,31,14,101,27,74,27,30,17,49,30,6,6,25,25,16,14,2,3
8600000US12932,12932,ZCTA5 12932,559,76,421,61,12,9,119,38,157,47,133,45,138,49,14,22,33,30,76,39,15,18
8600000US12933,12933,ZCTA5 12933,15,17,15,17,0,11,0,11,12,18,3,5,0,11,0,11,0,11,0,11,0,11
8600000US12934,12934,ZCTA5 12934,395,61,295,61,68,23,148,43,57,24,22,12,100,30,26,21,51,21,15,13,8,9
8600000US12935,12935,ZCTA5 12935,649,104,464,84,88,50,157,53,163,44,56,20,185,64,34,20,35,22,106,57,10,10
8600000US12936,12936,ZCTA5 12936,208,41,170,37,10,7,33,18,46,17,81,29,38,22,4,5,19,17,5,5,10,9
8600000US12937,12937,ZCTA5 12937,711,88,571,82,43,16,214,42,208,64,106,33,140,51,9,6,52,30,73,43,6,6
8600000US12939,12939,ZCTA5 12939,106,32,73,29,0,11,17,16,42,20,14,17,33,23,0,11,10,13,14,15,9,11
8600000US12941,12941,ZCTA5 12941,531,84,480,77,22,27,110,38,172,69,176,57,51,34,0,11,5,7,41,33,5,7
8600000US12942,12942,ZCTA5 12942,387,75,346,74,0,11,64,33,104,40,178,63,41,30,0,11,11,17,14,19,16,17
8600000US12943,12943,ZCTA5 12943,166,45,88,35,4,6,31,25,27,19,26,20,78,37,0,11,0,11,18,22,60,31
8600000US12944,12944,ZCTA5 12944,1676,127,1238,109,83,38,416,82,444,89,295,59,438,94,103,64,122,40,182,72,31,24
8600000US12945,12945,ZCTA5 12945,209,62,201,63,0,11,50,40,86,58,65,44,8,12,0,11,0,11,8,12,0,11
8600000US12946,12946,ZCTA5 12946,2003,176,1173,156,24,21,167,86,413,127,569,154,830,150,128,78,130,70,247,104,325,129
8600000US12950,12950,ZCTA5 12950,316,47,262,49,20,15,125,34,80,34,37,23,54,29,8,7,23,19,20,19,3,6
8600000US12952,12952,ZCTA5 12952,222,71,135,54,0,11,89,50,15,19,31,33,87,52,33,30,20,21,30,38,4,6
8600000US12953,12953,ZCTA5 12953,4820,249,3356,253,286,104,1000,155,1225,192,845,142,1464,207,292,121,646,151,307,103,219,99
8600000US12955,12955,ZCTA5 12955,156,38,141,35,6,6,51,22,45,21,39,21,15,14,0,11,11,13,4,5,0,11
8600000US12956,12956,ZCTA5 12956,373,113,295,92,24,28,171,76,85,78,15,20,78,67,25,40,41,56,12,18,0,11
8600000US12957,12957,ZCTA5 12957,723,113,512,126,38,29,260,98,149,86,65,44,211,91,49,66,52,36,110,66,0,11
8600000US12958,12958,ZCTA5 12958,997,153,753,177,38,42,351,159,236,129,128,76,244,172,69,90,93,135,0,11,82,104
8600000US12959,12959,ZCTA5 12959,637,147,581,136,113,75,277,106,83,103,108,74,56,87,0,11,56,87,0,11,0,11
8600000US12960,12960,ZCTA5 12960,431,122,325,99,0,11,143,63,147,68,35,55,106,87,0,11,45,66,61,60,0,11
8600000US12961,12961,ZCTA5 12961,148,76,88,46,12,18,76,46,0,11,0,11,60,67,0,11,60,67,0,11,0,11
8600000US12962,12962,ZCTA5 12962,2402,204,1979,194,124,90,621,165,634,152,600,136,423,152,30,47,126,93,131,67,136,105
8600000US12964,12964,ZCTA5 12964,37,22,19,10,0,11,5,6,7,7,7,7,18,19,4,7,0,11,3,5,11,17
8600000US12965,12965,ZCTA5 12965,180,39,159,38,0,11,79,31,52,22,28,21,21,14,8,12,0,11,6,7,7,7
8600000US12966,12966,ZCTA5 12966,1070,118,850,102,61,29,422,87,230,57,137,52,220,69,55,46,48,31,96,45,21,15
8600000US12967,12967,ZCTA5 12967,423,51,353,49,54,27,149,38,103,30,47,25,70,30,25,23,20,11,14,16,11,9
8600000US12969,12969,ZCTA5 12969,233,42,225,42,20,16,72,23,77,28,56,25,8,9,0,11,3,4,5,8,0,11
8600000US12970,12970,ZCTA5 12970,142,23,99,24,3,4,17,12,28,15,51,19,43,16,0,11,5,7,10,7,28,14
8600000US12972,12972,ZCTA5 12972,2178,238,1774,223,11,19,502,131,682,170,579,150,404,164,95,90,136,74,127,81,46,59
8600000US12973,12973,ZCTA5 12973,48,17,48,17,1,2,9,8,20,12,18,12,0,11,0,11,0,11,0,11,0,11
8600000US12974,12974,ZCTA5 12974,660,111,507,103,10,9,200,76,137,42,160,62,153,52,60,34,56,28,21,14,16,16
8600000US12975,12975,ZCTA5 12975,145,46,100,43,0,11,27,25,22,17,51,38,45,37,0,11,23,25,0,11,22,26
8600000US12976,12976,ZCTA5 12976,102,28,93,26,0,11,9,6,30,19,54,21,9,11,3,4,0,11,6,11,0,11
8600000US12977,12977,ZCTA5 12977,36,55,36,55,0,11,0,11,36,55,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12978,12978,ZCTA5 12978,144,94,79,74,0,11,13,21,45,69,21,21,65,75,14,21,51,73,0,11,0,11
8600000US12979,12979,ZCTA5 12979,978,111,563,86,12,12,157,48,244,66,150,36,415,72,77,41,168,56,139,52,31,23
8600000US12980,12980,ZCTA5 12980,530,63,455,61,79,26,179,47,153,37,44,20,75,26,19,15,25,17,22,17,9,9
8600000US12981,12981,ZCTA5 12981,982,165,850,149,48,31,396,132,266,122,140,69,132,85,7,12,48,36,28,39,49,77
8600000US12983,12983,ZCTA5 12983,3384,214,2022,184,73,44,287,91,714,110,948,149,1362,189,110,54,343,118,510,121,399,103
8600000US12985,12985,ZCTA5 12985,569,198,464,180,108,129,134,99,141,92,81,60,105,100,0,11,102,100,3,4,0,11
8600000US12986,12986,ZCTA5 12986,2524,143,1753,151,159,72,522,121,621,119,451,98,771,114,122,80,399,124,182,85,68,40
8600000US12987,12987,ZCTA5 12987,130,44,110,46,28,30,3,6,35,28,44,25,20,26,0,11,0,11,0,11,20,26
8600000US12989,12989,ZCTA5 12989,434,57,376,52,37,20,67,22,135,36,137,38,58,31,0,11,6,6,38,26,14,14
8600000US12992,12992,ZCTA5 12992,2097,217,1645,180,267,113,652,150,468,127,258,112,452,167,76,69,116,69,94,61,166,123
8600000US12993,12993,ZCTA5 12993,670,71,559,70,68,33,164,47,131,40,196,45,111,38,3,4,39,23,49,29,20,11
8600000US12996,12996,ZCTA5 12996,926,93,765,93,101,60,304,79,204,52,156,55,161,58,6,7,99,49,44,33,12,12
8600000US12997,12997,ZCTA5 12997,538,70,423,65,27,25,109,28,134,42,153,39,115,48,19,15,48,31,35,26,13,15
8600000US12998,12998,ZCTA5 12998,185,79,169,74,36,55,72,44,50,35,11,17,16,24,0,11,0,11,16,24,0,11
8600000US13020,13020,ZCTA5 13020,74,55,74,55,0,11,16,15,18,14,40,56,0,11,0,11,0,11,0,11,0,11
8600000US13021,13021,ZCTA5 13021,16895,388,10280,379,728,163,2590,252,3898,318,3064,286,6615,402,839,204,1673,251,2722,339,1381,235
8600000US13024,13024,ZCTA5 13024,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13026,13026,ZCTA5 13026,589,72,437,50,24,13,98,23,94,31,221,39,152,50,61,44,24,14,44,27,23,19
8600000US13027,13027,ZCTA5 13027,13683,377,10159,401,290,104,2073,254,3043,311,4753,309,3524,359,163,105,1014,250,1425,223,922,200
8600000US13028,13028,ZCTA5 13028,554,129,402,102,83,77,117,51,126,73,76,57,152,113,30,46,60,57,62,77,0,11
8600000US13029,13029,ZCTA5 13029,2842,170,2190,169,91,60,567,139,705,161,827,172,652,150,93,74,195,110,283,133,81,73
8600000US13030,13030,ZCTA5 13030,1456,170,1147,164,84,47,403,117,434,144,226,78,309,125,28,36,45,39,183,109,53,46
8600000US13031,13031,ZCTA5 13031,6350,195,5058,202,142,53,822,132,1791,195,2303,201,1292,138,45,28,388,95,376,87,483,108
8600000US13032,13032,ZCTA5 13032,4786,310,3498,283,247,83,1082,156,1290,209,879,172,1288,233,157,91,635,190,348,122,148,96
8600000US13033,13033,ZCTA5 13033,1388,95,1227,87,100,36,525,93,298,55,304,62,161,38,28,20,77,28,47,28,9,9
8600000US13034,13034,ZCTA5 13034,768,75,644,60,59,28,146,41,256,54,183,53,124,39,32,29,45,23,37,20,10,12
8600000US13035,13035,ZCTA5 13035,3194,190,2603,189,41,20,487,119,648,139,1427,153,591,93,57,37,208,72,203,69,123,40
8600000US13036,13036,ZCTA5 13036,3533,211,2771,191,250,90,1093,148,1009,169,419,82,762,129,163,68,297,83,222,79,80,54
8600000US13037,13037,ZCTA5 13037,3376,198,2803,185,104,62,862,143,833,119,1004,187,573,135,60,40,184,105,276,89,53,39
8600000US13039,13039,ZCTA5 13039,6641,255,5752,295,124,58,1074,192,2080,253,2474,227,889,177,46,38,350,124,242,118,251,110
8600000US13040,13040,ZCTA5 13040,1027,97,802,75,78,28,347,61,219,40,158,42,225,60,15,12,132,49,58,25,20,14
8600000US13041,13041,ZCTA5 13041,4214,176,3772,191,139,70,779,172,1125,185,1729,215,442,140,80,79,85,46,195,94,82,49
8600000US13042,13042,ZCTA5 13042,979,140,757,148,77,51,345,127,237,80,98,52,222,102,35,44,68,45,101,69,18,26
8600000US13044,13044,ZCTA5 13044,969,147,815,134,118,66,233,86,303,77,161,74,154,107,66,83,0,11,68,70,20,23
8600000US13045,13045,ZCTA5 13045,10738,318,6328,339,362,105,1669,198,1981,211,2316,224,4410,376,441,148,1505,275,1682,264,782,170
8600000US13051,13051,ZCTA5 13051,102,88,41,64,0,11,41,64,0,11,0,11,61,72,0,11,0,11,48,68,13,22
8600000US13052,13052,ZCTA5 13052,597,57,492,54,41,16,169,35,175,38,107,29,105,27,21,13,42,18,26,15,16,15
8600000US13053,13053,ZCTA5 13053,1798,160,1364,128,21,21,351,105,405,91,587,107,434,114,158,85,102,60,79,45,95,51
8600000US13054,13054,ZCTA5 13054,500,113,385,105,32,35,156,60,134,70,63,61,115,61,0,11,39,40,76,63,0,11
8600000US13057,13057,ZCTA5 13057,6113,234,4534,271,197,73,1265,164,1545,227,1527,186,1579,194,129,78,577,137,558,142,315,104
8600000US13060,13060,ZCTA5 13060,1131,132,1022,124,105,100,304,105,363,113,250,73,109,45,4,6,21,19,78,40,6,7
8600000US13061,13061,ZCTA5 13061,434,76,343,65,19,18,98,41,111,36,115,37,91,48,5,7,49,44,8,11,29,19
8600000US13062,13062,ZCTA5 13062,22,24,22,24,0,11,15,22,0,11,7,11,0,11,0,11,0,11,0,11,0,11
8600000US13063,13063,ZCTA5 13063,640,79,542,83,17,21,143,54,176,50,206,64,98,49,3,4,8,8,34,19,53,46
8600000US13064,13064,ZCTA5 13064,34,18,28,15,0,11,6,6,0,11,22,16,6,8,0,11,4,8,0,11,2,3
8600000US13066,13066,ZCTA5 13066,5165,250,3930,216,74,47,382,103,827,148,2647,206,1235,198,59,52,209,93,491,147,476,145
8600000US13068,13068,ZCTA5 13068,2204,180,1529,184,11,13,320,96,516,135,682,125,675,128,56,39,132,68,240,88,247,82
8600000US13069,13069,ZCTA5 13069,9262,286,6172,341,428,116,2326,293,2019,264,1399,215,3090,295,585,161,1325,210,920,187,260,106
8600000US13071,13071,ZCTA5 13071,353,42,276,34,19,11,86,26,96,21,75,24,77,33,4,4,27,25,23,19,23,17
8600000US13072,13072,ZCTA5 13072,250,37,223,36,49,22,98,24,63,19,13,9,27,14,11,11,12,8,4,4,0,11
8600000US13073,13073,ZCTA5 13073,2656,181,1952,186,97,57,658,153,690,136,507,113,704,157,68,55,193,122,276,99,167,100
8600000US13074,13074,ZCTA5 13074,1573,175,1251,152,104,45,614,116,370,103,163,61,322,112,62,54,112,63,141,92,7,10
8600000US13076,13076,ZCTA5 13076,930,100,908,103,108,56,512,129,172,64,116,59,22,24,0,11,22,24,0,11,0,11
8600000US13077,13077,ZCTA5 13077,2615,166,1770,165,150,71,479,121,584,109,557,118,845,167,44,38,224,94,320,128,257,94
8600000US13078,13078,ZCTA5 13078,3768,245,2940,242,57,32,489,134,666,171,1728,199,828,171,150,78,114,64,212,104,352,119
8600000US13080,13080,ZCTA5 13080,1363,137,1104,125,140,51,307,88,319,75,338,86,259,77,26,20,82,43,81,37,70,41
8600000US13081,13081,ZCTA5 13081,446,45,387,43,11,10,105,31,123,32,148,31,59,26,6,6,29,19,12,10,12,14
8600000US13082,13082,ZCTA5 13082,1763,176,1478,168,74,45,482,124,509,142,413,106,285,91,40,41,139,69,82,53,24,31
8600000US13083,13083,ZCTA5 13083,705,66,532,66,34,18,193,56,181,41,124,34,173,51,25,16,54,34,80,43,14,13
8600000US13084,13084,ZCTA5 13084,1645,209,1263,217,73,65,242,121,452,165,496,134,382,130,0,11,76,55,202,113,104,74
8600000US13087,13087,ZCTA5 13087,78,68,78,68,0,11,16,17,10,7,52,66,0,11,0,11,0,11,0,11,0,11
8600000US13088,13088,ZCTA5 13088,10282,283,6238,287,407,140,1578,219,2060,259,2193,211,4044,287,388,105,1135,225,1173,234,1348,192
8600000US13090,13090,ZCTA5 13090,12021,293,8733,256,232,85,1766,226,2669,248,4066,318,3288,239,246,126,827,170,1188,192,1027,189
8600000US13092,13092,ZCTA5 13092,973,99,846,98,68,38,257,57,307,83,214,44,127,37,31,20,51,19,26,19,19,19
8600000US13101,13101,ZCTA5 13101,909,90,677,81,49,23,246,54,225,44,157,67,232,58,25,22,99,36,96,43,12,10
8600000US13102,13102,ZCTA5 13102,10,15,10,15,0,11,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13103,13103,ZCTA5 13103,128,60,94,55,0,11,30,34,22,24,42,57,34,31,13,20,0,11,21,24,0,11
8600000US13104,13104,ZCTA5 13104,5994,268,4818,246,44,32,539,156,915,183,3320,252,1176,180,53,46,211,92,436,129,476,124
8600000US13108,13108,ZCTA5 13108,2436,109,2025,107,25,20,505,91,623,98,872,100,411,66,15,14,126,52,178,50,92,42
8600000US13110,13110,ZCTA5 13110,949,98,853,98,56,38,175,50,355,64,267,67,96,43,15,17,31,26,19,15,31,26
8600000US13111,13111,ZCTA5 13111,617,107,575,109,98,64,272,77,132,58,73,40,42,27,0,11,27,22,7,7,8,13
8600000US13112,13112,ZCTA5 13112,698,114,668,117,30,31,228,101,226,74,184,80,30,33,0,11,30,33,0,11,0,11
8600000US13113,13113,ZCTA5 13113,89,27,66,25,1,3,17,12,30,15,18,15,23,16,0,11,12,12,11,11,0,11
8600000US13114,13114,ZCTA5 13114,2463,141,1939,139,233,92,579,113,722,124,405,97,524,92,53,32,276,75,152,51,43,28
8600000US13115,13115,ZCTA5 13115,96,35,81,39,0,11,40,28,26,26,15,17,15,18,0,11,11,16,0,11,4,7
8600000US13116,13116,ZCTA5 13116,1368,119,1046,132,11,18,291,96,323,113,421,112,322,99,12,20,31,51,196,93,83,51
8600000US13117,13117,ZCTA5 13117,97,31,74,30,10,9,36,23,27,19,1,3,23,16,5,6,7,7,11,14,0,11
8600000US13118,13118,ZCTA5 13118,2130,142,1689,138,159,40,666,80,513,84,351,65,441,79,86,43,159,57,160,48,36,24
8600000US13120,13120,ZCTA5 13120,803,120,720,119,61,32,138,76,315,82,206,89,83,46,21,21,12,10,50,40,0,11
8600000US13122,13122,ZCTA5 13122,452,114,337,74,14,15,69,37,162,63,92,36,115,89,0,11,85,76,30,44,0,11
8600000US13123,13123,ZCTA5 13123,101,88,101,88,16,26,68,82,17,28,0,11,0,11,0,11,0,11,0,11,0,11
8600000US13124,13124,ZCTA5 13124,39,13,34,12,0,11,24,11,8,7,2,3,5,6,0,11,3,5,2,4,0,11
8600000US13126,13126,ZCTA5 13126,13550,325,8975,291,759,159,2733,263,2645,242,2838,227,4575,333,781,207,1565,218,1455,196,774,156
8600000US13131,13131,ZCTA5 13131,1403,117,1186,113,126,51,456,88,373,79,231,73,217,67,54,34,107,54,51,32,5,5
8600000US13132,13132,ZCTA5 13132,1490,174,1293,164,82,46,511,154,391,135,309,125,197,116,49,75,119,87,11,17,18,30
8600000US13134,13134,ZCTA5 13134,56,29,41,26,28,25,0,11,7,6,6,9,15,15,3,4,9,14,0,11,3,4
8600000US13135,13135,ZCTA5 13135,2598,183,1717,182,166,73,450,109,651,160,450,126,881,130,101,45,282,90,451,130,47,35
8600000US13136,13136,ZCTA5 13136,186,34,148,31,9,7,77,22,44,21,18,7,38,19,2,3,19,15,15,12,2,3
8600000US13138,13138,ZCTA5 13138,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
