GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner-occupied housing units:,Margin of Error; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Margin of Error; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Margin of Error; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Margin of Error; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Margin of Error; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Margin of Error; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Margin of Error; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Margin of Error; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Margin of Error; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher,Margin of Error; Renter-occupied housing units: - Bachelor's degree or higher
8600000US11557,11557,ZCTA5 11557,2643,207,2308,195,122,65,234,79,416,163,1536,183,335,167,0,16,174,138,100,102,61,44
8600000US11558,11558,ZCTA5 11558,2919,197,2137,190,104,72,592,122,685,147,756,138,782,164,166,85,283,98,194,102,139,93
8600000US11559,11559,ZCTA5 11559,2677,293,2254,249,154,56,134,65,507,195,1459,193,423,157,82,40,53,70,146,121,142,74
8600000US11560,11560,ZCTA5 11560,2260,120,1712,121,73,39,175,45,373,85,1091,110,548,107,119,87,130,92,140,83,159,49
8600000US11561,11561,ZCTA5 11561,16131,499,9786,486,413,117,1496,253,2198,266,5679,407,6345,460,434,152,1472,298,1556,270,2883,346
8600000US11563,11563,ZCTA5 11563,8006,268,5811,275,238,104,1347,232,1773,301,2453,302,2195,266,93,63,641,198,485,151,976,202
8600000US11565,11565,ZCTA5 11565,3233,178,3122,190,146,98,574,152,733,171,1669,242,111,60,0,16,61,50,23,34,27,20
8600000US11566,11566,ZCTA5 11566,11225,250,10597,273,322,107,1472,200,2438,277,6365,348,628,167,74,60,140,91,85,48,329,142
8600000US11568,11568,ZCTA5 11568,1044,76,972,74,0,11,49,34,103,45,820,81,72,41,0,11,25,27,6,10,41,28
8600000US11569,11569,ZCTA5 11569,475,125,342,111,0,11,56,50,109,63,177,78,133,72,0,11,38,51,85,62,10,15
8600000US11570,11570,ZCTA5 11570,10100,264,7014,273,155,72,859,161,1134,175,4866,249,3086,235,322,119,1112,237,738,207,914,204
8600000US11572,11572,ZCTA5 11572,10222,239,8947,291,241,93,2216,266,2087,310,4403,316,1275,231,209,111,361,134,426,141,279,109
8600000US11575,11575,ZCTA5 11575,4293,176,3177,232,629,167,788,166,977,182,783,176,1116,178,215,97,487,146,229,104,185,97
8600000US11576,11576,ZCTA5 11576,4662,214,4152,210,62,41,363,112,544,135,3183,215,510,113,26,28,83,47,130,100,271,77
8600000US11577,11577,ZCTA5 11577,4298,209,3694,233,108,52,230,72,544,124,2812,233,604,154,63,48,157,90,114,75,270,125
8600000US11579,11579,ZCTA5 11579,1961,123,1401,140,31,27,139,89,239,75,992,127,560,136,8,13,39,41,118,68,395,128
8600000US11580,11580,ZCTA5 11580,13242,424,11193,477,821,233,2550,321,2918,316,4904,438,2049,307,264,156,454,145,842,235,489,162
8600000US11581,11581,ZCTA5 11581,6838,209,5719,240,364,140,1126,191,1324,231,2905,273,1119,193,190,103,259,123,274,112,396,148
8600000US11590,11590,ZCTA5 11590,14156,319,10929,348,1130,168,2514,266,2674,272,4611,323,3227,284,638,178,740,147,672,162,1177,214
8600000US11596,11596,ZCTA5 11596,3604,113,3044,179,182,72,531,106,681,112,1650,159,560,141,6,11,111,57,115,68,328,125
8600000US11598,11598,ZCTA5 11598,3896,168,3444,185,54,38,322,141,660,144,2408,198,452,127,112,100,96,64,108,71,136,70
8600000US11691,11691,ZCTA5 11691,20155,465,4973,469,700,203,1181,276,1298,278,1794,247,15182,570,4613,554,3515,442,3808,432,3246,398
8600000US11692,11692,ZCTA5 11692,6417,295,2341,227,312,106,460,131,582,132,987,200,4076,292,1154,237,944,184,1345,235,633,173
8600000US11693,11693,ZCTA5 11693,4767,253,2343,290,243,93,648,188,696,166,756,188,2424,300,539,187,593,177,792,204,500,175
8600000US11694,11694,ZCTA5 11694,8319,290,4229,274,110,65,534,152,978,178,2607,220,4090,255,452,162,1143,217,1450,237,1045,220
8600000US11697,11697,ZCTA5 11697,1398,165,1353,165,40,30,234,70,388,99,691,130,45,46,0,11,0,11,11,17,34,43
8600000US11701,11701,ZCTA5 11701,8463,384,5827,342,695,184,1789,313,1563,244,1780,244,2636,319,516,200,912,198,706,184,502,155
8600000US11702,11702,ZCTA5 11702,4963,271,3890,253,123,66,638,142,1058,168,2071,218,1073,176,66,58,322,118,157,69,528,125
8600000US11703,11703,ZCTA5 11703,5429,154,4466,214,161,79,1482,181,1500,223,1323,179,963,183,0,18,331,146,258,110,374,95
8600000US11704,11704,ZCTA5 11704,12647,295,9285,375,725,132,3105,325,2726,308,2729,303,3362,271,407,126,1350,202,889,201,716,163
8600000US11705,11705,ZCTA5 11705,2696,99,2226,103,46,43,385,94,612,106,1183,121,470,95,44,41,102,45,202,79,122,57
8600000US11706,11706,ZCTA5 11706,18712,403,13656,474,1631,235,3360,356,4320,419,4345,467,5056,549,1220,376,1720,359,1312,302,804,272
8600000US11709,11709,ZCTA5 11709,2472,116,1978,143,32,25,455,105,457,94,1034,149,494,121,53,70,104,46,143,69,194,86
8600000US11710,11710,ZCTA5 11710,11474,244,10194,317,434,164,2257,275,2348,322,5155,399,1280,279,163,106,428,188,166,86,523,182
8600000US11713,11713,ZCTA5 11713,3211,182,2055,190,239,121,434,121,500,122,882,126,1156,169,215,103,369,122,391,125,181,71
8600000US11714,11714,ZCTA5 11714,7673,279,6861,272,275,97,2048,242,1679,179,2859,272,812,181,83,60,290,122,77,57,362,120
8600000US11715,11715,ZCTA5 11715,1581,89,1367,121,27,29,271,76,370,107,699,123,214,105,24,28,70,72,48,34,72,55
8600000US11716,11716,ZCTA5 11716,3632,145,2727,164,168,77,909,185,908,186,742,191,905,179,72,52,287,123,210,97,336,138
8600000US11717,11717,ZCTA5 11717,13587,334,9883,434,2580,254,3226,350,2571,299,1506,212,3704,391,1342,252,1578,253,473,173,311,108
8600000US11718,11718,ZCTA5 11718,1116,43,1056,64,19,15,167,50,223,49,647,75,60,39,0,11,32,35,23,29,5,9
8600000US11719,11719,ZCTA5 11719,1124,146,911,116,57,40,140,79,234,92,480,89,213,105,69,81,110,75,26,33,8,13
8600000US11720,11720,ZCTA5 11720,8816,250,7379,336,514,161,2230,292,2173,238,2462,258,1437,274,139,87,303,129,392,153,603,167
8600000US11721,11721,ZCTA5 11721,2264,121,2095,141,38,33,245,68,532,108,1280,130,169,95,0,16,35,49,18,20,116,73
8600000US11722,11722,ZCTA5 11722,9468,263,6314,322,1058,193,1801,297,2107,231,1348,222,3154,294,786,164,1132,245,864,238,372,135
8600000US11724,11724,ZCTA5 11724,1049,128,895,105,14,15,106,66,54,31,721,114,154,124,0,11,0,11,0,11,154,124
8600000US11725,11725,ZCTA5 11725,9903,199,9016,210,250,93,1737,199,2486,245,4543,267,887,150,101,72,201,75,203,83,382,109
8600000US11726,11726,ZCTA5 11726,5835,288,4330,292,744,175,1555,216,1120,270,911,274,1505,265,241,128,712,233,351,170,201,82
8600000US11727,11727,ZCTA5 11727,10910,393,6975,325,407,110,1864,284,2143,337,2561,314,3935,390,283,134,907,277,1229,323,1516,309
8600000US11729,11729,ZCTA5 11729,8939,228,7390,251,514,133,2496,268,2023,258,2357,246,1549,207,242,102,474,124,360,112,473,140
8600000US11730,11730,ZCTA5 11730,4361,192,3906,184,107,75,778,170,1158,225,1863,260,455,157,40,64,140,95,112,77,163,94
8600000US11731,11731,ZCTA5 11731,10136,282,8864,314,350,137,1699,287,2239,261,4576,328,1272,274,124,131,263,127,398,163,487,141
8600000US11732,11732,ZCTA5 11732,1422,147,1043,99,37,28,203,61,219,68,584,89,379,126,0,11,124,103,49,46,206,106
8600000US11733,11733,ZCTA5 11733,5613,236,5247,250,106,44,532,157,990,143,3619,274,366,120,2,3,43,44,67,36,254,110
8600000US11735,11735,ZCTA5 11735,11414,303,9202,362,401,99,2148,212,2843,311,3810,290,2212,257,235,102,724,173,660,178,593,147
8600000US11738,11738,ZCTA5 11738,5183,270,4373,264,200,80,1290,176,1611,306,1272,191,810,185,132,82,382,162,206,107,90,55
8600000US11739,11739,ZCTA5 11739,321,51,301,57,0,11,48,22,78,49,175,50,20,34,0,11,0,11,0,11,20,34
8600000US11740,11740,ZCTA5 11740,3175,192,2524,167,62,46,346,88,567,118,1549,161,651,152,58,31,251,122,234,88,108,49
8600000US11741,11741,ZCTA5 11741,9024,233,7287,271,320,109,1981,233,2514,242,2472,282,1737,216,75,52,533,144,503,133,626,152
8600000US11742,11742,ZCTA5 11742,4554,209,3636,216,233,90,1082,207,1248,174,1073,181,918,180,93,65,265,103,385,125,175,102
8600000US11743,11743,ZCTA5 11743,15132,370,13070,369,276,107,1779,232,2742,283,8273,367,2062,277,209,107,378,150,541,202,934,184
8600000US11746,11746,ZCTA5 11746,20740,439,17443,485,985,220,3162,320,3536,329,9760,412,3297,359,891,200,891,206,675,189,840,247
8600000US11747,11747,ZCTA5 11747,7070,328,6152,330,131,85,808,180,1342,252,3871,335,918,210,14,23,168,88,335,153,401,133
8600000US11749,11749,ZCTA5 11749,982,70,876,92,85,42,262,77,296,68,233,64,106,49,19,25,19,20,36,30,32,27
8600000US11751,11751,ZCTA5 11751,5067,156,4302,213,207,72,1077,180,1103,193,1915,205,765,169,126,63,310,128,156,110,173,107
8600000US11752,11752,ZCTA5 11752,2954,134,2500,130,140,65,880,143,753,123,727,137,454,107,46,45,115,64,224,97,69,47
8600000US11753,11753,ZCTA5 11753,4253,157,3776,183,24,31,168,68,537,150,3047,209,477,96,29,38,124,58,68,48,256,78
8600000US11754,11754,ZCTA5 11754,6613,211,5344,248,132,78,1126,238,1590,212,2496,274,1269,214,174,101,393,166,322,130,380,126
8600000US11755,11755,ZCTA5 11755,4167,160,3471,183,118,64,833,174,1080,169,1440,161,696,129,72,64,171,73,256,89,197,68
8600000US11756,11756,ZCTA5 11756,13479,242,12431,305,709,177,3715,356,3765,353,4242,318,1048,180,53,39,320,128,314,105,361,97
8600000US11757,11757,ZCTA5 11757,14550,386,11360,448,1049,204,3846,343,3554,347,2911,317,3190,375,333,115,1235,282,1127,249,495,197
8600000US11758,11758,ZCTA5 11758,18449,330,16865,385,593,143,4054,319,4825,295,7393,461,1584,240,72,60,603,196,480,138,429,145
8600000US11762,11762,ZCTA5 11762,7358,176,7146,200,221,75,1819,192,1786,171,3320,234,212,92,0,21,105,86,50,43,57,38
8600000US11763,11763,ZCTA5 11763,9316,319,7437,330,433,146,2074,300,2567,312,2363,340,1879,334,395,190,697,208,482,203,305,144
8600000US11764,11764,ZCTA5 11764,4187,194,3960,200,30,30,775,196,1209,244,1946,256,227,95,9,18,63,52,97,50,58,59
8600000US11765,11765,ZCTA5 11765,247,34,213,34,2,4,16,9,29,14,166,36,34,12,0,11,2,4,10,8,22,13
8600000US11766,11766,ZCTA5 11766,4207,153,3909,210,156,79,786,173,1227,214,1740,184,298,135,109,121,74,74,97,70,18,16
8600000US11767,11767,ZCTA5 11767,4996,234,4452,215,162,86,890,205,990,248,2410,229,544,163,0,18,163,102,233,116,148,91
8600000US11768,11768,ZCTA5 11768,7959,207,6923,269,85,57,958,153,1475,260,4405,314,1036,212,53,84,183,106,355,154,445,154
8600000US11769,11769,ZCTA5 11769,3367,148,2939,150,138,57,504,138,1207,181,1090,137,428,107,8,13,161,72,215,84,44,35
8600000US11770,11770,ZCTA5 11770,23,9,23,9,0,11,2,3,9,7,12,9,0,11,0,11,0,11,0,11,0,11
8600000US11771,11771,ZCTA5 11771,3649,233,2959,234,103,86,592,195,520,152,1744,223,690,173,98,93,294,115,108,69,190,72
8600000US11772,11772,ZCTA5 11772,17022,492,10852,487,850,227,2893,336,3414,418,3695,426,6170,470,1231,250,1972,379,1873,437,1094,247
8600000US11776,11776,ZCTA5 11776,7899,278,6381,293,417,151,1461,245,1965,258,2538,245,1518,225,236,134,311,126,493,144,478,144
8600000US11777,11777,ZCTA5 11777,3421,169,2453,166,27,22,276,91,457,91,1693,193,968,143,43,57,151,83,193,80,581,114
8600000US11778,11778,ZCTA5 11778,4165,229,3438,235,197,88,645,158,1102,189,1494,221,727,195,97,73,259,149,172,67,199,100
8600000US11779,11779,ZCTA5 11779,12660,313,9740,335,439,106,2712,267,3397,284,3192,302,2920,311,251,98,1065,205,933,191,671,178
8600000US11780,11780,ZCTA5 11780,5410,162,4896,211,191,75,925,150,1262,200,2518,213,514,144,28,35,116,78,189,82,181,69
8600000US11782,11782,ZCTA5 11782,5290,147,4227,162,159,58,756,127,963,144,2349,157,1063,127,153,98,322,121,204,84,384,97
8600000US11783,11783,ZCTA5 11783,6960,156,6384,255,186,75,1448,203,1776,260,2974,253,576,202,10,14,167,108,201,122,198,115
8600000US11784,11784,ZCTA5 11784,7981,336,6632,365,352,139,2064,331,2373,302,1843,247,1349,219,198,105,420,158,544,157,187,101
8600000US11786,11786,ZCTA5 11786,1938,130,1783,134,26,25,246,67,527,122,984,125,155,81,0,16,47,49,65,56,43,30
8600000US11787,11787,ZCTA5 11787,12006,367,10681,338,181,79,1892,220,2772,278,5836,346,1325,191,229,102,192,98,359,113,545,154
8600000US11788,11788,ZCTA5 11788,5548,190,4466,200,130,49,829,140,1108,158,2399,210,1082,177,19,25,331,128,239,103,493,121
8600000US11789,11789,ZCTA5 11789,2863,198,2671,213,89,67,523,196,836,215,1223,238,192,93,39,45,38,39,55,56,60,57
8600000US11790,11790,ZCTA5 11790,4529,216,4155,243,39,37,433,106,694,178,2989,271,374,134,34,38,0,18,115,91,225,102
8600000US11791,11791,ZCTA5 11791,8275,178,7682,219,148,72,751,128,1430,188,5353,261,593,148,11,18,83,52,148,77,351,126
8600000US11792,11792,ZCTA5 11792,2944,207,2792,221,53,52,511,186,768,189,1460,238,152,95,26,41,23,37,40,47,63,53
8600000US11793,11793,ZCTA5 11793,10385,196,9775,241,376,104,2309,262,2712,275,4378,336,610,162,73,50,184,82,128,77,225,91
8600000US11794,11794,ZCTA5 11794,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11795,11795,ZCTA5 11795,7941,177,7504,182,329,88,2008,243,2339,196,2828,244,437,111,6,8,99,70,131,76,201,68
8600000US11796,11796,ZCTA5 11796,1216,108,952,113,38,29,229,64,224,73,461,101,264,92,0,11,114,68,73,56,77,44
8600000US11797,11797,ZCTA5 11797,3022,111,2634,100,33,30,356,97,299,105,1946,120,388,87,11,17,21,31,68,40,288,78
8600000US11798,11798,ZCTA5 11798,3709,190,2632,218,326,104,724,135,780,140,802,153,1077,194,240,112,414,116,343,102,80,53
8600000US11801,11801,ZCTA5 11801,12516,332,10763,391,554,143,3175,344,3337,341,3697,348,1753,252,208,116,397,138,484,162,664,203
8600000US11803,11803,ZCTA5 11803,9632,195,8790,206,192,73,1281,183,1576,188,5741,250,842,151,55,31,294,121,92,62,401,139
8600000US11804,11804,ZCTA5 11804,1703,80,1550,79,40,30,160,68,296,81,1054,97,153,51,60,45,25,23,41,28,27,25
8600000US11901,11901,ZCTA5 11901,10047,527,7080,500,660,220,2139,339,2345,406,1936,288,2967,387,833,292,1025,315,701,248,408,182
8600000US11930,11930,ZCTA5 11930,445,97,376,88,4,6,96,42,55,31,221,72,69,46,22,31,12,15,15,20,20,21
8600000US11931,11931,ZCTA5 11931,19,31,19,31,0,11,0,11,19,31,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11932,11932,ZCTA5 11932,440,86,372,81,28,27,91,51,74,41,179,50,68,38,0,11,22,23,43,32,3,4
8600000US11933,11933,ZCTA5 11933,2970,258,2532,255,249,182,848,219,952,186,483,133,438,176,121,111,257,122,46,46,14,15
8600000US11934,11934,ZCTA5 11934,2512,178,2197,179,121,75,457,179,825,234,794,195,315,129,0,16,150,109,83,69,82,61
8600000US11935,11935,ZCTA5 11935,1257,125,1146,132,29,26,169,75,316,99,632,125,111,87,7,13,0,11,61,80,43,38
8600000US11937,11937,ZCTA5 11937,6488,364,5505,383,288,205,945,230,1217,227,3055,368,983,262,366,208,148,78,242,118,227,116
8600000US11939,11939,ZCTA5 11939,431,71,352,70,17,16,78,29,87,38,170,60,79,36,7,7,28,23,27,23,17,16
8600000US11940,11940,ZCTA5 11940,1848,141,1495,132,46,39,300,117,565,123,584,149,353,98,8,13,176,77,75,43,94,64
8600000US11941,11941,ZCTA5 11941,762,114,568,108,0,11,140,59,182,84,246,86,194,85,0,11,67,65,41,48,86,64
8600000US11942,11942,ZCTA5 11942,1804,167,1527,169,37,43,386,102,402,89,702,148,277,114,16,24,86,61,63,42,112,81
8600000US11944,11944,ZCTA5 11944,1726,150,1130,162,107,59,234,74,227,67,562,107,596,113,82,47,249,90,112,62,153,55
8600000US11946,11946,ZCTA5 11946,5533,314,3877,285,187,80,840,216,1080,171,1770,204,1656,287,181,84,810,198,383,144,282,126
8600000US11947,11947,ZCTA5 11947,138,100,138,100,0,11,72,80,48,47,18,29,0,11,0,11,0,11,0,11,0,11
8600000US11948,11948,ZCTA5 11948,386,142,386,142,0,11,159,113,84,74,143,93,0,11,0,11,0,11,0,11,0,11
8600000US11949,11949,ZCTA5 11949,4873,225,4132,245,195,115,856,191,1446,245,1635,244,741,175,34,40,180,97,278,129,249,114
8600000US11950,11950,ZCTA5 11950,4674,259,3652,321,480,167,1391,222,1146,224,635,172,1022,246,384,204,347,173,256,122,35,35
8600000US11951,11951,ZCTA5 11951,4803,298,3419,364,232,116,1549,241,919,230,719,197,1384,358,279,173,418,246,543,180,144,169
8600000US11952,11952,ZCTA5 11952,1987,230,1686,222,154,119,378,175,427,149,727,209,301,203,0,16,235,197,30,47,36,45
8600000US11953,11953,ZCTA5 11953,5201,210,3806,211,209,81,1044,173,1308,193,1245,177,1395,187,54,31,496,128,494,141,351,91
8600000US11954,11954,ZCTA5 11954,1528,214,1331,187,51,36,316,128,373,95,591,152,197,99,0,11,41,47,131,86,25,29
8600000US11955,11955,ZCTA5 11955,1750,264,805,154,41,37,92,69,380,126,292,120,945,190,79,71,231,106,342,154,293,143
8600000US11956,11956,ZCTA5 11956,127,39,99,35,1,4,6,7,30,19,62,30,28,18,0,11,2,5,12,13,14,13
8600000US11957,11957,ZCTA5 11957,331,59,290,53,15,17,61,26,104,31,110,31,41,23,0,11,7,8,34,22,0,11
8600000US11958,11958,ZCTA5 11958,256,83,236,87,27,32,39,36,48,38,122,60,20,31,0,11,20,31,0,11,0,11
8600000US11959,11959,ZCTA5 11959,398,84,327,79,3,5,42,31,69,41,213,65,71,37,0,11,0,11,22,27,49,35
8600000US11960,11960,ZCTA5 11960,301,91,290,88,0,11,68,41,70,53,152,70,11,18,0,11,0,11,0,11,11,18
8600000US11961,11961,ZCTA5 11961,5392,224,4578,220,319,113,1585,245,1576,199,1098,166,814,162,42,41,236,101,355,121,181,57
8600000US11962,11962,ZCTA5 11962,123,44,116,44,0,11,14,12,12,9,90,43,7,8,0,11,0,11,0,11,7,8
8600000US11963,11963,ZCTA5 11963,2662,234,2105,197,84,42,306,84,361,96,1354,185,557,133,21,26,209,114,157,66,170,71
8600000US11964,11964,ZCTA5 11964,859,181,773,193,15,25,98,93,215,133,445,164,86,84,0,11,31,49,46,72,9,14
8600000US11965,11965,ZCTA5 11965,336,134,294,136,0,11,68,76,0,11,226,116,42,58,0,11,40,60,0,11,2,4
8600000US11967,11967,ZCTA5 11967,7916,300,6590,355,731,209,2243,362,1987,272,1629,293,1326,322,97,77,558,235,594,229,77,49
8600000US11968,11968,ZCTA5 11968,4469,294,3617,256,70,34,608,141,750,169,2189,269,852,186,82,83,244,99,194,88,332,115
8600000US11970,11970,ZCTA5 11970,89,96,71,92,0,11,0,11,71,92,0,11,18,28,0,11,0,11,0,11,18,28
8600000US11971,11971,ZCTA5 11971,2673,208,2306,236,45,40,661,170,560,171,1040,204,367,157,16,25,63,79,220,122,68,57
8600000US11972,11972,ZCTA5 11972,457,109,354,98,10,16,127,57,104,66,113,57,103,80,0,11,44,42,30,48,29,48
8600000US11973,11973,ZCTA5 11973,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US11975,11975,ZCTA5 11975,111,45,103,43,0,11,20,19,33,22,50,28,8,13,0,11,0,11,8,13,0,11
8600000US11976,11976,ZCTA5 11976,889,144,823,138,10,17,153,77,156,79,504,103,66,56,31,48,13,20,0,11,22,20
8600000US11977,11977,ZCTA5 11977,817,95,723,85,12,13,158,62,161,50,392,72,94,43,15,18,22,26,19,15,38,25
8600000US11978,11978,ZCTA5 11978,1228,118,866,105,9,10,188,65,186,47,483,73,362,75,5,6,155,66,119,40,83,28
8600000US11980,11980,ZCTA5 11980,1780,143,1376,128,41,24,392,98,428,87,515,96,404,99,11,16,125,67,175,77,93,48
8600000US12007,12007,ZCTA5 12007,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12008,12008,ZCTA5 12008,161,44,149,45,0,11,27,21,46,30,76,40,12,15,0,11,7,12,5,9,0,11
8600000US12009,12009,ZCTA5 12009,2953,134,2339,127,74,27,401,88,711,116,1153,137,614,90,38,26,180,71,221,80,175,59
8600000US12010,12010,ZCTA5 12010,11641,372,7714,373,610,125,2368,253,2961,317,1775,231,3927,324,937,187,1267,208,1378,228,345,115
8600000US12015,12015,ZCTA5 12015,1040,150,772,127,37,23,224,64,275,79,236,75,268,70,33,20,94,39,85,35,56,30
8600000US12017,12017,ZCTA5 12017,167,41,133,41,10,10,45,29,36,24,42,14,34,28,0,11,14,21,0,11,20,18
8600000US12018,12018,ZCTA5 12018,2825,233,2391,210,136,90,616,141,904,159,735,149,434,142,62,73,137,74,135,76,100,85
8600000US12019,12019,ZCTA5 12019,5864,236,4687,199,93,47,719,139,1259,174,2616,220,1177,153,127,62,242,92,429,133,379,125
8600000US12020,12020,ZCTA5 12020,13235,398,9869,412,401,119,2277,275,2861,331,4330,345,3366,409,184,123,908,223,1320,270,954,236
8600000US12022,12022,ZCTA5 12022,418,76,300,78,24,26,99,58,82,42,95,43,118,41,5,8,13,13,25,20,75,39
8600000US12023,12023,ZCTA5 12023,777,85,725,87,50,30,235,49,200,56,240,65,52,25,4,6,24,22,3,4,21,15
8600000US12024,12024,ZCTA5 12024,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US12025,12025,ZCTA5 12025,2248,163,1897,159,97,56,534,124,812,146,454,97,351,102,5,10,113,60,200,72,33,30
8600000US12027,12027,ZCTA5 12027,1466,126,1212,128,9,14,153,68,385,94,665,125,254,83,0,11,87,66,44,31,123,70
8600000US12028,12028,ZCTA5 12028,317,75,271,63,14,18,100,45,68,30,89,46,46,43,9,13,26,39,11,17,0,11
8600000US12029,12029,ZCTA5 12029,400,46,331,42,25,20,54,24,66,24,186,38,69,27,3,5,14,12,23,21,29,14
8600000US12031,12031,ZCTA5 12031,84,28,62,28,0,11,22,16,25,19,15,16,22,18,9,14,7,7,6,9,0,11
8600000US12032,12032,ZCTA5 12032,382,56,353,54,27,22,125,39,112,38,89,38,29,21,0,11,19,17,10,15,0,11
8600000US12033,12033,ZCTA5 12033,3126,190,2383,218,107,77,491,135,862,181,923,166,743,148,59,66,186,102,244,108,254,95
8600000US12035,12035,ZCTA5 12035,286,77,225,74,18,21,113,62,44,27,50,27,61,46,15,23,15,24,18,28,13,13
8600000US12036,12036,ZCTA5 12036,111,33,102,33,24,20,49,25,15,12,14,12,9,9,4,6,5,6,0,11,0,11
8600000US12037,12037,ZCTA5 12037,1852,152,1363,153,102,48,337,103,420,103,504,125,489,122,74,43,192,88,126,49,97,43
8600000US12040,12040,ZCTA5 12040,63,33,63,33,0,11,48,35,12,14,3,6,0,11,0,11,0,11,0,11,0,11
8600000US12041,12041,ZCTA5 12041,243,70,235,67,27,44,125,76,34,28,49,26,8,14,0,11,0,11,0,11,8,14
8600000US12042,12042,ZCTA5 12042,118,37,85,37,0,11,6,11,55,35,24,23,33,26,0,11,7,12,18,20,8,12
8600000US12043,12043,ZCTA5 12043,3026,179,1745,147,100,40,427,87,617,111,601,136,1281,197,131,69,506,137,420,124,224,92
8600000US12045,12045,ZCTA5 12045,196,74,122,65,0,11,48,49,62,50,12,21,74,47,9,14,36,38,29,26,0,11
8600000US12046,12046,ZCTA5 12046,390,79,353,80,30,33,135,78,129,57,59,45,37,30,0,11,10,16,22,26,5,10
8600000US12047,12047,ZCTA5 12047,8978,305,4345,314,346,105,1026,185,1480,229,1493,247,4633,338,627,152,1499,222,1363,248,1144,231
8600000US12051,12051,ZCTA5 12051,1405,145,972,136,104,68,315,98,288,89,265,97,433,106,83,53,141,71,153,71,56,40
8600000US12052,12052,ZCTA5 12052,716,87,588,89,16,14,190,62,191,56,191,62,128,61,0,11,45,43,71,54,12,13
8600000US12053,12053,ZCTA5 12053,1509,215,1281,187,46,42,424,132,512,157,299,82,228,125,42,52,38,33,62,55,86,82
8600000US12054,12054,ZCTA5 12054,6883,285,5087,241,41,38,374,104,772,160,3900,292,1796,243,53,61,280,132,409,228,1054,250
8600000US12056,12056,ZCTA5 12056,689,117,618,121,12,10,177,89,164,79,265,77,71,50,4,5,62,49,0,11,5,9
8600000US12057,12057,ZCTA5 12057,867,122,755,124,67,51,350,114,232,76,106,64,112,67,0,11,52,39,36,36,24,38
8600000US12058,12058,ZCTA5 12058,591,128,494,130,20,21,190,103,133,76,151,72,97,54,32,39,26,27,31,29,8,12
8600000US12059,12059,ZCTA5 12059,646,67,590,69,37,20,162,50,169,57,222,51,56,24,10,11,23,14,17,15,6,9
8600000US12060,12060,ZCTA5 12060,636,69,556,65,9,11,74,26,192,59,281,56,80,38,0,11,39,34,19,17,22,23
8600000US12061,12061,ZCTA5 12061,3629,259,2589,209,97,67,374,129,648,140,1470,156,1040,172,0,16,345,133,407,170,288,99
8600000US12062,12062,ZCTA5 12062,646,95,582,95,23,12,268,80,160,62,131,39,64,40,0,11,29,35,25,20,10,8
8600000US12063,12063,ZCTA5 12063,138,67,104,46,0,11,27,30,14,23,63,44,34,52,0,11,0,11,34,52,0,11
8600000US12064,12064,ZCTA5 12064,204,51,164,49,46,34,69,42,18,15,31,28,40,36,0,11,29,31,0,11,11,10
8600000US12065,12065,ZCTA5 12065,17591,391,12150,383,245,87,1715,223,3091,333,7099,450,5441,363,355,162,829,207,2050,236,2207,282
8600000US12066,12066,ZCTA5 12066,771,122,676,115,30,23,251,82,288,67,107,51,95,42,6,9,45,28,35,28,9,14
8600000US12067,12067,ZCTA5 12067,598,105,558,107,21,23,226,81,190,92,121,45,40,22,0,11,9,14,20,22,11,16
8600000US12068,12068,ZCTA5 12068,1224,129,1018,106,107,71,295,74,411,90,205,92,206,85,68,63,86,41,39,29,13,14
8600000US12069,12069,ZCTA5 12069,73,40,51,35,4,8,18,27,29,30,0,11,22,26,0,11,0,11,16,25,6,8
